"parcode","trial","fix_item","fix_time","fix_num","rev_fix_num"
124,79,2,566.675195266725,3,2
124,79,1,899.848831191775,4,1
124,80,2,683.43953762087,1,3
124,80,1,900.145743726171,2,2
124,80,2,1016.5281319205,3,1
124,81,2,1350.25417180441,1,2
124,81,1,1683.20090789348,2,1
124,82,2,50.0957451295108,1,4
124,82,1,700.006891303929,2,3
124,82,2,833.471648147679,3,2
124,82,1,1066.64257154625,4,1
124,83,2,900.128515480901,1,2
124,83,1,950.00432539382,2,1
124,85,1,766.772260016296,1,5
124,85,2,750.137459515827,2,4
124,85,1,633.34049344121,3,3
124,85,2,483.306183552486,4,2
124,85,1,500.024192879209,5,1
124,86,2,750.113266636617,1,3
124,86,1,900.145743740723,2,2
124,86,2,699.857701911242,3,1
124,87,2,1950.30563665205,1,3
124,87,1,849.975587188965,2,2
124,87,2,449.848904492683,3,1
124,88,1,566.921522724442,1,3
124,88,2,1133.19057093759,2,2
124,88,1,316.666397848167,3,1
124,89,1,466.940437137964,1,2
124,89,2,900.010117024067,2,1
124,90,2,616.782670273096,1,3
124,90,1,1066.67666150315,2,2
124,90,2,1033.33301564271,3,1
124,91,1,633.437998068985,1,3
124,91,2,1500.15212185099,2,2
124,91,1,816.676294940407,3,1
124,92,1,833.458818597137,1,3
124,92,2,833.291301270947,2,2
124,92,1,1583.51013681386,3,1
124,93,1,567.002898751525,1,4
124,93,2,1633.28294373059,2,3
124,93,1,1383.35515579092,3,2
124,93,2,1683.3262709697,4,1
124,94,2,1116.92086291441,1,2
124,94,1,899.853963011992,2,1
124,95,2,1666.78054424119,1,3
124,95,1,1016.66449174809,2,2
124,95,2,583.33308895817,3,1
124,96,2,900.103589490755,1,4
124,96,1,616.791101114359,2,3
124,96,2,733.22187505255,3,2
124,96,1,383.4772198461,4,1
124,97,1,1416.93706480146,1,3
124,97,2,1550.01180319232,2,2
124,97,1,549.996407717117,3,1
124,98,2,716.772553249029,1,5
124,98,1,500.13232769561,2,4
124,98,2,499.875003486522,3,3
124,98,1,566.647703351919,4,2
124,98,2,733.493495048606,5,1
124,99,1,600.255271492642,1,4
124,99,2,483.318279977539,2,3
124,99,1,833.35544905276,3,2
124,99,2,933.626849102438,4,1
124,100,2,1633.65463424998,1,3
124,100,1,949.964003943023,2,2
124,100,2,416.527985289576,3,1
124,1,1,2083.60031024495,1,3
124,1,2,866.51911457011,2,2
124,1,1,333.466882890207,3,1
124,2,1,783.59217265097,1,2
124,2,2,1250.0124629878,2,1
124,3,2,2316.79945866927,1,3
124,3,1,733.33184265357,2,2
124,3,2,433.329936553491,3,1
124,4,2,666.919836541638,1,2
124,4,1,816.638172836974,2,1
124,5,2,917.020640190458,1,2
124,5,1,916.527985289576,2,1
124,6,1,650.279537658207,1,4
124,6,2,1166.68633866357,2,3
124,6,1,383.285876188893,3,2
124,6,2,383.347824623343,4,1
124,7,2,1150.23811653373,1,2
124,7,1,1200.01935430628,2,1
124,8,1,616.769840722554,1,2
124,8,2,1333.47164814768,2,1
124,9,2,1183.5920260346,1,3
124,9,1,1049.99934018997,2,2
124,9,2,633.334628510056,3,1
124,10,2,966.92650791374,1,3
124,10,1,983.335508251912,2,2
124,10,2,499.979106156388,3,1
124,11,2,866.902901529102,1,2
124,11,1,783.204353545443,2,1
124,12,1,450.102196555235,1,2
124,12,2,1166.668743841,2,1
124,13,2,1283.57054568187,1,4
124,13,1,816.705986202578,2,3
124,13,2,566.642571531702,3,2
124,13,1,683.201274456223,4,1
124,14,2,1033.88578617887,1,2
124,14,1,966.366772772744,2,1
124,15,2,1283.60756812617,1,3
124,15,1,633.290641460917,2,2
124,15,2,900.031743978616,3,1
124,16,1,650.107988185482,1,3
124,16,2,850.124043470714,2,2
124,16,1,349.852423460106,3,1
124,17,1,1033.457645608,1,3
124,17,2,800.016201901599,2,2
124,17,1,749.998533763574,3,1
124,18,1,1033.5995038331,1,4
124,18,2,816.491549354396,2,3
124,18,1,683.532643510262,3,2
124,18,2,333.295699980226,4,1
124,19,2,1233.61152695725,1,3
124,19,1,583.23228530935,2,2
124,19,2,416.601663600886,3,1
124,20,1,700.24918661511,1,3
124,20,2,1116.87321026693,2,2
124,20,1,366.455333365593,3,1
124,21,1,666.940363837057,1,2
124,21,2,1183.34973072342,2,1
124,22,1,550.270227075089,1,2
124,22,2,1116.683699438,2,1
124,23,2,933.975812979043,1,2
124,23,1,1232.84431958746,2,1
124,24,1,600.107914884575,1,4
124,24,2,833.48154523992,2,3
124,24,1,533.320919203106,3,2
124,24,2,349.987317080377,4,1
124,25,1,666.793740339926,1,2
124,25,2,1000.00219936192,2,1
124,26,1,450.27264636883,1,2
124,26,2,1249.99010290776,2,1
124,27,2,1166.91763719427,1,2
124,27,1,1116.6899309319,2,1
124,28,1,600.095451896777,1,2
124,28,2,1233.50009310525,2,1
124,29,1,433.43697169621,1,3
124,29,2,783.45434658695,2,2
124,29,1,650.0203806645,3,1
124,30,1,600.249406546936,1,2
124,30,2,699.858435036731,2,1
124,31,1,716.927974150167,1,2
124,31,2,816.660166354268,2,1
124,32,2,450.243321669404,1,2
124,32,1,666.533117109793,2,1
124,33,1,666.929733619327,1,2
124,33,2,783.3337487682,2,1
124,34,2,833.594078751048,1,3
124,34,1,683.303544326918,2,2
124,34,2,616.682233201573,3,1
124,35,1,666.919836541638,1,5
124,35,2,749.856675538467,2,4
124,35,1,483.463437238242,3,3
124,35,2,383.355155805475,4,2
124,35,1,483.187051970162,5,1
