"","Trial","correct","faceVal","houseVal","mult1House","mult2Face","summedVal","earnings","selection","rt","flip","participant","subject","finalEarnings","accuracy"
"4610",43,1,-0.7,-0.84,1,1,-1.54,5.2,"['j']",1.32544227220205,NA,11,11,16.56,0.8
"4710",44,1,-0.84,-0.34,1,1,-1.18,5.2,"['j']",2.80897698844637,NA,11,11,16.56,0.8
"4810",45,1,-0.8,0.46,1,1,-0.34,5.2,"['j']",1.86304930601182,NA,11,11,16.56,0.8
"4910",46,0,-0.58,0.68,1,1,0.1,5.1,"['j']",3.90142793873019,NA,11,11,16.56,0.8
"5010",47,0,-0.76,0.78,1,1,0.02,5.08,"['j']",6.95461778511526,NA,11,11,16.56,0.8
"5114",48,1,-0.72,-0.7,1,1,-1.42,5.08,"['j']",3.01468141197984,NA,11,11,16.56,0.8
"5212",49,1,0,0.58,1,1,0.58,5.66,"['f']",3.7715493333526,NA,11,11,16.56,0.8
"5310",50,1,-0.94,0.24,1,1,-0.7,5.66,"['j']",1.38988820829763,NA,11,11,16.56,0.8
"5410",51,1,0.62,0.04,1,1,0.66,6.32,"['f']",1.44480183309133,NA,11,11,16.56,0.8
"5510",52,1,-0.94,-0.52,1,1,-1.46,6.32,"['j']",1.48123374098577,NA,11,11,16.56,0.8
"5610",53,1,-0.4,-0.84,1,1,-1.24,6.32,"['j']",3.34402825109646,NA,11,11,16.56,0.8
"5710",54,1,0.4,0.98,1,1,1.38,7.7,"['f']",1.93781838220093,NA,11,11,16.56,0.8
"5810",55,0,0.5,-0.92,1,1,-0.42,7.28,"['f']",1.3553501430506,NA,11,11,16.56,0.8
"5910",56,1,-0.38,-0.38,1,1,-0.76,7.28,"['j']",2.62469555194912,NA,11,11,16.56,0.8
"6010",57,1,-0.02,0.4,1,1,0.38,7.66,"['f']",1.91407428863022,NA,11,11,16.56,0.8
"6114",58,1,0.82,-0.74,1,1,0.08,7.74,"['f']",1.38072006283619,NA,11,11,16.56,0.8
"6212",59,1,0.16,0.4,1,1,0.56,8.3,"['f']",2.24343615108955,NA,11,11,16.56,0.8
"6310",60,1,-0.46,-0.04,1,1,-0.5,8.3,"['j']",1.42841707445041,NA,11,11,16.56,0.8
"6410",61,1,-0.96,-0.84,1,1,-1.8,8.3,"['j']",1.42770526844834,NA,11,11,16.56,0.8
"6510",62,1,0.38,0.74,1,1,1.12,9.42,"['f']",1.54475273680146,NA,11,11,16.56,0.8
"6610",63,1,-0.72,-0.36,1,1,-1.08,9.42,"['j']",2.81181339565592,NA,11,11,16.56,0.8
"6710",64,1,-0.9,0.44,1,1,-0.46,9.42,"['j']",1.47582353460894,NA,11,11,16.56,0.8
"6810",65,1,-0.4,0.18,1,1,-0.22,9.42,"['j']",1.62932123933933,NA,11,11,16.56,0.8
"6910",66,0,-0.04,-0.36,1,1,-0.4,9.02,"['f']",1.77923347296746,NA,11,11,16.56,0.8
"7010",67,1,-0.92,-0.46,1,1,-1.38,9.02,"['j']",1.72374775927165,NA,11,11,16.56,0.8
"7114",68,1,-0.66,-0.2,1,1,-0.86,9.02,"['j']",1.23397775463673,NA,11,11,16.56,0.8
"7212",69,1,-0.86,0.3,1,1,-0.56,9.02,"['j']",1.00877363246764,NA,11,11,16.56,0.8
"7310",70,1,-0.9,0.76,1,1,-0.14,9.02,"['j']",3.28140284373876,NA,11,11,16.56,0.8
"7410",71,1,0.46,-0.26,1,1,0.2,9.22,"['f']",1.45931618549002,NA,11,11,16.56,0.8
"7510",72,1,0.4,-0.24,1,1,0.16,9.38,"['f']",1.29598420024922,NA,11,11,16.56,0.8
"7610",73,0,-0.64,0.74,1,1,0.1,9.28,"['j']",1.56696084376017,NA,11,11,16.56,0.8
"7710",74,1,-0.78,0.72,1,1,-0.06,9.28,"['j']",3.98051682704681,NA,11,11,16.56,0.8
"7810",75,1,-0.94,0.6,1,1,-0.34,9.28,"['j']",1.20855345035307,NA,11,11,16.56,0.8
"7910",76,1,-0.64,-1,1,1,-1.64,9.28,"['j']",2.69589057477424,NA,11,11,16.56,0.8
"8010",77,1,0.82,0.26,1,1,1.08,10.36,"['f']",1.38146101412349,NA,11,11,16.56,0.8
"8114",78,1,0.16,0.7,1,1,0.86,11.22,"['f']",1.59551961838224,NA,11,11,16.56,0.8
"8212",79,1,0.86,-0.44,1,1,0.42,11.64,"['f']",1.03154060779707,NA,11,11,16.56,0.8
"8310",80,1,-0.24,-0.7,1,1,-0.94,11.64,"['j']",7.00174751528903,NA,11,11,16.56,0.8
"8410",81,1,0.3,1,1,1,1.3,12.94,"['f']",1.42469008345142,NA,11,11,16.56,0.8
"8510",82,1,0.6,0.18,1,1,0.78,13.72,"['f']",1.41193616641613,NA,11,11,16.56,0.8
"8610",83,1,0.98,0.32,1,1,1.3,15.02,"['f']",1.2564304416228,NA,11,11,16.56,0.8
"8710",84,1,0.04,-0.78,1,1,-0.74,15.02,"['j']",2.22723497770858,NA,11,11,16.56,0.8
"8810",85,0,0.16,0.18,1,1,0.34,14.68,"['j']",4.12032375905619,NA,11,11,16.56,0.8
"8910",86,1,-0.5,-0.84,1,1,-1.34,14.68,"['j']",2.12773507475868,NA,11,11,16.56,0.8
"9010",87,1,-0.54,-0.86,1,1,-1.4,14.68,"['j']",0.944419639236003,NA,11,11,16.56,0.8
"9114",88,0,0.26,-0.24,1,1,0.02,14.66,"['j']",3.03354051525093,NA,11,11,16.56,0.8
"9212",89,1,-0.9,-0.88,1,1,-1.78,14.66,"['j']",1.48155283679807,NA,11,11,16.56,0.8
"9310",90,1,0.1,0.82,1,1,0.92,15.58,"['f']",3.3556298777039,NA,11,11,16.56,0.8
"9410",91,1,-1,0.54,1,1,-0.46,15.58,"['j']",2.13462297718434,NA,11,11,16.56,0.8
"9510",92,1,-0.78,0.5,1,1,-0.28,15.58,"['j']",3.29203756797506,NA,11,11,16.56,0.8
"9610",93,0,-0.56,0.74,1,1,0.18,15.4,"['j']",1.7089551745521,NA,11,11,16.56,0.8
"9710",94,1,-0.78,-0.64,1,1,-1.42,15.4,"['j']",3.84486985878902,NA,11,11,16.56,0.8
"9810",95,1,0.44,1,1,1,1.44,16.84,"['f']",2.05549022070409,NA,11,11,16.56,0.8
"9910",96,1,-0.36,-0.92,1,1,-1.28,16.84,"['j']",2.63245000081224,NA,11,11,16.56,0.8
"10010",97,0,0.06,-0.34,1,1,-0.28,16.56,"['f']",2.90126358335692,NA,11,11,16.56,0.8
"10111",98,1,-0.08,-0.74,1,1,-0.82,16.56,"['j']",2.23518142489775,NA,11,11,16.56,0.8
"10210",99,1,-0.88,-0.82,1,1,-1.7,16.56,"['j']",2.0969699719426,NA,11,11,16.56,0.8
"10310",100,1,0.2,-0.32,1,1,-0.12,16.56,"['j']",8.67906593264706,NA,11,11,16.56,0.8
"450",1,1,-0.58,-0.64,1,1,-1.22,0,"['j']",12.5166500760315,NA,12,12,16.72,0.86
"550",2,1,-0.24,-0.16,1,1,-0.4,0,"['j']",5.84445476705878,NA,12,12,16.72,0.86
"650",3,1,0.72,0.58,1,1,1.3,1.3,"['f']",4.4043149069621,NA,12,12,16.72,0.86
"750",4,0,1,-0.54,1,1,0.46,0.84,"['j']",9.04186518589995,NA,12,12,16.72,0.86
"850",5,1,-0.68,-0.34,1,1,-1.02,0.84,"['j']",5.30108140087032,NA,12,12,16.72,0.86
"950",6,1,0.18,0.26,1,1,0.44,1.28,"['f']",3.93216538874185,NA,12,12,16.72,0.86
"1040",7,1,0.7,0.12,1,1,0.82,2.1,"['f']",12.9722959945429,NA,12,12,16.72,0.86
"1111",8,0,-0.44,0.64,1,1,0.2,1.9,"['j']",27.1865922036122,NA,12,12,16.72,0.86
"1211",9,1,-0.82,-0.26,1,1,-1.08,1.9,"['j']",3.9794575598753,NA,12,12,16.72,0.86
"1311",10,1,-0.8,0.56,1,1,-0.24,1.9,"['j']",15.9294128357724,NA,12,12,16.72,0.86
"1411",11,1,-0.26,0.66,1,1,0.4,2.3,"['f']",9.75953666009445,NA,12,12,16.72,0.86
"1511",12,1,-0.2,-0.54,1,1,-0.74,2.3,"['j']",2.46613272166724,NA,12,12,16.72,0.86
"1611",13,1,-0.06,0.98,1,1,0.92,3.22,"['f']",3.13831961764299,NA,12,12,16.72,0.86
"1711",14,1,0.2,-0.38,1,1,-0.18,3.22,"['j']",7.08682365122513,NA,12,12,16.72,0.86
"1811",15,1,-0.1,-0.18,1,1,-0.28,3.22,"['j']",3.88511659365031,NA,12,12,16.72,0.86
"1911",16,0,0.22,-0.38,1,1,-0.16,3.06,"['f']",3.95068540401553,NA,12,12,16.72,0.86
"2011",17,1,-0.84,0.04,1,1,-0.8,3.06,"['j']",2.57760676020553,NA,12,12,16.72,0.86
"2111",18,1,-0.82,-0.94,1,1,-1.76,3.06,"['j']",1.74036043090018,NA,12,12,16.72,0.86
"2211",19,1,-0.76,-0.76,1,1,-1.52,3.06,"['j']",1.52239525290497,NA,12,12,16.72,0.86
"2311",20,1,-0.94,0.3,1,1,-0.64,3.06,"['j']",3.94229884594461,NA,12,12,16.72,0.86
"2411",21,1,-0.74,-0.44,1,1,-1.18,3.06,"['j']",2.71144795824148,NA,12,12,16.72,0.86
"2511",22,1,0.2,0.28,1,1,0.48,3.54,"['f']",8.78591591868462,NA,12,12,16.72,0.86
"2611",23,1,0.1,-0.96,1,1,-0.86,3.54,"['j']",6.86000739742667,NA,12,12,16.72,0.86
"2711",24,1,0.76,0.46,1,1,1.22,4.76,"['f']",3.50288941443432,NA,12,12,16.72,0.86
"2811",25,0,0.02,-0.22,1,1,-0.2,4.56,"['f']",11.0146238953821,NA,12,12,16.72,0.86
"2911",26,0,-0.3,0.56,1,1,0.26,4.3,"['j']",6.79226262498196,NA,12,12,16.72,0.86
"3011",27,1,-0.66,-0.92,1,1,-1.58,4.3,"['j']",2.25487060056548,NA,12,12,16.72,0.86
"3111",28,0,0.12,-0.32,1,1,-0.2,4.1,"['f']",7.61358164500052,NA,12,12,16.72,0.86
"3211",29,1,0.3,-0.94,1,1,-0.64,4.1,"['j']",3.36851188771834,NA,12,12,16.72,0.86
"3311",30,1,0.52,0.74,1,1,1.26,5.36,"['f']",2.91610918029255,NA,12,12,16.72,0.86
"3411",31,1,-0.74,-0.14,1,1,-0.88,5.36,"['j']",3.00494203593917,NA,12,12,16.72,0.86
"3511",32,1,-0.44,-0.04,1,1,-0.48,5.36,"['j']",7.60623799833047,NA,12,12,16.72,0.86
"3611",33,1,0.1,0.08,1,1,0.18,5.54,"['f']",29.0924537502906,NA,12,12,16.72,0.86
"3711",34,1,-0.44,0.9,1,1,0.46,6,"['f']",4.04742978375725,NA,12,12,16.72,0.86
"3811",35,1,-0.72,-0.16,1,1,-0.88,6,"['j']",4.44367572335977,NA,12,12,16.72,0.86
"3911",36,1,-0.74,0.34,1,1,-0.4,6,"['j']",2.21343027111288,NA,12,12,16.72,0.86
"4011",37,1,-0.2,-0.06,1,1,-0.26,6,"['j']",9.4283472393181,NA,12,12,16.72,0.86
"4115",38,1,-0.38,0.92,1,1,0.54,6.54,"['f']",4.17558439544882,NA,12,12,16.72,0.86
"4213",39,1,-0.76,0.36,1,1,-0.4,6.54,"['j']",5.54448298065472,NA,12,12,16.72,0.86
"4311",40,1,0.86,0.02,1,1,0.88,7.42,"['f']",4.40330985405672,NA,12,12,16.72,0.86
"4411",41,1,0.2,-0.96,1,1,-0.76,7.42,"['j']",3.78832233684443,NA,12,12,16.72,0.86
"4511",42,0,0.16,-0.3,1,1,-0.14,7.28,"['f']",6.30965905420453,NA,12,12,16.72,0.86
"4611",43,1,0.84,0.5,1,1,1.34,8.62,"['f']",3.16590283647383,NA,12,12,16.72,0.86
"4711",44,0,-0.04,0.52,1,1,0.48,8.14,"['j']",6.37435982336319,NA,12,12,16.72,0.86
"4811",45,0,0.14,0.1,1,1,0.24,7.9,"['j']",4.92939180327448,NA,12,12,16.72,0.86
"4911",46,1,0.96,-0.76,1,1,0.2,8.1,"['f']",6.25036574010301,NA,12,12,16.72,0.86
"5011",47,1,-0.82,-0.7,1,1,-1.52,8.1,"['j']",2.23361125274823,NA,12,12,16.72,0.86
"5115",48,1,-0.74,0.14,1,1,-0.6,8.1,"['j']",10.7001423900074,NA,12,12,16.72,0.86
"5213",49,1,-0.42,0,1,1,-0.42,8.1,"['j']",1.72392353425312,NA,12,12,16.72,0.86
"5311",50,1,-0.88,-0.94,1,1,-1.82,8.1,"['j']",1.3194031097446,NA,12,12,16.72,0.86
"5411",51,1,-0.64,-0.64,1,1,-1.28,8.1,"['j']",1.25100122198637,NA,12,12,16.72,0.86
"5511",52,1,-0.52,-0.14,1,1,-0.66,8.1,"['j']",3.39846606992432,NA,12,12,16.72,0.86
"5611",53,1,-0.52,0.18,1,1,-0.34,8.1,"['j']",1.59783521519057,NA,12,12,16.72,0.86
"5711",54,1,0.38,-0.5,1,1,-0.12,8.1,"['j']",3.68355435984267,NA,12,12,16.72,0.86
"5811",55,0,-0.64,0.14,1,1,-0.5,7.6,"['f']",8.37131251496612,NA,12,12,16.72,0.86
"5911",56,1,-0.12,-0.96,1,1,-1.08,7.6,"['j']",2.14883676769023,NA,12,12,16.72,0.86
"6011",57,0,-0.94,0.74,1,1,-0.2,7.4,"['f']",3.02726292394436,NA,12,12,16.72,0.86
"6115",58,1,-0.72,-0.36,1,1,-1.08,7.4,"['j']",6.46703050884025,NA,12,12,16.72,0.86
"6213",59,0,-0.04,0.1,1,1,0.06,7.34,"['j']",2.69676186676224,NA,12,12,16.72,0.86
"6311",60,1,0.42,-0.12,1,1,0.3,7.64,"['f']",17.3551087785745,NA,12,12,16.72,0.86
"6411",61,1,-0.04,0.9,1,1,0.86,8.5,"['f']",3.8397341732707,NA,12,12,16.72,0.86
"6511",62,1,-0.28,-0.18,1,1,-0.46,8.5,"['j']",2.67705892374215,NA,12,12,16.72,0.86
"6611",63,1,0.8,-0.84,1,1,-0.04,8.5,"['j']",3.92485509360631,NA,12,12,16.72,0.86
"6711",64,1,-0.2,0.66,1,1,0.46,8.96,"['f']",2.55785544244645,NA,12,12,16.72,0.86
"6811",65,1,-0.8,0.52,1,1,-0.28,8.96,"['j']",3.0445732701628,NA,12,12,16.72,0.86
"6911",66,1,-0.26,0,1,1,-0.26,8.96,"['j']",1.28490590811634,NA,12,12,16.72,0.86
"7011",67,1,0.08,-0.28,1,1,-0.2,8.96,"['j']",1.77330363143847,NA,12,12,16.72,0.86
"7115",68,1,0.22,-0.98,1,1,-0.76,8.96,"['j']",3.56448338327391,NA,12,12,16.72,0.86
"7213",69,1,0.62,-0.78,1,1,-0.16,8.96,"['j']",5.33924667003157,NA,12,12,16.72,0.86
"7311",70,0,-0.92,0.7,1,1,-0.22,8.74,"['f']",3.87736221235537,NA,12,12,16.72,0.86
"7411",71,1,-0.66,-0.02,1,1,-0.68,8.74,"['j']",2.10871547628267,NA,12,12,16.72,0.86
"7511",72,1,-0.14,0.84,1,1,0.7,9.44,"['f']",2.62418292503571,NA,12,12,16.72,0.86
"7611",73,1,-0.18,-0.76,1,1,-0.94,9.44,"['j']",2.09539559573386,NA,12,12,16.72,0.86
"7711",74,1,-0.72,-0.32,1,1,-1.04,9.44,"['j']",1.76491797476046,NA,12,12,16.72,0.86
"7811",75,1,0.44,0.56,1,1,1,10.44,"['f']",3.01250291826,NA,12,12,16.72,0.86
"7911",76,1,-0.68,-0.4,1,1,-1.08,10.44,"['j']",2.19138070232293,NA,12,12,16.72,0.86
"8011",77,1,-0.48,-0.7,1,1,-1.18,10.44,"['j']",1.14329530557734,NA,12,12,16.72,0.86
"8115",78,1,0.52,-0.94,1,1,-0.42,10.44,"['j']",2.73183716159838,NA,12,12,16.72,0.86
"8213",79,1,-0.7,-0.16,1,1,-0.86,10.44,"['j']",2.42232052744657,NA,12,12,16.72,0.86
"8311",80,1,-0.1,-0.22,1,1,-0.32,10.44,"['j']",5.14307476481918,NA,12,12,16.72,0.86
"8411",81,1,-0.32,-0.72,1,1,-1.04,10.44,"['j']",1.36134100799245,NA,12,12,16.72,0.86
"8511",82,1,0.44,-0.38,1,1,0.06,10.5,"['f']",3.53658527791049,NA,12,12,16.72,0.86
"8611",83,1,0.9,-0.26,1,1,0.64,11.14,"['f']",1.72144500467402,NA,12,12,16.72,0.86
"8711",84,1,0.76,0.52,1,1,1.28,12.42,"['f']",1.6874985540162,NA,12,12,16.72,0.86
"8811",85,1,-0.6,0.18,1,1,-0.42,12.42,"['j']",4.91030691521519,NA,12,12,16.72,0.86
"8911",86,1,0.38,0.42,1,1,0.8,13.22,"['f']",2.14166288332126,NA,12,12,16.72,0.86
"9011",87,1,0.8,-0.34,1,1,0.46,13.68,"['f']",3.31885085645627,NA,12,12,16.72,0.86
"9115",88,1,0.98,0.18,1,1,1.16,14.84,"['f']",3.82766392352642,NA,12,12,16.72,0.86
"9213",89,1,0.68,0.64,1,1,1.32,16.16,"['f']",1.27010023186813,NA,12,12,16.72,0.86
"9311",90,1,-0.72,0.66,1,1,-0.06,16.16,"['j']",2.64696712890873,NA,12,12,16.72,0.86
"9411",91,1,0.14,-0.22,1,1,-0.08,16.16,"['j']",1.82462472766565,NA,12,12,16.72,0.86
"9511",92,0,-0.22,0.66,1,1,0.44,15.72,"['j']",2.87542992678209,NA,12,12,16.72,0.86
"9611",93,1,-0.7,-0.62,1,1,-1.32,15.72,"['j']",3.00457186398853,NA,12,12,16.72,0.86
"9711",94,1,0.08,-0.56,1,1,-0.48,15.72,"['j']",1.52348744044502,NA,12,12,16.72,0.86
"9811",95,1,0.94,-0.92,1,1,0.02,15.74,"['f']",1.39366104568398,NA,12,12,16.72,0.86
"9911",96,1,-0.46,-0.78,1,1,-1.24,15.74,"['j']",1.23192354506682,NA,12,12,16.72,0.86
"10011",97,1,0.38,0.6,1,1,0.98,16.72,"['f']",1.25351400448562,NA,12,12,16.72,0.86
"10112",98,1,-0.22,-0.28,1,1,-0.5,16.72,"['j']",1.15744236419778,NA,12,12,16.72,0.86
"10211",99,1,-0.44,0.12,1,1,-0.32,16.72,"['j']",1.75905261219305,NA,12,12,16.72,0.86
"10311",100,1,0.08,-0.22,1,1,-0.14,16.72,"['j']",1.88556819141377,NA,12,12,16.72,0.86
"460",1,1,0.4,-0.64,1,1,-0.24,0,"['j']",13.5337281143075,NA,13,13,21.82,0.81
"560",2,1,0.06,-0.94,1,1,-0.88,0,"['j']",8.60018291151937,NA,13,13,21.82,0.81
"660",3,1,-0.16,-0.16,1,1,-0.32,0,"['j']",8.25018923461175,NA,13,13,21.82,0.81
"760",4,0,-0.26,0.6,1,1,0.34,-0.34,"['j']",5.76687908595704,NA,13,13,21.82,0.81
"860",5,1,-0.96,-0.78,1,1,-1.74,-0.34,"['j']",8.86685214407771,NA,13,13,21.82,0.81
"960",6,1,-0.32,0.5,1,1,0.18,-0.16,"['f']",4.48337026386798,NA,13,13,21.82,0.81
"1041",7,1,0.32,-0.6,1,1,-0.28,-0.16,"['j']",6.98352440072631,NA,13,13,21.82,0.81
"1112",8,1,0.62,-0.36,1,1,0.26,0.1,"['f']",4.21686341568056,NA,13,13,21.82,0.81
"1212",9,1,0.82,0.98,1,1,1.8,1.9,"['f']",5.73352357597469,NA,13,13,21.82,0.81
"1312",10,1,0.48,0.04,1,1,0.52,2.42,"['f']",8.35018025398676,NA,13,13,21.82,0.81
"1412",11,0,0.12,-0.24,1,1,-0.12,2.3,"['f']",2.28370566274316,NA,13,13,21.82,0.81
"1512",12,1,0.22,0.86,1,1,1.08,3.38,"['f']",5.45019729884734,NA,13,13,21.82,0.81
"1612",13,1,0.18,-0.78,1,1,-0.6,3.38,"['j']",11.8335105632286,NA,13,13,21.82,0.81
"1712",14,1,0.02,-0.74,1,1,-0.72,3.38,"['j']",6.50018859313786,NA,13,13,21.82,0.81
"1812",15,1,0.66,0.74,1,1,1.4,4.78,"['f']",1.81681063159704,NA,13,13,21.82,0.81
"1912",16,1,-0.6,-0.86,1,1,-1.46,4.78,"['j']",1.80020197244085,NA,13,13,21.82,0.81
"2012",17,1,-0.46,0.1,1,1,-0.36,4.78,"['j']",6.88353301479583,NA,13,13,21.82,0.81
"2112",18,1,0.12,-0.98,1,1,-0.86,4.78,"['j']",5.41712440365882,NA,13,13,21.82,0.81
"2212",19,1,0.36,0.56,1,1,0.92,5.7,"['f']",5.33363867460503,NA,13,13,21.82,0.81
"2312",20,1,0.1,0.52,1,1,0.62,6.32,"['f']",5.1337240821922,NA,13,13,21.82,0.81
"2412",21,1,0.4,0.12,1,1,0.52,6.84,"['f']",4.28346703468924,NA,13,13,21.82,0.81
"2512",22,1,0.86,0.22,1,1,1.08,7.92,"['f']",3.20033833132766,NA,13,13,21.82,0.81
"2612",23,1,-0.1,0.44,1,1,0.34,8.26,"['f']",2.70045471290359,NA,13,13,21.82,0.81
"2712",24,1,-0.28,-0.9,1,1,-1.18,8.26,"['j']",1.65019839851448,NA,13,13,21.82,0.81
"2812",25,1,0.78,0.72,1,1,1.5,9.76,"['f']",2.50020912028413,NA,13,13,21.82,0.81
"2912",26,1,-0.46,-0.48,1,1,-0.94,9.76,"['j']",4.18352879939994,NA,13,13,21.82,0.81
"3012",27,1,0.74,-0.48,1,1,0.26,10.02,"['f']",4.13358552396676,NA,13,13,21.82,0.81
"3112",28,1,-0.34,-0.1,1,1,-0.44,10.02,"['j']",2.0001979403205,NA,13,13,21.82,0.81
"3212",29,1,0.18,0.06,1,1,0.24,10.26,"['f']",4.98352806628827,NA,13,13,21.82,0.81
"3312",30,1,0.22,0.54,1,1,0.76,11.02,"['f']",1.91686359895539,NA,13,13,21.82,0.81
"3412",31,1,-0.9,0.1,1,1,-0.8,11.02,"['j']",2.26684811196174,NA,13,13,21.82,0.81
"3512",32,0,0.26,-0.5,1,1,-0.24,10.78,"['f']",3.41686854746513,NA,13,13,21.82,0.81
"3612",33,1,-1,0.8,1,1,-0.2,10.78,"['j']",5.98372380727233,NA,13,13,21.82,0.81
"3712",34,1,0.3,0.42,1,1,0.72,11.5,"['f']",2.10020032293687,NA,13,13,21.82,0.81
"3812",35,1,-0.6,-0.88,1,1,-1.48,11.5,"['j']",1.96688348463067,NA,13,13,21.82,0.81
"3912",36,1,-0.1,0.26,1,1,0.16,11.66,"['f']",2.48354401148026,NA,13,13,21.82,0.81
"4012",37,1,0.54,-0.12,1,1,0.42,12.08,"['f']",3.70020618783747,NA,13,13,21.82,0.81
"4116",38,1,0.44,0.96,1,1,1.4,13.48,"['f']",2.68353374790604,NA,13,13,21.82,0.81
"4214",39,0,-0.28,-0.08,1,1,-0.36,13.12,"['f']",5.90019335836769,NA,13,13,21.82,0.81
"4312",40,1,0.44,0.1,1,1,0.54,13.66,"['f']",2.20020197243866,NA,13,13,21.82,0.81
"4412",41,1,0.14,-0.04,1,1,0.1,13.76,"['f']",4.46687193811158,NA,13,13,21.82,0.81
"4512",42,1,-0.32,-0.78,1,1,-1.1,13.76,"['j']",3.90015523652619,NA,13,13,21.82,0.81
"4612",43,1,-0.92,-0.32,1,1,-1.24,13.76,"['j']",1.70021535173873,NA,13,13,21.82,0.81
"4712",44,0,-0.32,0.3,1,1,-0.02,13.74,"['f']",1.78355555799862,NA,13,13,21.82,0.81
"4812",45,1,0.46,0.94,1,1,1.4,15.14,"['f']",1.46685324374994,NA,13,13,21.82,0.81
"4912",46,0,0.66,-0.76,1,1,-0.1,15.04,"['f']",7.55020737913947,NA,13,13,21.82,0.81
"5012",47,1,0.38,0.08,1,1,0.46,15.5,"['f']",5.71686689796479,NA,13,13,21.82,0.81
"5116",48,0,-0.16,-0.12,1,1,-0.28,15.22,"['f']",3.60021590157339,NA,13,13,21.82,0.81
"5214",49,1,-0.98,-0.68,1,1,-1.66,15.22,"['j']",1.55019418312077,NA,13,13,21.82,0.81
"5312",50,1,0.52,0.74,1,1,1.26,16.48,"['f']",1.18353393118741,NA,13,13,21.82,0.81
"5412",51,1,-0.4,-0.38,1,1,-0.78,16.48,"['j']",2.08352971579006,NA,13,13,21.82,0.81
"5512",52,1,0.22,-0.82,1,1,-0.6,16.48,"['j']",3.90020032293251,NA,13,13,21.82,0.81
"5612",53,1,-0.62,0.2,1,1,-0.42,16.48,"['j']",2.3670773928352,NA,13,13,21.82,0.81
"5712",54,1,-0.84,-1,1,1,-1.84,16.48,"['j']",1.28353631380014,NA,13,13,21.82,0.81
"5812",55,1,0.12,-0.46,1,1,-0.34,16.48,"['j']",3.86686424043364,NA,13,13,21.82,0.81
"5912",56,1,-0.96,-0.9,1,1,-1.86,16.48,"['j']",1.50020838717319,NA,13,13,21.82,0.81
"6012",57,0,0.42,-0.26,1,1,0.16,16.32,"['j']",5.91670304736544,NA,13,13,21.82,0.81
"6116",58,0,-0.32,0.14,1,1,-0.18,16.14,"['f']",3.51685810061826,NA,13,13,21.82,0.81
"6214",59,1,0.68,-0.28,1,1,0.4,16.54,"['f']",7.26686204109501,NA,13,13,21.82,0.81
"6312",60,1,-0.56,0.78,1,1,0.22,16.76,"['f']",7.16685782569766,NA,13,13,21.82,0.81
"6412",61,1,-0.64,-0.4,1,1,-1.04,16.76,"['j']",3.98351780271332,NA,13,13,21.82,0.81
"6512",62,1,-0.06,-0.3,1,1,-0.36,16.76,"['j']",5.55018391954945,NA,13,13,21.82,0.81
"6612",63,1,0.18,0.18,1,1,0.36,17.12,"['f']",2.25020572963695,NA,13,13,21.82,0.81
"6712",64,1,-0.92,0.26,1,1,-0.66,17.12,"['j']",1.41686524846227,NA,13,13,21.82,0.81
"6812",65,1,0.28,-0.62,1,1,-0.34,17.12,"['j']",2.36686845582517,NA,13,13,21.82,0.81
"6912",66,1,-0.38,-0.64,1,1,-1.02,17.12,"['j']",1.30021351895994,NA,13,13,21.82,0.81
"7012",67,1,-0.9,0.28,1,1,-0.62,17.12,"['j']",2.10021241928916,NA,13,13,21.82,0.81
"7116",68,1,-0.18,0.84,1,1,0.66,17.78,"['f']",1.25020279718956,NA,13,13,21.82,0.81
"7214",69,1,0.26,-0.06,1,1,0.2,17.98,"['f']",1.75021141126126,NA,13,13,21.82,0.81
"7312",70,1,-0.94,0.1,1,1,-0.84,17.98,"['j']",3.0335329231566,NA,13,13,21.82,0.81
"7412",71,1,-0.54,-0.78,1,1,-1.32,17.98,"['j']",2.70020288883097,NA,13,13,21.82,0.81
"7512",72,1,0.74,0.4,1,1,1.14,19.12,"['f']",1.23355711586191,NA,13,13,21.82,0.81
"7612",73,1,-0.9,0.14,1,1,-0.76,19.12,"['j']",1.68353228168053,NA,13,13,21.82,0.81
"7712",74,0,0.26,-0.3,1,1,-0.04,19.08,"['f']",3.75041375025103,NA,13,13,21.82,0.81
"7812",75,1,-0.6,-1,1,1,-1.6,19.08,"['j']",2.55020334702567,NA,13,13,21.82,0.81
"7912",76,0,-0.06,0.02,1,1,-0.04,19.04,"['f']",4.78352366761101,NA,13,13,21.82,0.81
"8012",77,1,-0.66,-0.94,1,1,-1.6,19.04,"['j']",1.53354190378377,NA,13,13,21.82,0.81
"8116",78,1,0.34,0.02,1,1,0.36,19.4,"['f']",2.80022286613894,NA,13,13,21.82,0.81
"8214",79,1,-0.48,-1,1,1,-1.48,19.4,"['j']",0.966870655163802,NA,13,13,21.82,0.81
"8312",80,1,0.32,-0.44,1,1,-0.12,19.4,"['j']",7.20019977310221,NA,13,13,21.82,0.81
"8412",81,1,-0.02,0.18,1,1,0.16,19.56,"['f']",2.08376834384762,NA,13,13,21.82,0.81
"8512",82,1,0.72,0.38,1,1,1.1,20.66,"['f']",1.48354511115031,NA,13,13,21.82,0.81
"8612",83,1,-0.98,0.86,1,1,-0.12,20.66,"['j']",9.28371336042255,NA,13,13,21.82,0.81
"8712",84,1,0.44,0.24,1,1,0.68,21.34,"['f']",1.16688128529131,NA,13,13,21.82,0.81
