"parcode","trial","rt","choice","face_val_tot","house_val_tot","face_mult","house_mult","face_bin","house_bin","face_bin_val","house_bin_val"
128,31,7116.90428669,1,2.82,-2.28,3,3,99,1,99,-1.42
128,32,4333.57489384,1,-0.28,0.2,2,1,3,6,-0.375,0.12
128,33,6300.06946239,1,0.46,-0.48,1,1,7,3,0.39,-0.375
128,34,10133.4154419,-1,0.2,-1,1,1,6,1,0.12,-1.42
128,35,3917.21585942,-1,0.76,0.29,2,0.5,8,7,0.72,0.39
128,36,2016.89127395,-1,0.04,0.1,1,1,5,6,0,0.12
128,37,4800.25585619,1,2.82,0.01,3,0.1,99,5,99,0
128,38,10400.2422936,1,0.08,4.6,0.1,10,6,99,0.12,99
128,41,9916.89438967,-1,-3,0.32,3,1,0,7,0,0.39
128,44,6783.41553355,-1,-0.44,-0.5,1,1,3,2,-0.375,-0.72
128,45,7533.56902894,1,1.96,-0.12,2,0.5,9,4,1.52,-0.1
128,47,9666.91225929,1,9.8,10,10,10,99,99,99,99
128,48,11283.5792009,-1,0.4,-0.32,0.5,2,7,3,0.39,-0.375
128,49,11283.5608731,-1,-0.048,-0.62,0.1,1,5,2,0,-0.72
128,50,9850.22808956,-1,-1.16,-0.72,2,1,1,2,-1.42,-0.72
128,54,9483.4083857,1,-0.022,0.21,0.1,0.5,5,6,0,0.12
128,58,5133.60018621,-1,-6.8,-0.064,10,0.1,0,4,0,-0.1
128,59,11333.5364054,-1,0.018,-0.056,0.1,0.1,5,4,0,-0.1
128,61,8150.21031159,-1,3,-9,10,10,99,0,99,0
128,62,5316.9075857,-1,-9.6,-0.3,10,3,0,3,0,-0.375
128,63,5166.905478,-1,-0.29,-0.54,0.5,1,3,2,-0.375,-0.72
128,64,9183.87189596,1,0.96,-0.3,1,1,9,3,1.52,-0.375
128,67,3750.1007113,-1,-0.72,-0.66,1,1,2,2,-0.72,-0.72
128,68,4183.53209841,-1,-2.16,-0.5,3,1,1,2,-1.42,-0.72
128,69,3800.2474254,1,0.74,0.2,1,1,8,6,0.72,0.12
128,70,10150.2367036,1,-0.06,0.06,1,1,4,5,-0.1,0
128,71,4283.57370253,1,2.16,0.45,3,0.5,9,7,1.52,0.39
128,72,8533.5726945,1,0.92,-0.28,1,1,8,3,0.72,-0.375
128,73,2583.43606069,-1,-0.44,-0.78,1,1,3,2,-0.375,-0.72
128,74,5633.56554665,-1,-0.56,0.22,1,1,2,6,-0.72,0.12
128,75,4616.88357627,-1,-0.42,-1.74,0.5,3,3,1,-0.375,-1.42
128,76,8183.57168647,-1,0.21,-0.094,0.5,0.1,6,4,0.12,-0.1
128,77,5616.89823851,-1,-0.2,-0.9,0.5,3,4,1,-0.1,-1.42
128,79,4100.24357656,-1,-0.96,-0.64,1,1,1,2,-1.42,-0.72
128,80,7416.85791734,-1,-1,0.014,10,0.1,1,5,-1.42,0
128,81,9266.91445862,-1,-0.058,-0.06,0.1,3,4,4,-0.1,-0.1
128,82,5633.59120558,1,-0.016,9.4,0.1,10,5,99,0,99
128,84,5866.90859373,1,-1.2,-0.4,3,10,1,3,-1.42,-0.375
128,85,5350.24623409,-1,-0.68,-0.02,1,1,2,5,-0.72,0
128,86,9750.2378033,-1,-0.26,-3.2,1,10,3,0,-0.375,0
128,87,10433.424056,-1,0.62,-0.1,1,1,8,4,0.72,-0.1
128,88,3116.99922473,-1,0.41,-1.52,0.5,2,7,1,0.39,-1.42
128,89,8566.92307269,1,1.72,-1,2,2,9,1,1.52,-1.42
128,91,5233.42002386,1,1.38,0.086,3,0.1,9,6,1.52,0.12
128,93,4400.26538665,-1,0.96,-1,1,10,9,1,1.52,-1.42
128,95,3916.90318702,-1,0.8,-2.76,1,3,8,0,0.72,0
128,96,4750.09887852,-1,-0.27,-8,0.5,10,3,0,-0.375,0
128,97,5716.77489237,1,-0.24,0.62,1,1,3,8,-0.375,0.72
128,98,11183.4199322,1,0.72,-0.08,1,1,8,4,0.72,-0.1
128,99,10650.2181925,1,-0.04,0.8,1,1,5,8,0,0.72
128,100,2850.24018592,1,0.01,0.58,0.1,1,5,8,0,0.72
128,2,2467.07757611,-1,-0.24,-0.76,1,1,3,2,-0.375,-0.72
128,3,3316.91858238,-1,-0.78,0.14,1,1,2,6,-0.72,0.12
128,4,8416.88174349,-1,-0.54,-0.02,1,1,2,5,-0.72,0
128,5,5850.23432102,1,0.12,-1.2,0.5,3,6,1,0.12,-1.42
128,6,4566.88568397,-1,-0.038,-10,0.1,10,5,0,0,0
128,7,8800.27968234,-1,-0.16,-0.36,1,1,4,3,-0.1,-0.375
128,8,5683.55537472,1,6.2,0.04,10,0.5,99,5,99,0
128,9,10866.8880666,1,0.026,1.72,0.1,2,5,9,0,1.52
128,10,10200.2250655,1,-0.01,2.6,0.1,10,5,9,0,1.52
128,11,2700.30515799,1,0.35,0.058,0.5,0.1,7,5,0.39,0
128,13,3633.55528308,-1,0.12,-7.6,2,10,6,0,0.12,0
128,14,3033.42698843,-1,-0.31,-0.68,0.5,2,3,2,-0.375,-0.72
128,15,6033.42258976,1,0.16,0.16,1,1,6,6,0.12,0.12
128,16,5050.25668094,-1,0.046,-0.092,0.1,0.1,5,4,0,-0.1
128,17,6900.08962298,-1,-0.09,-0.28,0.5,2,4,3,-0.1,-0.375
128,18,1900.22085008,-1,-0.7,-0.78,1,1,2,2,-0.72,-0.72
128,19,5766.92490548,1,0.62,-0.066,1,0.1,8,4,0.72,-0.1
128,20,4350.22350761,-1,-0.37,-1.96,0.5,2,3,1,-0.375,-1.42
128,22,4983.42653023,-1,0.43,-6.6,0.5,10,7,0,0.39,0
128,23,8400.24082739,-1,1.44,-3.4,2,10,9,0,1.52,0
128,24,5366.91537501,-1,-9.2,-0.9,10,3,0,1,0,-1.42
128,26,5666.89099903,-1,-1.62,-5,3,10,1,0,-1.42,0
128,27,7816.87807793,-1,-0.14,0.04,1,1,4,5,-0.1,0
128,28,4533.56133126,-1,-0.92,-1,1,1,1,1,-1.42,-1.42
128,29,5016.91143454,-1,-0.28,-9.6,0.5,10,3,0,-0.375,0
128,30,4666.75720604,1,0.46,0.98,1,1,7,9,0.39,1.52
128,31,4116.89768868,1,0.56,0.56,1,1,8,8,0.72,0.72
128,32,7833.41342585,-1,-0.43,-0.94,0.5,1,3,1,-0.375,-1.42
128,34,5033.42955432,-1,-1.02,-8.6,3,10,1,0,-1.42,0
128,35,4333.56756271,-1,0.36,-0.08,1,1,7,4,0.39,-0.1
128,36,10383.3774117,-1,-0.04,-0.42,1,1,5,3,0,-0.375
128,39,4683.56857074,1,4.4,0.28,10,0.5,99,7,99,0.39
128,42,10650.2489833,1,-0.052,-0.12,0.1,3,4,4,-0.1,-0.1
128,45,4733.57232794,1,0.36,1.44,1,3,7,9,0.39,1.52
128,46,5233.56371387,-1,-0.14,-0.76,1,1,4,2,-0.1,-0.72
128,49,4750.25686422,-1,0.098,-0.54,0.1,3,6,2,0.12,-0.72
128,51,7683.54144559,1,1,-0.5,1,1,9,2,1.52,-0.72
128,52,3600.23936117,1,-0.4,1,0.5,1,3,9,-0.375,1.52
128,53,2933.57342761,1,-0.92,1.2,1,3,1,9,-1.42,1.52
128,54,3850.23175513,-1,-0.2,0.27,2,0.5,4,7,-0.1,0.39
128,55,7216.90813553,1,-0.4,2.4,2,10,3,9,-0.375,1.52
128,56,8350.23597052,-1,-1.4,0.84,10,1,1,8,-1.42,0.72
128,57,2233.4313871,-1,-6.8,-0.38,10,0.5,0,3,0,-0.375
128,58,3633.57544367,1,0.44,-0.4,1,1,7,3,0.39,-0.375
128,59,5566.75775587,-1,0.16,-1.2,0.5,10,6,1,0.12,-1.42
128,60,3783.57755137,1,1.2,1.8,2,3,9,9,1.52,1.52
128,62,10700.0804591,1,1.98,-1.2,3,10,9,1,1.52,-1.42
128,63,7416.91656632,1,3.4,0,10,0.5,99,5,99,0
128,64,3766.94030083,-1,-2.04,-0.15,3,0.5,1,4,-1.42,-0.1
128,65,4400.24705885,1,2.64,0.72,3,1,9,8,1.52,0.72
128,66,4566.89191542,1,2.76,-0.22,3,0.5,9,3,1.52,-0.375
128,67,6266.89099903,1,0.018,0.038,0.1,0.1,5,5,0,0
128,68,3450.07413598,1,7.4,-0.29,10,0.5,99,3,99,-0.375
128,69,6550.07211992,1,-0.34,0.96,1,1,3,9,-0.375,1.52
128,71,8883.56343896,1,0.16,0.8,1,1,6,8,0.12,0.72
128,72,9716.74483477,1,-0.54,0.86,3,1,2,8,-0.72,0.72
128,74,9016.74941672,-1,-1,-0.2,2,1,1,4,-1.42,-0.1
128,77,4616.90410341,1,0.78,0.24,1,1,8,6,0.72,0.12
128,78,9566.80540817,1,0.49,0.17,0.5,0.5,7,6,0.39,0.12
128,79,8616.94735704,-1,-0.78,0.44,1,1,2,7,-0.72,0.39
128,80,2150.24770032,-1,-4.4,0.5,10,1,0,7,0,0.39
128,81,4350.24476787,-1,0.1,-0.004,1,0.1,6,5,0.12,0
128,82,2366.90401177,-1,-3.4,3,10,3,0,99,0,99
128,83,4233.5684791,1,-0.034,0.4,0.1,0.5,5,7,0,0.39
128,84,3466.88110201,1,0.68,2.94,2,3,8,99,0.72,99
128,85,6383.57241958,-1,0.084,-0.26,0.1,1,6,3,0.12,-0.375
128,87,5083.42341451,1,0.01,-0.24,0.5,2,5,3,0,-0.375
128,88,2966.76362077,1,6.2,-0.56,10,2,99,2,99,-0.72
128,89,9300.2457759,-1,0.84,-1.02,2,3,8,1,0.72,-1.42
128,90,9800.08247513,-1,-0.4,-0.13,0.5,0.5,3,4,-0.375,-0.1
128,91,7450.23175513,-1,-0.48,0.14,1,1,3,6,-0.375,0.12
128,92,10400.2104032,-1,0.056,-0.44,0.1,1,5,3,0,-0.375
128,93,2550.25979667,-1,-0.66,-1,1,1,2,1,-0.72,-1.42
128,94,4517.16894023,-1,-2.4,0.04,10,1,1,5,-1.42,0
128,95,3983.4452246,-1,0.22,-4.2,0.5,10,6,0,0.12,0
128,96,3133.56829583,1,1.76,-0.094,2,0.1,9,4,1.52,-0.1
128,97,3017.02286761,1,0.56,0.76,1,1,8,8,0.72,0.72
128,98,3233.57617678,1,-0.4,1.6,1,2,3,9,-0.375,1.52
128,99,2566.91097634,1,0.01,9.6,0.5,10,5,99,0,99
128,100,5100.23001398,-1,-0.16,0.12,1,1,4,6,-0.1,0.12
128,2,3733.38538431,-1,0,-0.38,3,1,5,3,0,-0.375
128,4,1900.23331299,-1,0.02,-2.4,0.5,3,5,1,0,-1.42
128,5,4816.90813553,1,0.72,-0.52,1,1,8,2,0.72,-0.72
128,6,7400.24192706,1,-0.4,-0.2,1,2,3,4,-0.375,-0.1
128,7,4816.90850209,-1,-1.02,0.72,3,2,1,8,-1.42,0.72
128,8,3150.23707019,1,-0.26,0.9,1,1,3,8,-0.375,0.72
128,9,4116.91418371,1,0.5,0.09,0.5,0.1,7,6,0.39,0.12
128,11,2483.58799822,-1,1.24,0,2,10,9,5,1.52,0
128,12,3383.56692124,1,0.014,1.2,0.1,2,5,9,0,1.52
128,14,6866.90199571,-1,-1.84,0.72,2,2,1,8,-1.42,0.72
128,15,3100.24064411,-1,-1.86,-1.44,3,3,1,1,-1.42,-1.42
128,16,2633.56334732,1,1.14,2.46,3,3,9,9,1.52,1.52
128,17,4000.23312971,-1,-0.66,-0.24,1,1,2,3,-0.72,-0.375
128,18,2566.74052773,1,1.08,4.2,2,10,9,99,1.52,99
128,19,4650.24018592,1,5.2,-1.08,10,3,99,1,99,-1.42
128,21,6116.76829436,-1,-2.58,0.17,3,0.5,1,6,-1.42,0.12
128,22,4000.23862805,1,1,-0.2,1,1,9,4,1.52,-0.1
128,23,3816.94405803,1,-0.24,0.2,1,1,3,6,-0.375,0.12
128,24,3150.23853641,-1,-0.88,-0.074,2,0.1,2,4,-0.72,-0.1
128,26,2666.76050504,1,0.06,0.88,0.5,1,6,8,0.12,0.72
128,28,4450.22515712,-1,-0.064,-0.48,0.1,0.5,4,3,-0.1,-0.375
128,29,5050.21782599,1,-0.24,0.64,1,1,3,8,-0.375,0.72
128,30,2033.57984235,1,-0.5,0.58,1,1,3,8,-0.375,0.72
128,31,2183.58854805,1,-0.058,2.7,0.1,3,4,9,-0.1,1.52
128,32,4433.55088441,1,0.84,-1.32,3,2,8,1,0.72,-1.42
128,33,8616.90446997,1,0.2,0.28,10,2,6,7,0.12,0.39
128,34,3383.55739078,-1,-0.62,-0.6,1,1,2,2,-0.72,-0.72
128,35,4633.53512249,-1,-4.6,0.052,10,0.1,0,5,0,0
128,36,4233.58240824,-1,-0.68,-0.16,1,1,2,4,-0.72,-0.1
128,38,5766.75518998,1,1.6,-0.018,10,0.1,9,5,1.52,0
128,39,2216.77727499,1,0.64,0.052,2,0.1,8,5,0.72,0
128,40,2900.11344913,1,1.4,-0.98,2,1,9,1,1.52,-1.42
128,41,9866.88403446,-1,-0.66,-0.06,3,0.1,2,4,-0.72,-0.1
128,42,5583.42359779,-1,-0.14,0.046,1,0.1,4,5,-0.1,0
128,44,3466.92655498,-1,-0.02,-0.92,1,1,5,1,0,-1.42
128,46,3933.58552396,-1,-1.44,-1.62,2,3,1,1,-1.42,-1.42
128,47,3800.11913075,-1,-0.54,-1.08,3,2,2,1,-0.72,-1.42
128,49,2333.56792927,1,0.45,1.48,0.5,2,7,9,0.39,1.52
128,50,2783.53832986,1,-0.98,6.6,1,10,1,99,-1.42,99
128,51,2800.09713738,1,1.28,-0.032,2,0.1,9,5,1.52,0
128,52,2733.55400014,-1,0.014,-0.38,0.1,0.5,5,3,0,-0.375
128,53,1733.57636006,-1,0.02,-0.078,0.5,0.1,5,4,0,-0.1
128,54,5033.55638275,-1,-0.56,0.18,1,1,2,6,-0.72,0.12
128,55,5950.24146886,1,-0.06,-0.022,1,0.1,4,5,-0.1,0
128,56,7133.58039218,1,-2.1,2.16,3,3,1,9,-1.42,1.52
128,57,2583.45182261,1,0.48,0.46,2,1,7,7,0.39,0.39
128,58,2716.75546489,1,3.4,0.46,10,1,99,7,99,0.39
128,59,5066.91005995,-1,-0.11,-1.98,0.5,3,4,1,-0.1,-1.42
128,60,5900.21755107,1,1.2,-0.34,10,0.5,9,3,1.52,-0.375
128,61,2633.56921222,-1,-1.92,-0.96,2,2,1,1,-1.42,-1.42
128,62,3050.23908625,-1,-0.064,-1.08,0.1,2,4,1,-0.1,-1.42
128,63,2850.24458459,1,-0.052,0.44,0.1,2,4,7,-0.1,0.39
128,64,6933.56499682,1,0.08,0.68,1,1,6,8,0.12,0.72
128,65,6116.75839734,1,-2.22,2.4,3,3,1,9,-1.42,1.52
128,67,4683.4226814,-1,-1.8,-0.6,10,3,1,2,-1.42,-0.72
128,68,2883.56563829,1,0.74,0.09,1,0.5,8,6,0.72,0.12
128,69,5150.22607351,-1,-0.96,-0.14,1,1,1,4,-1.42,-0.1
128,71,3533.57745973,1,0.7,-0.84,1,1,8,2,0.72,-0.72
128,72,4950.2227745,-1,0.062,-0.096,0.1,0.1,6,4,0.12,-0.1
128,73,1616.89897163,-1,-0.1,-0.94,1,1,4,1,-0.1,-1.42
128,74,3416.91290076,1,0.86,0,1,3,8,5,0.72,0
128,76,3400.24009428,-1,0.56,-7.4,1,10,8,0,0.72,0
128,77,8700.05223425,1,0.42,1,1,1,7,9,0.39,1.52
128,78,2066.76453716,-1,-0.18,-0.96,3,3,4,1,-0.1,-1.42
128,80,3000.23093037,-1,0.24,-0.02,3,1,6,5,0.12,0
128,81,5466.9280212,-1,-0.072,-2.7,0.1,3,4,1,-0.1,-1.42
128,82,1716.90355358,-1,-2.28,-0.28,3,1,1,3,-1.42,-0.375
128,83,3116.93471085,1,-0.5,0.94,1,1,3,9,-0.375,1.52
128,84,4133.41617502,-1,-0.06,-0.86,1,1,4,2,-0.1,-0.72
128,85,4033.98745278,1,-0.54,0.88,1,1,2,8,-0.72,0.72
128,86,3716.9226145,-1,-0.56,-2.16,1,3,2,1,-0.72,-1.42
128,87,3683.44394165,1,0,0.56,2,1,5,8,0,0.72
128,88,2566.8043085,-1,-2.58,-1.64,3,2,1,1,-1.42,-1.42
128,89,6166.91390879,1,0.1,-0.05,0.1,0.1,6,4,0.12,-0.1
128,90,4750.24586754,1,9,0.12,10,1,99,6,99,0.12
128,91,3233.53328971,-1,-2.2,0.78,10,3,1,8,-1.42,0.72
128,92,3483.58359955,-1,-3.4,-0.4,10,2,0,3,0,-0.375
128,93,3150.24660065,1,2.82,-0.1,3,0.1,99,4,99,-0.1
128,94,4533.57342761,1,2,0.4,2,0.5,9,7,1.52,0.39
128,96,5700.23624544,1,0.58,0.14,1,1,8,6,0.72,0.12
128,97,6800.20527144,1,-0.046,0.16,0.1,1,5,6,0,0.12
128,98,4966.90401177,1,-0.014,0.14,0.1,0.5,5,6,0,0.12
128,99,1716.76609502,-1,-4.4,0.06,10,0.1,0,5,0,0
128,100,3766.77901613,-1,-0.66,0.11,3,0.5,2,6,-0.72,0.12
128,1,7000.22030025,-1,-0.8,0.72,2,2,2,8,-0.72,0.72
128,2,2166.76911911,1,-2.88,5.8,3,10,0,99,0,99
128,3,2466.91959041,-1,0.24,-0.7,1,1,6,2,0.12,-0.72
128,4,4266.91482518,-1,-0.25,0.068,0.5,0.1,3,6,-0.375,0.12
128,5,4900.0936551,1,0.4,-0.31,2,0.5,7,3,0.39,-0.375
128,6,7866.89246526,1,3.6,-6.6,10,10,99,0,99,0
128,7,10150.0765186,1,0.8,0.042,2,0.1,8,5,0.72,0
128,8,1866.89686393,1,0.52,0.62,1,1,7,8,0.39,0.72
128,9,4900.23881133,1,-1,0.68,1,1,1,8,-1.42,0.72
128,10,2316.91528338,-1,-0.66,-0.14,1,1,2,4,-0.72,-0.1
128,11,6083.56783763,1,0.28,3.2,1,10,7,99,0.39,99
128,12,4100.21938386,1,-0.12,0.5,1,1,4,7,-0.1,0.39
128,13,3083.58579888,1,2.8,2.88,10,3,99,99,99,99
128,14,2716.93654363,1,0.96,-0.02,1,1,9,5,1.52,0
128,15,3166.9113429,-1,-0.96,-0.74,3,1,1,2,-1.42,-0.72
128,16,4366.92233958,1,0.52,-0.36,1,2,7,3,0.39,-0.375
128,17,3883.57590187,-1,-2,-0.2,10,1,1,4,-1.42,-0.1
128,18,3716.89145722,-1,-3.4,-1,10,2,0,1,0,-1.42
128,19,3800.09163904,1,0.06,-0.052,0.1,0.1,6,4,0.12,-0.1
128,20,2950.25209899,1,0.05,-0.08,0.1,0.5,5,4,0,-0.1
128,21,4866.90896028,-1,0.48,-1.48,1,2,7,1,0.39,-1.42
128,22,5066.90456161,-1,-2.6,1.26,10,3,1,9,-1.42,1.52
128,23,5366.73869495,1,-0.96,2,1,10,1,9,-1.42,1.52
128,24,3416.9627524,-1,-0.04,-0.92,1,1,5,1,0,-1.42
128,25,2766.76655322,1,0.48,0.52,0.5,1,7,7,0.39,0.39
128,26,3883.59826179,1,4,0.032,10,0.1,99,5,99,0
128,27,6083.67010679,1,0.7,-0.19,1,0.5,8,4,0.72,-0.1
128,28,3383.45365539,1,1.8,-0.09,2,0.1,9,4,1.52,-0.1
128,29,4183.6625924,1,0.34,-0.2,1,1,7,4,0.39,-0.1
128,30,4316.9376433,-1,0.062,-1.6,0.1,10,6,1,0.12,-1.42
128,31,2466.9723745,-1,0.88,-0.94,1,1,8,1,0.72,-1.42
128,32,2950.21874238,-1,0.36,-0.86,1,1,7,2,0.39,-0.72
128,33,4383.58011726,-1,-0.16,-0.05,1,0.5,4,4,-0.1,-0.1
128,34,7533.57489384,-1,-0.44,0.2,2,10,3,6,-0.375,0.12
128,35,4883.42744662,-1,-0.34,-0.18,0.5,0.5,3,4,-0.375,-0.1
128,36,3950.2645619,1,0.41,-0.004,0.5,0.1,7,5,0.39,0
128,37,3866.91555829,-1,-0.27,-0.84,0.5,1,3,2,-0.375,-0.72
128,38,4550.22460728,-1,0.066,-0.86,0.1,1,6,2,0.12,-0.72
128,39,7416.88174349,-1,-0.36,-0.2,1,1,3,4,-0.375,-0.1
128,40,7566.90401177,1,0.06,0.82,0.5,1,6,8,0.12,0.72
128,41,2616.90740242,1,0.094,1.2,0.1,3,6,9,0.12,1.52
128,42,1850.25264883,-1,-0.22,-0.02,1,1,4,5,-0.1,0
128,43,8116.91235093,1,0.28,-0.1,1,1,7,4,0.39,-0.1
128,44,2150.29498606,-1,-7.8,-1.36,10,2,0,1,0,-1.42
128,45,4950.08091727,1,0.6,-0.38,1,1,8,3,0.72,-0.375
128,47,2883.56380551,1,1.14,0.1,3,0.5,9,6,1.52,0.12
128,48,3000.25768897,-1,-0.18,-0.03,1,0.5,4,5,-0.1,0
128,49,2650.10529325,1,-0.38,0.54,1,3,3,8,-0.375,0.72
128,50,1883.80573257,-1,-0.72,-2.22,2,3,2,1,-0.72,-1.42
128,51,10166.8669896,-1,0.52,-0.76,1,1,7,2,0.39,-0.72
128,52,3150.09594607,-1,-0.25,-0.2,0.5,0.5,3,4,-0.375,-0.1
128,53,3900.25787225,1,1.08,2.28,2,3,9,9,1.52,1.52
128,55,3950.11500699,-1,0.32,-0.98,1,1,7,1,0.39,-1.42
128,56,7000.23862805,1,-1.56,6.2,3,10,1,99,-1.42,99
128,57,6050.24055247,1,0.44,-0.52,2,1,7,2,0.39,-0.72
128,58,2683.43111219,1,0.14,0.74,1,1,6,8,0.12,0.72
128,59,3733.5635306,1,0.04,1.6,2,2,5,9,0,1.52
128,60,2416.91436699,1,0.88,0.18,1,1,8,6,0.72,0.12
128,61,3616.89237361,1,8.2,4.6,10,10,99,99,99,99
128,62,9483.39482313,1,0.6,0.62,2,1,8,8,0.72,0.72
128,63,2566.91207601,-1,-1.14,-5.8,3,10,1,0,-1.42,0
128,64,2016.75601473,-1,-0.1,-0.032,0.1,0.1,4,5,-0.1,0
128,65,2466.90272883,1,0.3,0.34,0.5,0.5,7,7,0.39,0.39
128,66,3483.43037907,-1,-0.08,-0.12,1,1,4,4,-0.1,-0.1
128,67,6183.57205303,1,0,1.32,10,2,5,9,0,1.52
128,68,7533.5668296,-1,-0.22,-0.28,1,1,4,3,-0.1,-0.375
128,69,4016.89127395,1,0.78,0.5,1,1,8,7,0.72,0.39
128,70,9333.41104324,-1,-0.26,0.04,1,1,3,5,-0.375,0
128,71,2300.21828419,1,0.74,9.2,1,10,8,99,0.72,99
128,72,4200.09163904,1,1.6,0.03,10,0.5,9,5,1.52,0
128,73,2083.57700153,1,0.044,1.74,0.1,3,5,9,0,1.52
128,74,3450.09539624,-1,0.05,-0.088,0.1,0.1,5,4,0,-0.1
128,75,3316.74263543,1,-0.8,0.36,1,1,2,7,-0.72,0.39
128,76,2950.09521296,1,2.7,0.68,3,2,9,8,1.52,0.72
128,78,4883.56527174,-1,-0.94,-0.074,1,0.1,1,4,-1.42,-0.1
128,79,2783.56068979,1,0.14,0.22,1,1,6,6,0.12,0.12
128,80,1916.82071189,-1,-0.54,-0.9,1,1,2,1,-0.72,-1.42
128,81,5566.905478,1,0.098,-0.12,0.1,2,6,4,0.12,-0.1
128,82,3433.61209928,-1,-2.2,0.48,10,2,1,7,-1.42,0.39
128,83,5716.92994562,-1,-0.35,-0.31,0.5,0.5,3,3,-0.375,-0.375
128,84,2583.62483711,1,0.84,-0.37,3,0.5,8,3,0.72,-0.375
128,85,5550.33750657,-1,-0.68,0.82,1,1,2,8,-0.72,0.72
128,86,4500.09585443,1,0.26,-0.36,1,1,6,3,0.12,-0.375
128,87,3766.99528426,-1,-0.6,-1.2,3,3,2,1,-0.72,-1.42
128,88,5766.92417236,-1,-0.064,1.4,0.1,10,4,9,-0.1,1.52
128,89,3283.60962503,1,0.8,0.44,1,2,8,7,0.72,0.39
128,90,8916.92994562,1,0.046,1.6,0.1,2,5,9,0,1.52
128,91,4566.80577472,1,0.56,-0.032,2,0.1,8,5,0.72,0
128,92,6350.08678217,-1,0.54,-0.72,1,1,7,2,0.39,-0.72
128,93,2900.24137723,1,8,0.11,10,0.5,99,6,99,0.12
128,94,3716.75546489,1,0,0.25,1,0.5,5,6,0,0.12
128,95,3033.60843373,-1,-0.036,-1,0.1,2,5,1,0,-1.42
128,96,2333.67239777,-1,0.06,-1.08,3,3,6,1,0.12,-1.42
128,97,2433.44201723,-1,0.086,-0.42,0.1,1,6,3,0.12,-0.375
128,98,3816.91400043,-1,-0.84,-0.2,1,1,2,4,-0.72,-0.1
128,99,2267.02515858,-1,0.45,-1.28,0.5,2,7,1,0.39,-1.42
128,100,4466.81878747,-1,-0.42,-0.1,1,1,3,4,-0.375,-0.1
131,1,7941.43420046,-1,-0.39,-0.074,0.5,0.1,3,4,-0.375,-0.1
131,2,5390.10304211,-1,-0.58,-0.8,1,1,2,2,-0.72,-0.72
131,3,8942.5573456,-1,0.04,-0.66,1,1,5,2,0,-0.72
131,4,2820.901016,-1,-0.36,-0.42,1,0.5,3,3,-0.375,-0.375
131,6,5872.85504216,-1,0.58,-1.76,1,2,8,1,0.72,-1.42
131,7,6740.37589607,-1,-3.4,0.084,10,0.1,0,6,0,0.12
131,8,6873.51276413,1,-0.18,0.74,1,1,4,8,-0.1,0.72
131,9,6990.27659177,1,9.8,0.036,10,0.1,99,5,99,0
131,10,7941.53696013,1,2.1,0.04,3,0.5,9,5,1.52,0
131,12,6373.16452304,-1,0.3,-0.8,1,1,7,2,0.39,-0.72
131,13,6841.45805753,-1,-0.008,-0.66,0.1,1,5,2,0,-0.72
131,14,7758.20049192,-1,-0.32,-0.02,1,1,3,5,-0.375,0
131,15,4271.6659145,-1,-1.4,-0.05,2,0.1,1,4,-1.42,-0.1
131,16,7424.11258614,1,0.58,-0.32,1,1,8,3,0.72,-0.375
131,17,8024.77589679,-1,-9.8,1.16,10,2,0,9,0,1.52
131,19,4404.61679357,-1,-0.02,-0.82,1,1,5,2,0,-0.72
131,20,3404.63121598,-1,-0.88,-0.56,1,1,2,2,-0.72,-0.72
131,22,2419.22368977,-1,-0.96,-0.56,1,1,1,2,-1.42,-0.72
131,23,9343.92128489,1,0.6,0.98,10,1,8,9,0.72,1.52
131,24,4738.27112568,1,-1.44,-0.4,2,10,1,3,-1.42,-0.375
131,25,5839.21897845,1,7.8,-0.11,10,0.5,99,4,99,-0.1
131,26,10460.7118541,1,-0.8,0.82,1,1,2,8,-0.72,0.72
131,27,3336.74192961,-1,0.068,-7.6,0.1,10,6,0,0.12,0
131,28,5939.31140206,1,0.08,1.26,0.5,3,6,9,0.12,1.52
131,29,3286.72621519,-1,-0.78,-0.32,1,1,2,3,-0.72,-0.375
131,30,9025.89273213,-1,0.084,1,0.1,10,6,9,0.12,1.52
131,31,5488.91667874,1,0.49,0.4,0.5,10,7,7,0.39,0.39
131,32,3671.12759806,-1,-0.18,-0.6,1,1,4,2,-0.1,-0.72
131,33,9560.95901812,1,2.34,5.4,3,10,9,99,1.52,99
131,34,4988.36862717,-1,-7.2,-1,10,1,0,1,0,-1.42
131,35,3687.46127733,-1,-2,1.08,2,2,1,9,-1.42,1.52
131,36,3022.03473758,1,-0.082,1.52,0.1,2,4,9,-0.1,1.52
131,37,2886.52868828,-1,-0.08,-8.4,2,10,4,0,-0.1,0
131,38,3720.6697767,1,-0.042,5.8,0.1,10,5,99,0,99
131,39,4755.05520478,1,0.34,0.42,0.5,0.5,7,7,0.39,0.39
131,40,7374.10858993,-1,-0.056,-1.98,0.1,3,4,1,-0.1,-1.42
131,42,10945.4259028,-1,-0.4,-1.24,1,2,3,1,-0.375,-1.42
131,43,3487.97651791,1,0.76,-0.43,1,0.5,8,3,0.72,-0.375
131,45,5439.8876975,-1,0.72,0.39,3,0.5,8,7,0.72,0.39
131,46,1817.62352343,-1,0.042,-1.56,0.1,3,5,1,0,-1.42
131,47,2619.56387835,-1,-9,0.54,10,3,0,8,0,0.72
