"parcode","trial","rt","choice","face_val_tot","house_val_tot","face_mult","house_mult","face_bin","house_bin","face_bin_val","house_bin_val"
124,10,6283.61599897,-1,-0.76,-0.36,2,0.5,2,3,-0.72,-0.375
124,11,3816.95781203,1,0.25,0.044,0.5,0.1,6,5,0.12,0
124,13,3016.79535321,-1,-0.4,-0.78,1,1,3,2,-0.375,-0.72
124,14,3933.58139583,-1,-1.76,-0.18,2,0.5,1,4,-1.42,-0.1
124,15,6100.28129714,-1,-0.5,-0.022,0.5,0.1,3,5,-0.375,0
124,16,3000.25952356,1,0.18,0.68,1,1,6,8,0.12,0.72
124,17,4450.2598168,-1,-0.14,-0.62,1,1,4,2,-0.1,-0.72
124,18,2700.27667852,1,0.32,0.058,2,0.1,7,5,0.39,0
124,19,2216.90194849,1,0.42,0.54,1,1,7,8,0.39,0.72
124,20,7883.77743143,1,-0.3,0.002,3,0.1,3,5,-0.375,0
124,21,3316.94974774,1,0.45,-0.034,0.5,0.1,7,5,0.39,0
124,22,10200.3716172,-1,-0.016,-0.25,0.1,0.5,5,3,0,-0.375
124,23,5116.94432267,1,4,-0.48,10,2,99,3,99,-0.375
124,24,5616.82922323,1,-0.15,2.82,0.5,3,4,9,-0.1,1.52
124,26,9333.62047098,-1,0.14,-0.28,1,2,6,3,0.12,-0.375
124,27,3983.4601382,1,-0.21,5.2,0.5,10,4,99,-0.1,99
124,28,5383.46952212,-1,-1.88,0.052,2,0.1,1,5,-1.42,0
124,29,8683.47142822,-1,-6.2,-0.18,10,3,0,4,0,-0.1
124,30,4066.94205001,-1,-0.36,-0.4,0.5,0.5,3,3,-0.375,-0.375
124,31,3550.1342338,1,-0.5,0.5,1,1,3,7,-0.375,0.39
124,32,7850.15666719,-1,0.54,-2,1,10,7,1,0.39,-1.42
124,33,4300.30175112,1,0,-0.78,2,1,5,2,0,-0.72
124,34,3700.27557884,-1,-0.44,-0.22,1,1,3,3,-0.375,-0.375
124,35,3883.59011992,-1,0.11,-0.092,0.5,0.1,6,4,0.12,-0.1
124,36,4016.80085158,-1,-0.96,-1.8,1,2,1,1,-1.42,-1.42
124,37,3633.60624851,1,0.72,7.6,3,10,8,99,0.72,99
124,38,5450.13152125,-1,-0.45,1.08,0.5,2,3,9,-0.375,1.52
124,39,4383.46805588,1,-3.4,8.4,10,10,0,99,0,99
124,40,6216.94446928,1,-0.76,-0.14,1,1,2,4,-0.72,-0.1
124,41,3950.24991971,1,-0.08,1.2,2,2,4,9,-0.1,1.52
124,42,8183.62574943,-1,-0.25,-0.42,0.5,3,3,3,-0.375,-0.375
124,43,6716.9221092,-1,-0.044,-0.24,0.1,0.5,5,3,0,-0.375
124,44,3916.94512909,-1,2.1,-1,3,10,9,1,1.52,-1.42
124,45,3533.4550797,-1,-0.82,-0.086,1,0.1,2,4,-0.72,-0.1
124,46,2783.46314399,1,0.56,1,1,1,8,9,0.72,1.52
124,47,3066.92335551,1,0.17,-0.44,0.5,2,6,3,0.12,-0.375
124,48,2516.91961661,1,-0.3,0.54,1,1,3,8,-0.375,0.72
124,49,5683.48609057,-1,0.37,-6.4,0.5,10,7,0,0.39,0
124,50,5666.7996053,1,-0.05,0.036,0.5,0.1,4,5,-0.1,0
124,51,5233.45244047,1,0.046,0.048,0.1,0.1,5,5,0,0
124,52,3933.66423809,1,-0.038,3.6,0.1,10,5,99,0,99
124,53,7766.94197669,1,-0.9,0.1,3,1,2,6,-0.72,0.12
124,54,2466.93347253,1,10,-0.48,10,2,99,3,99,-0.375
124,55,6750.28738203,1,6,0.056,10,0.1,99,5,99,0
124,56,6050.5425802,1,-1.26,0.78,3,1,1,8,-1.42,0.72
124,57,3616.92379537,-1,-0.98,-0.94,1,1,1,1,-1.42,-1.42
124,58,4400.25241232,-1,5.2,-0.8,10,10,99,2,99,-0.72
124,59,2450.11246021,1,0.12,-1.26,2,3,6,1,0.12,-1.42
124,60,5183.45200059,1,-0.08,7.8,0.5,10,4,99,-0.1,99
124,61,2450.11026085,1,1.72,1.24,2,2,9,9,1.52,1.52
124,62,4533.62296357,1,0.48,0.32,3,2,7,7,0.39,0.39
124,63,2383.59818423,1,-0.03,0.02,0.5,1,5,5,0,0
124,64,4116.94395611,1,0.52,-0.24,1,1,7,3,0.39,-0.375
124,65,4533.45727905,1,0.08,-0.04,1,1,6,5,0.12,0
124,66,4400.29420002,1,-0.5,0.74,1,1,3,8,-0.375,0.72
124,67,6450.27924443,-1,-0.88,-5.2,2,10,2,0,-0.72,0
124,68,3133.61284656,-1,0.25,-2.4,0.5,3,6,1,0.12,-1.42
124,69,2966.96389689,-1,-0.72,-0.7,1,1,2,2,-0.72,-0.72
124,70,4516.79022139,-1,-0.03,-0.92,0.1,1,5,1,0,-1.42
124,71,4633.58608777,-1,-0.56,-0.26,1,0.5,2,3,-0.72,-0.375
124,72,2983.58330193,1,0.88,0.68,1,2,8,8,0.72,0.72
124,73,2850.25380524,1,0.96,0.12,1,1,9,6,1.52,0.12
124,74,3200.27044701,-1,-0.29,-0.094,0.5,0.1,3,4,-0.375,-0.1
124,75,3333.45185398,1,0.04,0.72,1,1,5,8,0,0.72
124,76,4200.13775275,-1,-0.68,0.04,1,1,2,5,-0.72,0
124,77,5783.60170318,-1,0.96,-0.94,1,1,9,1,1.52,-1.42
124,78,3016.78362333,1,-0.02,2.46,0.5,3,5,9,0,1.52
124,79,4250.27675182,1,-0.052,0.6,0.1,1,4,8,-0.1,0.72
124,80,3750.26942065,1,0,-0.03,10,0.5,5,5,0,0
124,81,3383.60954753,1,-0.58,0.8,1,1,2,8,-0.72,0.72
124,82,5666.80400398,-1,0.34,-0.8,0.5,1,7,2,0.39,-0.72
124,83,3700.22242783,1,2,4,2,10,9,99,1.52,99
124,84,10383.6363063,1,1.44,-0.42,2,0.5,9,3,1.52,-0.375
124,85,4466.92504168,-1,0.01,-1.5,0.1,3,5,1,0,-1.42
124,86,3000.24632744,-1,-6.6,-8.2,10,10,0,0,0,0
124,87,3150.2641422,-1,0.078,0.08,0.1,2,6,6,0.12,0.12
124,88,4783.61343306,-1,0.56,-1.2,2,3,8,1,0.72,-1.42
124,89,2616.91939668,1,2.52,1,3,2,9,9,1.52,1.52
124,90,3183.45566619,-1,-0.94,0.54,1,1,1,8,-1.42,0.72
124,91,4133.58388843,1,1.38,0.07,3,0.1,9,6,1.52,0.12
124,92,10583.6508954,-1,-0.35,-2.52,0.5,3,3,1,-0.375,-1.42
124,93,3050.26032998,1,1.4,0.042,2,0.1,9,5,1.52,0
124,94,2450.24808694,1,0.18,0.62,1,1,6,8,0.12,0.72
124,95,5383.47465394,1,1.26,-0.72,3,3,9,2,1.52,-0.72
124,96,2366.78047093,-1,-0.92,-0.72,1,1,1,2,-1.42,-0.72
124,97,4050.15806013,-1,-0.01,-0.12,0.1,0.5,5,4,0,-0.1
124,98,3916.93339922,-1,-0.82,0.02,1,1,2,5,-0.72,0
124,99,3816.78956158,1,0.58,-0.038,1,0.1,8,5,0.72,0
124,100,3933.58652765,-1,-1.84,0,2,2,1,5,-1.42,0
124,1,9616.96375028,1,-0.62,0.28,1,1,2,7,-0.72,0.39
124,2,2383.60441571,1,-0.48,-0.2,3,2,3,4,-0.375,-0.1
124,3,1850.11231358,-1,-0.94,-0.84,1,1,1,2,-1.42,-0.72
124,4,4100.26700135,1,-1.32,2.4,3,3,1,9,-1.42,1.52
124,5,3233.60456234,-1,0.008,-0.02,0.1,1,5,5,0,0
124,6,2850.08665448,-1,-0.42,-0.9,0.5,1,3,1,-0.375,-1.42
124,7,2083.44415625,1,9.6,0.5,10,1,99,7,99,0.39
124,8,8933.61035397,-1,0.86,-0.96,1,1,8,1,0.72,-1.42
124,9,6066.95927827,-1,-1,0.9,1,1,1,8,-1.42,0.72
124,10,3766.94820818,-1,-0.078,-0.4,0.1,2,4,3,-0.1,-0.375
124,11,3200.24442134,-1,-0.23,0.36,0.5,2,4,7,-0.1,0.39
124,12,3116.93809116,1,-0.2,-0.034,1,0.1,4,5,-0.1,0
124,13,2150.29090099,1,-0.84,2.88,1,3,2,99,-0.72,99
124,14,7850.32015237,-1,-0.96,0.64,1,1,1,8,-1.42,0.72
124,15,2817.23896255,-1,0.22,-0.26,1,1,6,3,0.12,-0.375
124,16,2966.9177105,-1,0.74,-0.6,1,1,8,2,0.72,-0.72
124,17,2066.93032013,-1,-0.32,-2.76,1,3,3,0,-0.375,0
124,18,4450.24222198,-1,0.38,1.2,1,3,7,9,0.39,1.52
124,19,6200.27887786,1,-0.68,1.26,1,3,2,9,-0.72,1.52
124,20,2616.94029051,-1,-7.4,1.5,10,3,0,9,0,1.52
124,21,7116.82482454,-1,-0.066,9.8,0.1,10,4,99,-0.1,99
124,22,8683.56966595,1,0,0.92,1,1,5,8,0,0.72
124,23,3350.14310452,1,7,5.2,10,10,99,99,99,99
124,24,4933.59972376,1,-0.022,0.41,0.1,0.5,5,7,0,0.39
124,25,2750.24925992,1,0.56,0.44,1,1,8,7,0.72,0.39
124,26,5283.60426909,-1,0.54,-0.54,1,1,7,2,0.39,-0.72
124,27,8916.81390107,-1,-0.74,-0.26,1,0.5,2,3,-0.72,-0.375
124,28,4616.9457889,-1,-1.24,0.03,2,0.1,1,5,-1.42,0
124,29,2883.46035813,-1,2.88,-1.38,3,3,99,1,99,-1.42
124,30,5550.27572546,1,-0.08,-0.96,2,1,4,1,-0.1,-1.42
124,31,5050.24016926,-1,-2.6,1.36,10,2,1,9,-1.42,1.52
124,32,4250.28738202,1,1.48,8.6,2,10,9,99,1.52,99
124,33,4883.59671798,1,-1.14,2.88,3,3,1,99,-1.42,99
124,34,3600.26810103,1,0.058,0.48,0.1,1,5,7,0,0.39
124,35,5733.58036946,-1,-7.8,8,10,10,0,99,0,99
124,36,3833.48227835,-1,-0.12,0.2,2,10,4,6,-0.1,0.12
124,37,4166.93523202,-1,-4,-0.44,10,1,0,3,0,-0.375
124,38,2300.2460342,-1,-0.26,0.09,0.5,0.5,3,6,-0.375,0.12
124,39,2800.24713387,-1,-1.8,-0.004,2,0.1,1,5,-1.42,0
124,40,2166.9220359,1,0.84,0.3,1,1,8,7,0.72,0.39
124,41,2566.7591372,1,0.66,0.68,1,1,8,8,0.72,0.72
124,42,3550.26986053,-1,-0.6,0.48,1,1,2,7,-0.72,0.39
124,43,3133.58352186,-1,-1.5,1.8,3,10,1,9,-1.42,1.52
124,44,2767.19416908,-1,-0.28,-0.12,1,1,3,4,-0.375,-0.1
124,45,1616.91829699,1,0.76,0.42,1,1,8,7,0.72,0.39
124,46,4233.61335976,1,-0.21,0.18,0.5,3,4,6,-0.1,0.12
124,47,2900.26890746,-1,0.47,-3.8,0.5,10,7,0,0.39,0
124,48,2316.80129147,-1,-1.08,-0.8,3,2,1,2,-1.42,-0.72
124,49,4333.57135212,-1,0.6,-0.72,1,1,8,2,0.72,-0.72
124,50,4900.10542228,-1,-5.8,1.32,10,3,0,9,0,1.52
124,51,4133.58718746,-1,1.5,-0.32,3,1,9,3,1.52,-0.375
124,52,5450.29757234,1,0.48,-0.33,3,0.5,7,3,0.39,-0.375
124,53,2600.10278306,-1,0.08,-0.08,0.1,1,6,4,0.12,-0.1
124,54,2583.4401241,-1,-0.27,-4.6,0.5,10,3,0,-0.375,0
124,55,2683.55573673,-1,-1.02,-0.024,3,0.1,1,5,-1.42,0
124,56,2483.50889051,-1,1.8,-7,3,10,9,0,1.52,0
124,57,3616.94175676,-1,0.04,-0.26,1,1,5,3,0,-0.375
124,58,2516.78325677,-1,-0.5,-0.26,1,1,3,3,-0.375,-0.375
124,59,2816.7796645,-1,0.66,-0.76,1,1,8,2,0.72,-0.72
124,60,3167.09578472,-1,-0.05,-0.06,0.5,1,4,4,-0.1,-0.1
124,61,2400.25937694,-1,-0.064,-1.6,0.1,2,4,1,-0.1,-1.42
124,62,3566.93655162,1,9.2,2,10,2,99,9,99,1.52
124,63,2716.89095172,-1,-1,-0.2,2,1,1,4,-1.42,-0.1
124,64,3550.1173721,1,1.32,-0.42,3,0.5,9,3,1.52,-0.375
124,65,1966.89205139,-1,-0.98,-0.48,1,1,1,3,-1.42,-0.375
124,66,3066.78662912,-1,-0.9,-0.9,1,1,2,1,-0.72,-1.42
124,67,6600.13100808,1,1.74,-0.5,3,1,9,2,1.52,-0.72
124,68,2183.59092635,-1,0.002,0.06,0.1,3,5,5,0,0
124,69,2433.44906814,1,0.88,1,1,1,8,9,0.72,1.52
124,70,3750.28774858,-1,-0.42,0.4,1,1,3,7,-0.375,0.39
124,71,2616.90180186,-1,0.24,-0.98,1,1,6,1,0.12,-1.42
124,72,2867.00003959,-1,0.086,0.54,0.1,3,6,8,0.12,0.72
124,73,3933.45603276,1,-0.014,0.68,0.1,2,5,8,0,0.72
124,74,2500.23093198,1,3.4,0.036,10,0.1,99,5,99,0
124,75,6083.5900466,-1,-0.52,0.66,1,1,2,8,-0.72,0.72
124,76,2366.92342881,1,1.26,-0.086,3,0.1,9,4,1.52,-0.1
124,77,3250.26612163,-1,-0.37,-1.56,0.5,2,3,1,-0.375,-1.42
124,78,1800.11187372,-1,-0.26,-0.35,0.5,0.5,3,3,-0.375,-0.375
124,79,2850.10388274,-1,-0.28,-0.76,1,1,3,2,-0.375,-0.72
124,80,2600.11341327,-1,1.56,-8.6,2,10,9,0,1.52,0
124,81,3033.4550797,1,-3.4,0.36,10,0.5,0,7,0,0.39
124,82,2650.21685613,1,0.04,-0.062,0.5,0.1,5,4,0,-0.1
124,83,1850.13284087,-1,0.32,-0.76,1,1,7,2,0.39,-0.72
124,85,3133.58058941,-1,0.02,-0.58,1,1,5,2,0,-0.72
124,86,2350.11671229,-1,0.37,-0.14,0.5,1,7,4,0.39,-0.1
124,87,3250.13012833,-1,-0.86,0.38,1,1,2,7,-0.72,0.39
124,88,2016.77849151,-1,0.98,-0.52,1,1,9,2,1.52,-0.72
124,89,1366.95055416,1,2,-0.26,2,0.5,9,3,1.52,-0.375
124,90,2716.79234742,1,1.56,-0.21,3,0.5,9,4,1.52,-0.1
124,91,2950.26641486,-1,-9.4,0.21,10,0.5,0,6,0,0.12
124,92,3250.26025668,1,-0.3,0.9,1,1,3,8,-0.375,0.72
124,93,5266.96726924,-1,0.016,0.04,0.1,1,5,5,0,0
124,94,2016.77482593,1,0.08,-0.02,1,0.5,6,5,0.12,0
124,95,3266.77812495,-1,-0.7,-0.11,1,0.5,2,4,-0.72,-0.1
124,96,2633.5937855,-1,-1.08,0.2,2,1,1,6,-1.42,0.12
124,97,3516.94527571,1,0.44,5.4,1,10,7,99,0.39,99
124,98,3016.92108283,-1,-0.44,-0.62,1,1,3,2,-0.375,-0.72
124,99,2850.55584963,-1,-0.43,-2,0.5,2,3,1,-0.375,-1.42
124,100,3000.14662348,-1,-0.03,-0.004,0.1,0.1,5,5,0,0
124,1,3283.58630771,-1,-0.84,-0.54,1,1,2,2,-0.72,-0.72
124,2,2033.60463564,1,-1.68,4.8,2,10,1,99,-1.42,99
124,3,3483.46123788,1,0.74,0.88,1,1,8,8,0.72,0.72
124,4,1483.55800938,1,0.58,0.42,1,1,8,7,0.72,0.39
124,5,1833.54862548,-1,-0.62,-0.9,1,1,2,1,-0.72,-1.42
124,6,2583.59957713,-1,0.6,-0.4,1,1,8,3,0.72,-0.375
124,7,2350.25747084,-1,0.09,-1.92,0.1,2,6,1,0.12,-1.42
124,8,1950.24148887,1,0.7,0.44,1,1,8,7,0.72,0.39
124,9,2866.92599473,-1,0.042,-2.4,0.1,10,5,1,0,-1.42
124,10,2450.24112232,-1,-0.02,0,1,1,5,5,0,0
124,11,1650.10725507,1,2.64,0.64,3,2,9,8,1.52,0.72
124,12,1616.7709404,1,9,0.74,10,1,99,8,99,0.72
124,13,3350.12037787,1,-0.4,0,10,2,3,5,-0.375,0
124,14,2000.25255895,-1,-5.8,0.46,10,0.5,0,7,0,0.39
124,15,2816.92995357,-1,0.064,0.08,0.1,2,6,6,0.12,0.12
124,16,1850.08445512,-1,-0.54,-0.84,1,1,2,2,-0.72,-0.72
124,17,2583.47238127,1,-0.04,2.88,1,3,5,99,0,99
124,18,2866.91939668,-1,0.042,-0.92,0.1,2,5,1,0,-1.42
124,19,2233.44547587,-1,-5.4,0.038,10,0.1,0,5,0,0
124,20,2183.57773025,-1,0.34,-0.18,1,1,7,4,0.39,-0.1
124,21,1850.29009456,-1,0.56,-1.2,1,3,8,1,0.72,-1.42
124,22,1666.95392651,-1,0.76,-2,1,2,8,1,0.72,-1.42
124,23,2166.82013257,1,-0.14,-0.088,1,0.1,4,4,-0.1,-0.1
124,24,2316.89769641,-1,-1.32,0.11,2,0.5,1,6,-1.42,0.12
124,25,1666.7959397,1,4.6,5.2,10,10,99,99,99,99
124,26,1700.26274928,1,0.4,-0.02,1,0.1,7,5,0.39,0
124,27,2283.60756813,-1,0.08,-1.14,2,3,6,1,0.12,-1.42
124,28,1833.595545,1,0.22,4.8,1,10,6,99,0.12,99
124,29,1866.91169895,1,1.92,0.084,2,0.1,9,6,1.52,0.12
124,30,1300.10784158,1,0.84,0.44,1,1,8,7,0.72,0.39
124,31,1533.5881405,1,-0.08,0.72,1,1,4,8,-0.1,0.72
124,32,1116.77643878,1,0.07,0.078,0.1,0.1,6,6,0.12,0.12
124,33,1450.26348239,1,0.92,0.48,1,1,8,7,0.72,0.39
124,34,2133.57985628,-1,0.98,-1.92,1,2,9,1,1.52,-1.42
124,35,2766.78215709,-1,-0.88,0.08,2,2,2,6,-0.72,0.12
124,36,2466.90488094,-1,2,-6.2,10,10,9,0,1.52,0
124,37,3650.27477242,1,-0.62,0.64,1,1,2,8,-0.72,0.72
124,38,2150.21062463,-1,0.39,-0.64,0.5,1,7,2,0.39,-0.72
124,39,3183.60118999,-1,-0.03,-0.072,0.5,0.1,5,4,0,-0.1
124,40,1983.57120549,-1,0.2,-0.32,1,1,6,3,0.12,-0.375
124,41,1550.24860012,1,0.024,1.86,0.1,3,5,9,0,1.52
124,42,2283.62223046,-1,0.38,-0.52,1,1,7,2,0.39,-0.72
124,43,1716.95106734,-1,0.33,0.04,0.5,1,7,5,0.39,0
124,44,3166.93119987,-1,-0.052,0.42,0.1,3,4,7,-0.1,0.39
124,45,2000.2547583,1,-0.26,3,0.5,10,3,99,-0.375,99
124,46,3616.79256737,1,5,-0.094,10,0.1,99,4,99,-0.1
124,47,2200.1223573,-1,-0.12,-1.5,2,3,4,1,-0.1,-1.42
124,48,2883.55969555,1,-0.38,0.1,1,1,3,6,-0.375,0.12
124,49,2750.14882283,1,0.76,0.16,1,1,8,6,0.72,0.12
124,50,2266.78032429,1,0.42,3,0.5,10,7,99,0.39,99
124,51,3250.22946575,-1,0.84,-0.74,1,1,8,2,0.72,-0.72
124,52,3900.26084318,1,1.26,-0.09,3,0.1,9,4,1.52,-0.1
124,53,2050.25959687,-1,-0.02,-0.86,0.1,1,5,2,0,-0.72
124,54,1950.24698725,-1,-0.68,-0.38,1,1,2,3,-0.72,-0.375
124,55,1716.80224451,1,1.44,3.4,2,10,9,99,1.52,99
124,56,2033.57567752,1,5.2,2,10,2,99,9,99,1.52
124,57,1800.28965468,-1,-1.74,-9.8,3,10,1,0,-1.42,0
124,58,1433.46189769,-1,-8.6,-0.84,10,3,0,2,0,-0.72
124,59,1700.23892296,1,0.84,1.08,2,2,8,9,0.72,1.52
124,60,1766.93317929,1,-0.1,0.36,1,1,4,7,-0.1,0.39
124,61,2600.25307212,-1,1.56,-1.32,2,3,9,1,1.52,-1.42
124,62,1766.91008608,1,2.52,0.08,3,0.1,9,6,1.52,0.12
124,63,1966.9026816,-1,-0.45,0.9,0.5,1,3,8,-0.375,0.72
124,64,3033.58337525,1,0.78,0.05,3,0.5,8,5,0.72,0
124,65,2966.90671374,-1,-0.5,0,1,1,3,5,-0.375,0
124,66,1483.44144372,1,5.6,0.04,10,0.5,99,5,99,0
124,67,2083.5519245,-1,-1.84,-1.32,2,2,1,1,-1.42,-1.42
124,68,2633.60221637,1,0.18,0.062,1,0.1,6,6,0.12,0.12
124,69,2350.24280848,-1,-0.42,-0.28,1,1,3,3,-0.375,-0.375
124,70,1716.78208378,1,0.24,0,1,1,6,5,0.12,0
124,71,2033.581909,1,0.48,0.28,3,2,7,7,0.39,0.39
124,72,2616.90180186,-1,-0.52,-0.84,1,3,2,2,-0.72,-0.72
124,73,1833.61130701,1,9,0.07,10,0.1,99,6,99,0.12
124,74,3116.7834034,1,1.8,-0.54,10,3,9,2,1.52,-0.72
124,75,1450.23928952,-1,-0.78,-0.78,1,1,2,2,-0.72,-0.72
124,76,1583.62340345,-1,0.03,-4,0.1,10,5,0,0,0
124,77,2383.59635143,-1,-0.12,-0.17,0.5,0.5,4,4,-0.1,-0.1
124,78,2316.9189568,-1,-7.8,0.002,10,0.1,0,5,0,0
124,79,1666.93083329,1,0.6,0.17,3,0.5,8,6,0.72,0.12
124,80,3033.55441711,1,0.16,-0.14,1,1,6,4,0.12,-0.1
124,81,2350.25637115,-1,0,-0.31,2,0.5,5,3,0,-0.375
124,82,1116.92709441,-1,-10,-0.45,10,0.5,0,3,0,-0.375
124,83,1400.23115191,-1,-1.4,-0.032,2,0.1,1,5,-1.42,0
124,84,2550.11370651,1,0.086,1,0.1,10,6,9,0.12,1.52
124,85,2683.55720295,-1,0.08,-0.88,1,1,6,2,0.12,-0.72
124,86,2783.45141411,-1,0.76,-1.56,1,3,8,1,0.72,-1.42
124,87,2416.92753427,-1,-0.92,-0.1,1,1,1,4,-1.42,-0.1
124,89,2100.25307213,-1,-3,-1.96,3,2,0,1,0,-1.42
124,90,2533.61416618,1,2.22,0.06,3,3,9,5,1.52,0
124,91,2233.61116039,-1,-0.8,0.28,2,2,2,7,-0.72,0.39
124,92,2700.26091648,-1,0.98,-0.72,1,1,9,2,1.52,-0.72
124,93,2000.11143385,-1,-0.76,-0.96,1,1,2,1,-0.72,-1.42
124,94,1833.43535884,1,-0.08,5.6,1,10,4,99,-0.1,99
124,95,1583.58161575,1,0.064,0.076,0.1,0.1,6,6,0.12,0.12
124,96,2116.7965995,-1,-2.52,1.74,3,3,1,9,-1.42,1.52
124,97,2050.22953906,-1,0.094,-1.86,0.1,3,6,1,0.12,-1.42
124,98,1750.24522778,-1,-0.22,-0.32,0.5,0.5,4,3,-0.1,-0.375
124,99,2566.79139438,1,-0.1,9.2,0.1,10,4,99,-0.1,99
124,100,1700.09229948,1,0,1.8,1,2,5,9,0,1.52
124,1,4050.23723679,-1,0.07,-0.46,0.1,0.5,6,3,0.12,-0.375
124,2,2250.09053999,1,0.5,0.18,1,1,7,6,0.39,0.12
124,3,2633.44972795,1,9,-2.6,10,10,99,1,99,-1.42
124,4,1516.78105742,1,9.6,0.8,10,1,99,8,99,0.72
124,5,2666.79044132,-1,-2.8,-0.4,10,1,0,3,0,-0.375
124,6,3283.43858456,-1,-0.43,-0.07,0.5,0.5,3,4,-0.375,-0.1
124,7,3600.24244193,-1,0.64,-0.3,1,1,8,3,0.72,-0.375
124,8,1450.11282677,1,-1.44,9.4,2,10,1,99,-1.42,99
124,9,6216.79784582,-1,-0.02,-0.39,0.1,0.5,5,3,0,-0.375
124,10,1883.58718746,1,0,5,1,10,5,99,0,99
124,11,1533.5918061,1,0.06,0.78,1,1,6,8,0.12,0.72
124,12,2900.09589175,1,-0.72,0.8,1,10,2,8,-0.72,0.72
124,13,1800.22514035,-1,-0.1,-0.076,0.1,0.1,4,4,-0.1,-0.1
124,14,1916.90700698,1,-1.4,0,10,3,1,5,-1.42,0
124,15,2083.59517842,-1,-1.84,-0.18,2,3,1,4,-1.42,-0.1
124,16,4333.46395042,-1,-0.72,0.68,1,1,2,8,-0.72,0.72
124,17,2450.11649236,1,0.04,0.17,0.1,0.5,5,6,0,0.12
124,18,3216.79344711,-1,-1.28,-0.36,2,0.5,1,3,-1.42,-0.375
124,19,1716.78648249,-1,-3,-0.052,3,0.1,0,4,0,-0.1
124,20,2033.58924018,-1,-0.03,-1.84,0.5,2,5,1,0,-1.42
124,21,1816.90905971,-1,-0.56,0.42,1,1,2,7,-0.72,0.39
124,22,2350.26883415,-1,0.9,-0.72,1,1,8,2,0.72,-0.72
124,23,4050.23137186,-1,-0.88,0.84,2,1,2,8,-0.72,0.72
124,24,1583.58161576,1,0.5,0.62,1,1,7,8,0.39,0.72
124,25,1633.58975337,1,-0.032,8.4,0.1,10,5,99,0,99
124,26,2966.97965892,-1,-0.08,-0.2,1,1,4,4,-0.1,-0.1
124,28,1783.44481606,1,-0.3,2.76,0.5,3,3,9,-0.375,1.52
124,29,2300.11700554,1,-0.5,0.96,1,1,3,9,-0.375,1.52
124,30,4500.1323277,-1,-0.3,-1.68,1,2,3,1,-0.375,-1.42
124,31,3050.11187372,-1,-0.3,0.04,1,1,3,5,-0.375,0
124,32,9666.8215988,1,0.78,0.3,3,0.5,8,7,0.72,0.39
124,33,3800.26802773,-1,-0.54,0.08,1,1,2,6,-0.72,0.12
124,34,5666.79264068,-1,1.56,-2.28,3,3,9,1,1.52,-1.42
124,35,5266.95370657,1,0.7,0.24,1,1,8,6,0.72,0.12
124,36,6550.25996342,1,0.64,0.22,1,1,8,6,0.72,0.12
124,37,5483.46123789,-1,-1.28,0.44,2,1,1,7,-1.42,0.39
124,38,2533.4550797,1,-0.06,-0.18,1,1,4,4,-0.1,-0.1
124,39,2033.61966455,1,7.4,-0.004,10,0.1,99,5,99,0
124,40,1583.59517842,1,0.3,0.44,1,1,7,7,0.39,0.39
124,41,1950.25175251,1,0,0.68,1,1,5,8,0,0.72
124,42,4233.44584242,-1,0.52,-0.74,2,1,7,2,0.39,-0.72
124,43,3133.61064722,-1,-0.76,0.17,2,0.5,2,6,-0.72,0.12
124,44,1733.5818357,-1,-0.88,0.7,1,1,2,8,-0.72,0.72
124,45,4116.7434485,-1,-0.12,-0.086,1,0.1,4,4,-0.1,-0.1
124,46,1650.23481751,-1,-1,-0.34,1,1,1,3,-1.42,-0.375
124,47,4033.59583823,-1,-0.064,-5.6,0.1,10,4,0,-0.1,0
124,48,2316.77086708,-1,-1,0.54,1,1,1,8,-1.42,0.72
124,49,1300.12397016,-1,-0.94,-0.86,1,1,1,2,-1.42,-0.72
124,50,1650.26157629,1,0.45,2,0.5,2,7,9,0.39,1.52
124,51,1916.90334141,1,0.14,0.19,1,0.5,6,6,0.12,0.12
124,52,2116.92856063,1,1.88,2.58,2,3,9,9,1.52,1.52
124,53,1483.57450451,1,-0.12,5.8,1,10,4,99,-0.1,99
124,54,2350.24830686,1,-0.046,2.34,0.1,3,5,9,0,1.52
124,55,1900.25167921,1,0.022,0.31,0.1,0.5,5,7,0,0.39
124,56,2400.28100389,-1,1.56,-0.84,3,2,9,2,1.52,-0.72
124,57,1900.12961517,-1,-2.58,0,3,0.1,1,5,-1.42,0
124,58,1766.75979701,1,3,1.2,3,3,99,9,99,1.52
124,59,2516.93501209,1,4.6,0.21,10,0.5,99,6,99,0.12
124,60,2483.5994305,1,0.028,1.72,0.1,2,5,9,0,1.52
124,61,3016.94527573,-1,-0.07,-1.86,0.1,3,4,1,-0.1,-1.42
124,62,1966.90708031,-1,-0.6,0.4,1,0.5,2,7,-0.72,0.39
124,63,2183.62721567,-1,-0.036,-0.06,0.1,1,5,4,0,-0.1
124,64,2383.55932898,-1,0.5,-0.9,1,1,7,1,0.39,-1.42
124,65,1600.12770905,1,1.16,-0.092,2,0.1,9,4,1.52,-0.1
124,66,1833.57208523,-1,-7.6,-0.26,10,0.5,0,3,0,-0.375
124,67,2366.91426486,-1,0.32,-0.5,1,1,7,2,0.39,-0.72
124,68,2400.2491133,-1,0.32,-0.48,1,1,7,3,0.39,-0.375
124,69,1866.75481181,1,0.31,0.31,0.5,0.5,7,7,0.39,0.39
