,parcode,trial,fix_item,fix_time,fix_num,rev_fix_num
243,1,76,1,1033.16111366439,2,1
244,1,77,2,1183.37270742632,1,4
245,1,77,1,1983.4676451282603,2,3
246,1,77,2,1099.98515452025,3,2
247,1,77,1,1216.8941444833802,4,1
248,1,78,1,550.207195105031,1,2
249,1,78,2,1099.8293687443902,2,1
250,1,79,1,766.9118307385361,1,2
251,1,79,2,1866.3867409923103,2,1
252,1,80,1,733.5861339670371,1,4
253,1,80,2,1033.55699285748,2,3
254,1,80,1,533.088719093939,3,2
255,1,80,2,199.975807379815,4,1
256,1,81,1,616.853823434212,1,3
257,1,81,2,733.183656790061,2,2
258,1,81,1,366.790501095238,3,1
259,1,82,2,2833.50714140397,1,6
260,1,82,1,866.6620236326711,2,5
261,1,82,2,950.2086613210851,3,4
262,1,82,1,849.775210270309,4,3
263,1,82,2,499.998717059498,5,2
264,1,82,1,366.676502555492,6,1
265,1,83,2,367.01519919734,1,4
266,1,83,1,683.192912300001,2,3
267,1,83,2,699.83413394948,3,2
268,1,83,1,200.136358384043,4,1
269,1,84,1,483.548470467213,1,3
270,1,84,2,849.9881785974139,2,2
271,1,84,1,416.56241237069503,3,1
272,1,85,1,1217.07412289106,1,3
273,1,85,2,882.957584108226,2,2
274,1,85,1,150.123254046775,3,1
275,1,86,2,500.19775632245,1,2
276,1,86,1,1183.1747678224901,2,1
277,1,87,1,1533.3815963822399,1,2
278,1,87,2,900.141306876321,2,1
279,1,88,2,950.1903335767571,1,3
280,1,88,1,6083.45573209226,2,2
281,1,88,2,1833.3209315751399,3,1
282,1,89,1,1100.07606011641,1,5
283,1,89,2,849.983779960894,2,4
284,1,89,1,400.400644401088,3,3
285,1,89,2,249.752483869088,4,2
286,1,89,1,516.511277965037,5,1
287,1,90,2,783.5343580954939,1,4
288,1,90,1,1133.3423750184,2,3
289,1,90,2,1199.95528031723,3,2
290,1,90,1,1116.6820925136599,4,1
291,1,91,1,1233.52070392866,1,5
292,1,91,2,666.496707417537,2,4
293,1,91,1,333.683637552895,3,3
294,1,91,2,466.311963798944,4,2
295,1,91,1,350.125453376677,5,1
296,1,92,2,450.200780382147,1,2
297,1,92,1,833.3311950991631,2,1
298,1,93,2,1050.2066452609101,1,2
299,1,93,1,933.3156165230321,2,1
300,1,95,1,916.8745337956351,1,2
301,1,95,2,1033.1673451000802,2,1
302,1,96,2,616.859688321711,1,2
303,1,96,1,816.6844751249299,2,1
304,1,98,1,866.7181065247861,1,2
305,1,98,2,1850.1256366580499,2,1
306,1,99,2,766.8594134011071,1,3
307,1,99,1,866.646994894836,2,2
308,1,99,2,566.705093820929,3,1
309,1,100,1,1566.8187258124801,1,3
310,1,100,2,950.255580348312,2,2
311,1,100,1,299.62813014572004,3,1
312,1,101,2,2083.50375076407,1,4
313,1,101,1,866.66385641729,2,3
314,1,101,2,883.323039248353,3,2
315,1,101,1,5433.52290325856,4,1
316,1,102,1,1200.23606129689,1,3
317,1,102,2,966.6427795164051,2,2
318,1,102,1,1266.88268962607,3,1
319,1,103,2,1467.0842947671201,1,2
320,1,103,1,2799.87903691654,2,1
321,1,104,1,1117.0600105106098,1,3
322,1,104,2,716.45666132099,2,2
323,1,104,1,1200.00659798097,3,1
324,1,105,2,616.810936524416,1,3
325,1,105,1,733.3911268069639,2,2
326,1,105,2,2099.82020486495,3,1
327,1,106,2,950.1283858116949,1,3
328,1,106,1,766.7285533389079,2,2
329,1,106,2,1333.3665676327698,3,1
330,1,107,2,950.2141596458389,1,3
331,1,107,1,1316.65716679709,2,2
332,1,107,2,316.842643514974,3,1
333,1,109,2,616.7181981581961,1,4
334,1,109,1,1383.4669120115,2,3
335,1,109,2,1033.31543324748,3,2
336,1,109,1,316.614279872738,4,1
337,1,110,1,3267.05826938269,1,2
338,1,110,2,816.5041301544991,2,1
339,1,111,2,1116.87966555473,1,2
340,1,111,1,633.170644083293,2,1
341,1,112,2,666.919345123461,1,5
342,1,112,1,2316.68319216988,2,4
343,1,112,2,1316.4526292093801,3,3
344,1,112,1,1050.1421316294,4,2
345,1,112,2,166.636914625997,5,1
346,1,113,1,750.178603833774,1,2
347,1,113,2,1066.69318079366,2,1
348,1,114,2,1700.1970232085998,1,4
349,1,114,1,3666.6290337016103,2,3
350,1,114,2,799.995234789094,3,2
351,1,114,1,133.289224570035,4,1
352,1,115,2,633.381413092138,1,2
353,1,115,1,1483.3204733731698,2,1
354,1,117,1,966.873709039646,1,4
355,1,117,2,583.32175630494,2,3
356,1,117,1,749.987262228387,3,2
357,1,117,2,649.998808687087,4,1
358,1,118,2,883.373990378459,1,4
359,1,118,1,700.141673427424,2,3
360,1,118,2,683.3278044650799,3,2
361,1,118,1,700.001282952144,4,1
362,1,119,1,883.4311729151519,1,3
363,1,119,2,1200.10703400476,2,2
364,1,119,1,333.311584414332,3,1
365,1,120,1,433.392043196363,1,3
366,1,120,2,1500.1295771217,2,2
367,1,120,1,1299.94629972498,3,1
368,1,121,1,433.728540505399,1,3
369,1,121,2,782.96619815228,2,2
370,1,121,1,500.010080257198,3,1
371,1,122,1,450.48815937480003,1,2
372,1,122,2,882.888671796536,2,1
373,1,123,2,850.2073783893139,1,4
374,1,123,1,883.320106804604,2,3
375,1,123,2,466.65652532829,3,2
376,1,123,1,299.83083494880697,4,1
377,1,124,1,1133.39735823683,1,3
378,1,124,2,999.9776401527921,2,2
379,1,124,1,366.795632871799,3,1
380,1,125,2,733.732022781624,1,3
381,1,125,1,2032.96317407512,2,2
382,1,125,2,966.678701879573,3,1
383,1,126,1,750.09282999963,1,5
384,1,126,2,1250.10474304145,2,4
385,1,126,1,1916.6542343446104,3,3
386,1,126,2,2049.97424953035,4,2
387,1,126,1,1266.5846805757599,5,1
388,1,127,1,500.015212019207,1,5
389,1,127,2,750.157710208441,2,4
390,1,127,1,3616.6320577904103,3,3
391,1,127,2,683.174584555672,4,2
392,1,127,1,533.369500073604,5,1
393,1,128,2,500.197023211513,1,4
394,1,128,1,733.183656790061,2,3
395,1,128,2,400.123528961558,3,2
396,1,128,1,216.662115286454,4,1
397,1,129,1,500.473038977361,1,4
398,1,129,2,1049.77740960021,2,3
399,1,129,1,549.984329772997,3,2
400,1,129,2,366.501289361622,4,1
401,1,130,2,1550.21965797641,1,3
402,1,130,1,1166.64607850544,2,2
403,1,130,2,399.828085792251,3,1
404,1,131,1,533.452708026743,1,4
405,1,131,2,816.749355319189,2,3
406,1,131,1,616.4982652699109,3,2
407,1,131,2,100.361972872633,4,1
408,1,132,1,583.5545186127999,1,3
409,1,132,2,716.63297417399,2,2
410,1,132,1,1150.19143324753,3,1
411,1,133,1,433.56798950117104,1,3
412,1,133,2,916.630408290075,2,2
413,1,133,1,333.184023344074,3,1
414,1,134,1,850.176587773603,1,3
415,1,134,2,800.156152341515,2,2
416,1,134,1,2916.49624923593,3,1
417,1,135,2,700.192991105723,1,5
418,1,135,1,1116.50577966066,2,4
419,1,135,2,400.204904130078,3,3
420,1,135,1,333.120242808945,4,2
421,1,135,2,466.66678885230795,5,1
422,1,136,2,716.862437489908,1,9
423,1,136,1,733.339809128665,2,8
424,1,136,2,716.8459425156469,3,7
425,1,136,1,649.635919442517,4,6
426,1,136,2,733.340542239603,5,5
427,1,136,1,566.790501092328,6,4
428,1,136,2,616.671279160073,7,3
429,1,136,1,716.51677628688,8,2
430,1,136,2,966.774739252287,9,1
431,1,137,2,550.170173068182,1,3
432,1,137,1,866.5388612280369,2,2
433,1,137,2,916.804155262071,3,1
434,1,138,1,483.36409339390195,1,2
435,1,138,2,999.9754408199809,2,1
436,1,139,2,566.721955343382,1,2
437,1,139,1,666.803880347288,2,1
438,1,140,1,583.407530139084,1,3
439,1,140,2,2450.0988781510396,2,2
440,1,140,1,1749.8032517178199,3,1
441,1,141,1,416.86152109468804,1,4
442,1,141,2,1116.5120110818,2,3
443,1,141,1,466.74963022815103,3,2
444,1,141,2,183.63992589001998,4,1
445,1,142,1,450.422546055051,1,5
446,1,142,2,916.2000729411369,2,4
447,1,142,1,600.457093838486,3,3
448,1,142,2,366.602091933601,4,2
449,1,142,1,316.678793518804,5,1
450,1,143,2,650.2059121703501,1,3
451,1,143,1,616.653317963937,2,2
452,1,143,2,549.8245118797059,3,1
453,1,144,2,616.801772659528,1,3
454,1,144,1,833.631770045031,2,2
455,1,144,2,599.881602800451,3,1
456,1,145,2,583.555984834675,1,4
457,1,145,1,616.64232131443,2,3
458,1,145,2,1199.9959678942098,3,2
459,1,145,1,933.176692255074,4,1
460,1,146,2,450.042428710731,1,2
461,1,146,1,1416.62545979489,2,1
462,1,147,1,1650.2183750271802,1,3
463,1,147,2,800.011729748803,2,2
464,1,147,1,1366.64351262152,3,1
465,1,148,2,866.7232382867951,1,3
466,1,148,1,1399.9758073769,2,2
467,1,148,2,450.002107696491,3,1
468,1,149,1,700.205820525298,1,2
469,1,149,2,783.318090761895,2,1
470,1,150,1,650.186851315084,1,2
471,1,150,2,1116.67989318084,2,1
472,1,151,1,1066.86546155834,1,2
473,1,151,2,1166.64058018068,2,1
474,1,152,2,550.419063773006,1,2
475,1,152,1,933.1037478405051,2,1
476,1,153,2,983.372340881033,1,3
477,1,153,1,1016.64085510129,2,2
478,1,153,2,1783.4749762114398,3,1
479,1,154,1,5583.7333973613595,1,3
480,1,154,2,666.427795120399,2,2
481,1,154,1,1033.56249118224,3,1
482,1,155,1,2967.05918575753,1,3
483,1,155,2,966.450704800081,2,2
484,1,155,1,333.298388446565,3,1
485,1,156,2,1700.19409077941,1,4
486,1,156,1,1316.50907863514,2,3
487,1,156,2,950.149645999772,3,2
488,1,156,1,499.844764039153,4,1
489,1,157,2,966.877374594333,1,3
490,1,157,1,1116.62747584342,2,2
491,1,157,2,766.893869556952,3,1
492,1,158,2,483.503750772798,1,4
493,1,158,1,733.1693611486121,2,3
494,1,158,2,466.802780691069,3,2
495,1,158,1,849.9980755877909,4,1
496,1,159,1,633.3854452095691,1,3
497,1,159,2,683.397449887707,2,2
498,1,159,1,533.627921206062,3,1
499,1,160,1,500.01301268639503,1,3
500,1,160,2,1100.1816279167501,2,2
501,1,160,1,383.303795126267,3,1
502,1,161,1,1833.52730191837,1,5
503,1,161,2,666.500372972223,2,4
504,1,161,1,1216.66468116746,3,3
505,1,161,2,533.4046893258351,4,2
506,1,161,1,350.060573182418,5,1
507,1,162,1,466.71883964154404,1,3
508,1,162,2,600.093838031171,2,2
509,1,162,1,233.35795359162103,3,1
510,1,163,1,1200.0509511126402,1,2
511,1,163,2,783.456281918916,2,1
512,1,164,1,1200.38268322241,1,4
513,1,164,2,766.434576376923,2,3
514,1,164,1,1516.5380364778698,3,2
515,1,164,2,1200.3350310988,4,1
516,1,165,1,1233.56359085301,1,5
517,1,165,2,949.870697790175,2,4
518,1,165,1,916.753937257454,3,3
519,1,165,2,499.938602064503,4,2
520,1,165,1,2199.89369910036,5,1
521,1,166,1,2850.1886840967895,1,3
522,1,166,2,683.351997082355,2,2
523,1,166,1,666.617670503911,3,1
524,1,167,2,483.733947185101,1,3
525,1,167,1,633.122258863295,2,2
526,1,167,2,533.342008464388,3,1
527,1,168,2,1233.53463300737,1,3
528,1,168,1,749.990561220329,2,2
529,1,168,2,1333.58283496636,3,1
530,1,169,1,3133.4838651673604,1,3
531,1,169,2,866.54839165567,2,2
532,1,169,1,2716.7990234884196,3,1
533,1,170,1,1100.20215497934,1,6
534,1,170,2,1466.82110842085,2,5
535,1,170,1,683.002303805551,3,4
536,1,170,2,500.153769738972,4,3
537,1,170,1,566.644978840486,5,2
538,1,170,2,933.2840928109359,6,1
539,1,171,1,1333.5164885502302,1,4
540,1,171,2,733.559742016951,2,3
541,1,171,1,1516.2711845769102,3,2
542,1,171,2,16.7761138145579,4,1
543,1,172,2,3000.02382605453,1,1
544,1,173,1,1317.01712361246,1,2
545,1,173,2,1966.3418380223397,2,1
546,1,174,1,1416.90404145629,1,4
547,1,174,2,633.178341740859,2,3
548,1,174,1,466.670454392442,3,2
549,1,174,2,1050.12307078869,4,1
550,1,175,2,633.4492257446981,1,3
551,1,175,1,716.735242967843,2,2
552,1,175,2,1883.3208399155399,3,1
553,1,176,1,3883.47112739575,1,3
554,1,176,2,766.922460825299,2,2
555,1,176,1,1899.7183026367602,3,1
556,1,177,2,4066.8372368381797,1,3
557,1,177,1,1033.17687551316,2,2
558,1,177,2,2433.62443894148,3,1
559,1,178,1,4167.00640188355,1,3
560,1,178,2,866.355217265664,2,2
561,1,178,1,2683.63241151383,3,1
562,1,179,1,800.432168121915,1,1
563,1,180,1,1483.5110818676199,1,5
564,1,180,2,1916.83677864785,2,4
565,1,180,1,766.337439359631,3,3
566,1,180,2,1216.72552925884,4,2
567,1,180,1,3649.88810913928,5,1
568,1,181,1,550.132417934947,1,2
569,1,181,2,866.70014532865,2,1
570,1,182,1,4433.3711495710295,1,3
571,1,182,2,3716.6197781916703,2,2
572,1,182,1,750.333656513249,3,1
573,1,183,2,683.53490793379,1,2
574,1,183,1,1383.3606111147699,2,1
575,1,184,1,433.530600901577,1,2
576,1,184,2,816.500464614364,2,1
577,1,185,1,533.525285878568,1,3
578,1,185,2,599.8453138599871,2,2
579,1,185,1,533.480566184153,3,1
580,1,186,2,500.210952290217,1,3
581,1,186,1,2166.60649058758,2,2
582,1,186,2,883.3644599508259,3,1
583,1,187,1,1466.87022676633,1,4
584,1,187,2,633.546362776542,2,3
585,1,187,1,616.4451148215451,3,2
586,1,187,2,300.166965724202,4,1
587,1,188,2,633.4026732802159,1,2
588,1,188,1,2616.65661695588,2,1
589,1,189,2,466.879024083028,1,2
590,1,189,1,1516.47718837194,2,1
591,1,190,2,516.876000008779,1,4
592,1,190,1,749.959037508233,2,3
593,1,190,2,533.350805766531,3,2
594,1,190,1,866.663489869097,4,1
595,1,191,1,566.705093820929,1,6
596,1,191,2,1267.0403082011,2,5
597,1,191,1,1466.29510227649,3,4
598,1,191,2,833.314333576709,4,3
599,1,191,1,617.010708898306,5,2
600,1,191,2,349.791155400453,6,1
601,1,192,2,1266.7085761058802,1,4
602,1,192,1,900.1046514022161,2,3
603,1,192,2,633.522170144715,3,2
604,1,192,1,949.772827661945,4,1
605,1,193,2,833.547095884569,1,2
606,1,193,1,1733.15433239623,2,1
607,1,194,1,483.704256243072,1,4
608,1,194,2,849.661578278756,2,3
609,1,194,1,633.49064643262,3,2
610,1,194,2,750.218558299821,4,1
611,1,195,2,1783.54315541219,1,6
612,1,195,1,899.985154537717,2,5
613,1,195,2,750.001924403477,3,4
614,1,195,1,833.16807821393,4,3
615,1,195,2,700.010080254287,5,2
616,1,195,1,416.794075004873,6,1
617,1,196,2,600.070378524833,1,5
618,1,196,1,533.706730493577,2,4
619,1,196,2,383.095225450234,3,3
620,1,196,1,349.988361878786,4,2
621,1,196,2,1933.6000630428302,5,1
622,1,197,2,983.5853092081379,1,6
623,1,197,1,999.7760350088361,2,5
624,1,197,2,1000.20527069864,3,4
625,1,197,1,583.326521518757,4,3
626,1,197,2,1299.97049234225,5,2
627,1,197,1,1500.20692018734,6,1
628,1,198,2,583.794245452737,1,4
629,1,198,1,716.6784269647909,2,3
630,1,198,2,533.088719093939,3,2
631,1,198,1,633.587050353526,4,1
632,1,199,2,516.8708682322181,1,5
633,1,199,1,649.98451306019,2,4
634,1,199,2,583.1795330450401,3,3
635,1,199,1,533.522353434819,4,2
636,1,199,2,183.44418561901,5,1
637,1,200,1,716.9045912742149,1,3
638,1,200,2,916.750271717319,2,2
639,1,200,1,866.412399816909,3,1
640,1,201,1,1700.21021917637,1,3
641,1,201,2,933.318182404037,2,2
642,1,201,1,1249.99001137621,3,1
643,1,202,2,483.579261053819,1,2
644,1,202,1,2249.94565825909,2,1
645,1,203,2,1933.3643683057699,1,4
646,1,203,1,750.116656068712,2,3
647,1,203,2,766.6834670963001,3,2
648,1,203,1,1233.1691778817901,4,1
649,1,204,1,467.076597138657,1,3
650,1,204,2,1449.63115421706,2,2
651,1,204,1,1150.14891288592,3,1
652,1,205,1,766.8542816390981,1,2
653,1,205,2,833.328629218158,2,1
654,1,206,1,1883.5136477573499,1,2
655,1,206,2,833.326063322602,2,1
656,1,207,2,633.4613220533361,1,2
657,1,207,1,1416.75082153233,2,1
658,1,208,1,1017.0931837346901,1,2
659,1,208,2,1149.62254019338,2,1
660,1,209,1,666.7162737430771,1,3
661,1,209,2,1633.45472406945,2,2
662,1,209,1,399.997067564982,3,1
663,1,210,1,1716.8672027037198,1,4
664,1,210,2,683.273554343032,2,3
665,1,210,1,466.917512341752,3,2
666,1,210,2,366.299684217665,4,1
667,1,211,2,500.212418512092,1,3
668,1,211,1,783.158639416797,2,2
669,1,211,2,633.324963666382,3,1
670,1,212,2,633.387277979637,1,3
671,1,212,1,1333.43218095251,2,2
672,1,212,2,216.67201224772703,3,1
673,1,213,1,800.4189721395959,1,3
674,1,213,2,1682.9443881433701,2,2
675,1,213,1,483.48249058472,3,1
676,1,214,1,3483.77500132483,1,3
677,1,214,2,716.4079095236959,2,2
678,1,214,1,2933.31634961942,3,1
679,1,216,1,5366.650843716339,1,4
680,1,216,2,567.0346265978881,2,3
681,1,216,1,716.42587070528,3,2
682,1,216,2,1150.01658660185,4,1
683,1,217,1,1833.5247360373603,1,3
684,1,217,2,1999.82735268713,2,2
685,1,217,1,83.4586645214586,3,1
686,1,218,1,700.1977563195401,1,3
687,1,218,2,699.97635720938,2,2
688,1,218,1,1033.34145863482,3,1
689,1,219,2,616.8666528537871,1,2
690,1,219,1,783.333486077026,2,1
691,1,220,2,466.86949366994696,1,3
692,1,220,1,816.8739839456979,2,2
693,1,220,2,466.44429009757005,3,1
694,1,221,1,433.382146220538,1,4
695,1,221,2,1049.994043482,2,3
696,1,221,1,500.155602509039,3,2
697,1,221,2,916.862070924253,4,1
698,1,222,2,533.738254205673,1,3
699,1,222,1,1699.7974784753799,2,2
700,1,222,2,733.16606215667,3,1
701,1,223,1,1450.48596004199,1,3
702,1,223,2,716.3947135413761,2,2
703,1,223,1,483.142694298294,3,1
704,1,224,2,633.3828793140129,1,4
705,1,224,1,4350.33768862195,2,3
706,1,224,2,1249.71619494318,3,2
