,choice,correct,earnings,face_mult,face_val_base,first_image,house_mult,house_val_base,image_list,key_entry_list,last_image,num_fixations,participant,round_num,rt,rt_list,summed_val,trial,face_val_total,house_val_total
4984,0.0,1.0,148.474,1.0,-0.54,1.0,1.0,-0.7,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,137,2.0,1.90221841768,"[0.500847158945362, 1.1515211152750453, 1.902218417676977]",-1.24,15.0,-0.54,-0.7
4985,0.0,1.0,148.474,1.0,0.18,1.0,3.0,-0.84,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,137,2.0,2.2023371311,"[0.3504672068816035, 1.1013108353718053, 2.202337131101558]",-2.34,16.0,0.18,-2.52
4986,1.0,1.0,149.114,2.0,-0.58,0.0,3.0,0.6,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,137,2.0,2.88631244135,"[0.4672964196979592, 0.967810363792978, 1.7186335607148067, 2.8863124413533114]",0.64,17.0,-1.16,1.8
4987,1.0,1.0,151.214,3.0,0.74,0.0,1.0,-0.12,"[0, 1, 0]","['space', 'space', 'f']",0.0,3.0,137,2.0,2.219091318,"[0.38394823842281767, 1.1845490467321724, 2.2190913179952076]",2.1,18.0,2.22,-0.12
4988,0.0,1.0,151.214,1.0,-0.5,1.0,1.0,-0.38,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'j']",1.0,5.0,137,2.0,2.83672712708,"[0.45098661942574836, 1.135684846656659, 2.136003639222963, 2.4700549819526714, 2.836727127084032]",-0.88,19.0,-0.5,-0.38
4989,1.0,1.0,151.254,1.0,0.46,1.0,1.0,-0.42,"[1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'f']",1.0,7.0,137,2.0,3.25323938017,"[0.45072942202978084, 1.0012261945930732, 1.4682170421519913, 1.9520576242352945, 2.4527139883834934, 2.8531895631940642, 3.2532393801661783]",0.04,20.0,0.46,-0.42
4990,1.0,1.0,152.194,0.1,0.0,1.0,1.0,0.94,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']",0.0,4.0,137,2.0,2.3193968,"[0.4342811077394799, 1.2515736063792247, 1.7017736104057803, 2.319396799995957]",0.94,21.0,0.0,0.94
4991,0.0,1.0,152.194,1.0,0.14,1.0,1.0,-0.94,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,137,2.0,2.81975720686,"[0.6008512753051036, 1.5518013883247477, 2.2859355990940458, 2.8197572068602312]",-0.8,22.0,0.14,-0.94
4992,1.0,1.0,152.814,1.0,0.04,1.0,1.0,0.58,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,137,2.0,2.08539614558,"[0.3671715167106413, 0.9676607325982332, 1.3683156845640951, 1.7685935539002458, 2.085396145584582]",0.62,23.0,0.04,0.58
4993,1.0,1.0,153.854,1.0,0.26,1.0,1.0,0.78,"[1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'f']",1.0,7.0,137,2.0,2.53608710819,"[0.21715482592162516, 0.7505666004544764, 1.1352299437862712, 1.5351836121994893, 1.9187824107029883, 2.235892677776519, 2.5360871081911682]",1.04,24.0,0.26,0.78
4994,0.0,1.0,153.854,2.0,0.22,1.0,3.0,-0.86,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'j']",1.0,5.0,137,2.0,2.26930249929,"[0.30072775445341904, 0.9179870818402378, 1.568455520624866, 1.9355377994538685, 2.2693024992918254]",-2.14,25.0,0.44,-2.58
4995,1.0,1.0,155.114,1.0,0.92,1.0,1.0,0.34,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,137,2.0,1.90210183755,"[0.2840525896563122, 0.8678645374970984, 1.2348840192985335, 1.5351607769166549, 1.902101837549253]",1.26,26.0,0.92,0.34
4996,1.0,1.0,156.094,1.0,0.58,1.0,1.0,0.4,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,137,2.0,2.16928335972,"[0.3005060118389338, 0.9175712393221147, 1.3014314417205242, 1.6352937924389153, 2.1692833597194294]",0.98,27.0,0.58,0.4
4997,1.0,0.0,156.024,0.5,-0.78,0.0,1.0,0.32,"[0, 1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'space', 'f']",1.0,8.0,137,2.0,3.48697863068,"[0.5174514141799591, 1.1182209632102058, 1.5517749474711309, 2.018969509789258, 2.419174666777508, 2.8363767857713356, 3.1031241371042597, 3.486978630682188]",-0.07,28.0,-0.39,0.32
4998,1.0,1.0,156.65,1.0,0.66,1.0,0.1,-0.34,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']",0.0,4.0,137,2.0,2.08613528763,"[0.717149267332843, 1.4851226630266865, 1.785268418233045, 2.0861352876331694]",0.626,29.0,0.66,-0.034
4999,1.0,1.0,158.924,3.0,0.78,0.0,0.1,-0.66,"[0, 1]","['space', 'f']",1.0,2.0,137,2.0,2.43611994893,"[0.9680197873731231, 2.436119948933083]",2.274,30.0,2.34,-0.066
5000,1.0,1.0,159.004,1.0,-0.5,0.0,1.0,0.58,"[0, 1]","['space', 'f']",1.0,2.0,137,2.0,1.85193993239,"[0.4006017697943207, 1.8519399323895414]",0.08,31.0,-0.5,0.58
5001,1.0,1.0,159.104,1.0,-0.14,1.0,1.0,0.24,"[1, 0]","['space', 'f']",0.0,2.0,137,2.0,1.6686645536,"[0.5175127088864429, 1.6686645536015021]",0.1,32.0,-0.14,0.24
5002,1.0,1.0,161.144,0.5,-0.72,0.0,10.0,0.24,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,137,2.0,2.70269603564,"[0.7510918119583039, 1.401767571073833, 2.352354122354427, 2.702696035644294]",2.04,33.0,-0.36,2.4
5003,1.0,1.0,162.274,2.0,0.38,1.0,0.5,0.74,"[1, 0]","['space', 'f']",0.0,2.0,137,2.0,1.41845295166,"[0.400713842958794, 1.4184529516555813]",1.13,34.0,0.76,0.37
5004,0.0,1.0,162.274,1.0,-0.74,1.0,1.0,-0.28,"[1, 0]","['space', 'j']",0.0,2.0,137,2.0,2.25242151648,"[0.4002057579164102, 2.252421516484901]",-1.02,35.0,-0.74,-0.28
5005,0.0,1.0,162.274,0.5,0.18,1.0,1.0,-0.48,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,137,2.0,2.71968849069,"[0.5175890268055809, 1.3841699810377577, 2.7196884906870764]",-0.39,36.0,0.09,-0.48
5006,0.0,1.0,162.274,1.0,0.04,0.0,2.0,-0.52,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,1.23511447538,"[0.3335483655796452, 0.901518335981109, 1.2351144753761218]",-1.0,37.0,0.04,-1.04
5007,0.0,1.0,162.274,1.0,-0.62,1.0,3.0,-0.7,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,137,2.0,1.50165721056,"[0.33373044691370524, 0.8676457995252349, 1.2847493662461602, 1.5016572105560044]",-2.72,38.0,-0.62,-2.1
5008,1.0,1.0,163.87,0.1,-0.84,1.0,3.0,0.56,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,137,2.0,1.80215991729,"[0.2838948459261701, 0.8677416476193685, 1.8021599172880087]",1.596,39.0,-0.084,1.68
5009,0.0,1.0,163.87,0.1,-0.84,0.0,0.5,-0.5,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'j']",1.0,6.0,137,2.0,2.48623227749,"[0.3838085225479517, 0.9345937407888414, 1.334993899073197, 1.718795210479584, 2.1358065346767034, 2.486232277491581]",-0.334,40.0,-0.084,-0.25
5010,0.0,0.0,163.83,0.1,0.1,1.0,0.1,0.3,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,137,2.0,3.80401919005,"[0.4841464546871066, 1.134852260227035, 2.3360482281173063, 3.8040191900504396]",0.04,41.0,0.01,0.03
5011,1.0,1.0,165.09,1.0,0.68,1.0,1.0,0.58,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']",0.0,4.0,137,2.0,1.93559068116,"[0.4339166446075069, 1.0346747759963364, 1.4015990106313438, 1.9355906811615569]",1.26,42.0,0.68,0.58
5012,0.0,1.0,165.09,3.0,-0.22,1.0,0.1,-0.7,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,137,2.0,1.58531727372,"[0.33403331487488686, 0.8179102531321405, 1.2181415505096993, 1.5853172737197383]",-0.73,43.0,-0.66,-0.07
5013,0.0,1.0,165.09,2.0,-0.18,1.0,0.1,-0.02,"[1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'j']",0.0,6.0,137,2.0,2.85303452364,"[0.35057958050992966, 0.9512764171922754, 1.8519675751003888, 2.2693779158175857, 2.6026444459334925, 2.8530345236422363]",-0.362,44.0,-0.36,-0.002
5014,1.0,1.0,165.232,0.5,0.44,1.0,0.1,-0.78,"[1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'f']",0.0,6.0,137,2.0,3.0202846418,"[0.38415976525311635, 1.0180639105478804, 1.6520401672623848, 2.4195502470865904, 2.7032539977517445, 3.0202846417996625]",0.142,45.0,0.22,-0.078
5015,0.0,1.0,165.232,0.1,-0.44,1.0,2.0,-0.5,"[1, 0, 1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'j']",1.0,9.0,137,2.0,4.30410978002,"[0.3000688363590598, 0.8840256079665778, 1.368071407131083, 2.05204431366883, 2.7026545715784778, 3.420037299631531, 3.8866793081988362, 4.070558920588155, 4.304109780021008]",-1.044,46.0,-0.044,-1.0
5016,0.0,1.0,165.232,1.0,0.56,0.0,1.0,-0.8,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,2.08574047761,"[0.5007056402846501, 1.2682893338496797, 2.0857404776120347]",-0.24,47.0,0.56,-0.8
5017,0.0,1.0,165.232,0.1,-0.6,1.0,0.5,-0.2,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'j']",1.0,5.0,137,2.0,2.66949984421,"[0.2338341972181297, 0.767826468676958, 1.3682252448256804, 1.7688372304046425, 2.66949984420944]",-0.16,48.0,-0.06,-0.1
5018,1.0,1.0,166.752,2.0,0.52,0.0,2.0,0.24,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'f']",1.0,6.0,137,2.0,2.95393402346,"[0.2837977959743512, 0.934628895106016, 1.4520541688962112, 2.036144647094261, 2.4532854713820598, 2.953934023459624]",1.52,49.0,1.04,0.48
5019,1.0,1.0,167.612,0.5,0.64,0.0,1.0,0.54,"[0, 1]","['space', 'f']",1.0,2.0,137,2.0,1.46836727428,"[0.31731668601150886, 1.4683672742758063]",0.86,50.0,0.32,0.54
5020,0.0,1.0,167.612,1.0,-0.84,0.0,1.0,-0.24,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,137,2.0,2.95285024892,"[0.500482695813389, 2.019040118887915, 2.736543333104237, 2.952850248919731]",-1.08,51.0,-0.84,-0.24
5021,0.0,1.0,167.612,1.0,-0.92,0.0,0.1,-0.56,"[0, 1]","['space', 'j']",1.0,2.0,137,2.0,1.15135405715,"[0.3504566906326545, 1.1513540571536396]",-0.976,52.0,-0.92,-0.056
5022,1.0,1.0,167.872,1.0,0.08,1.0,1.0,0.18,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,137,2.0,2.60324747768,"[0.31762826743579353, 0.9682189951695364, 2.6032474776775416]",0.26,53.0,0.08,0.18
5023,1.0,1.0,177.532,10.0,0.96,1.0,1.0,0.06,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,137,2.0,2.01931594507,"[0.3178250715182003, 0.951713893136457, 2.0193159450668645]",9.66,54.0,9.6,0.06
5024,0.0,0.0,177.292,0.5,-0.84,0.0,3.0,0.22,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,137,2.0,3.4869020123,"[0.4674661819976791, 0.9680203883017384, 1.4184748855454927, 3.486902012299197]",0.24,55.0,-0.42,0.66
5025,0.0,1.0,177.292,3.0,-0.92,0.0,3.0,-0.58,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,1.51851926412,"[0.367420000643051, 0.9346538336385493, 1.5185192641151843]",-4.5,56.0,-2.76,-1.74
5026,1.0,1.0,177.612,1.0,-0.46,0.0,1.0,0.78,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'f']",1.0,6.0,137,2.0,2.48598379356,"[0.48393432692864735, 1.1012822912684896, 1.518643656313543, 1.9020477539847889, 2.1024853501144207, 2.485983793559626]",0.32,57.0,-0.46,0.78
5027,1.0,1.0,179.732,1.0,0.72,1.0,10.0,0.14,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,137,2.0,7.12385406692,"[0.4003950503924898, 1.084645886358885, 4.104070899947601, 5.07185902938636, 7.123854066918739]",2.12,58.0,0.72,1.4
5028,0.0,1.0,179.732,2.0,-0.8,0.0,1.0,-0.76,"[0, 1]","['space', 'j']",1.0,2.0,137,2.0,1.56872353473,"[0.40059305633121767, 1.5687235347336355]",-2.36,59.0,-1.6,-0.76
5029,0.0,1.0,179.732,1.0,-0.86,0.0,1.0,0.24,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,137,2.0,2.05231112592,"[0.3174134354990201, 1.1847266211020724, 1.785282840517084, 2.0523111259208235]",-0.62,60.0,-0.86,0.24
5030,0.0,1.0,179.732,1.0,0.4,0.0,10.0,-0.96,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,1.33496084801,"[0.2506070128956708, 0.8345115037245705, 1.334960848006176]",-9.2,61.0,0.4,-9.6
5031,1.0,1.0,182.472,1.0,0.04,0.0,3.0,0.9,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,137,2.0,2.13604930979,"[0.2840336604085678, 1.0512703177678304, 1.551715756014346, 2.136049309788632]",2.74,62.0,0.04,2.7
5032,0.0,1.0,182.472,10.0,-0.92,0.0,10.0,-0.94,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,3.50376797189,"[2.152354002168522, 2.719755794678349, 3.503767971893012]",-18.6,63.0,-9.2,-9.4
5033,1.0,1.0,188.432,10.0,0.66,1.0,1.0,-0.64,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']",0.0,4.0,137,2.0,2.21902461493,"[0.7013541623164201, 1.3515080150341419, 1.785493165490152, 2.2190246149325503]",5.96,64.0,6.6,-0.64
5034,1.0,0.0,188.416,0.1,-0.46,0.0,0.1,0.3,"[0, 1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'space', 'f']",0.0,7.0,137,2.0,5.78945238288,"[0.367377334720004, 0.9678935923893732, 1.5353095067189315, 2.069073124885108, 2.5360558599090837, 3.6872019958036617, 5.789452382876789]",-0.016,65.0,-0.046,0.03
5035,1.0,1.0,194.736,10.0,0.66,1.0,0.5,-0.56,"[1, 0]","['space', 'f']",0.0,2.0,137,2.0,1.86879627713,"[0.6509311537256508, 1.8687962771277853]",6.32,66.0,6.6,-0.28
5036,0.0,1.0,194.736,1.0,-0.4,1.0,1.0,-0.4,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'j']",1.0,5.0,137,2.0,2.6016261726,"[0.5328685351737477, 1.1169493985153167, 1.7005861756997547, 2.167872680077835, 2.601626172599026]",-0.8,67.0,-0.4,-0.4
5037,1.0,1.0,194.756,1.0,-0.5,0.0,1.0,0.52,"[0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'f']",0.0,5.0,137,2.0,4.58781863858,"[0.35077578366326634, 0.93511744997204, 1.3850455338542815, 3.454043242213629, 4.587818638578483]",0.02,68.0,-0.5,0.52
5038,0.0,1.0,194.756,0.5,1.0,1.0,10.0,-0.84,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,137,2.0,2.13605712186,"[0.45101306027936516, 1.2019801795754574, 2.1360571218592668]",-7.9,69.0,0.5,-8.4
5039,0.0,0.0,194.612,0.1,0.24,0.0,3.0,0.04,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,137,2.0,3.63730570104,"[0.3674749855999835, 1.0513231994755188, 2.085785847713396, 3.637305701038713]",0.144,70.0,0.024,0.12
5040,1.0,1.0,201.412,3.0,-0.8,0.0,10.0,0.92,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,137,2.0,2.03552839492,"[0.3506706211769597, 1.234767439170355, 1.6017544708329297, 2.035528394922949]",6.8,71.0,-2.4,9.2
5041,0.0,1.0,201.412,2.0,-1.0,0.0,1.0,0.92,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,2.11905775614,"[0.45093403818236766, 1.0514836473835203, 2.1190577561387727]",-1.08,72.0,-2.0,0.92
5042,0.0,1.0,201.412,10.0,-0.72,1.0,3.0,0.92,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,137,2.0,1.80159654682,"[0.518945322417494, 1.2347139565340512, 1.8015965468243849]",-4.44,73.0,-7.2,2.76
5043,0.0,1.0,201.412,1.0,0.82,0.0,1.0,-0.9,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,2.35255663526,"[0.3007502892719458, 0.9013251374699394, 2.3525566352568603]",-0.08,74.0,0.82,-0.9
5044,0.0,1.0,201.412,2.0,-0.5,0.0,0.1,0.18,"[0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'j']",0.0,5.0,137,2.0,2.31923334745,"[0.38400652848713435, 0.9513993070695506, 1.4184364261218434, 1.8522259743531322, 2.3192333474453335]",-0.982,75.0,-1.0,0.018
5045,0.0,0.0,201.332,1.0,-0.38,1.0,1.0,0.46,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,137,2.0,2.06781688387,"[0.316162903302029, 0.8166056373702304, 1.8342981741088806, 2.067816883867181]",0.08,76.0,-0.38,0.46
5046,0.0,1.0,201.332,10.0,-0.54,0.0,2.0,-0.98,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,1.4350731315,"[0.334203077174152, 0.8846776153832252, 1.435073131495301]",-7.36,77.0,-5.4,-1.96
5047,0.0,1.0,201.332,1.0,-0.84,1.0,1.0,0.12,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'j']",1.0,5.0,137,2.0,2.78633536678,"[1.1183237219829607, 1.6185224790824577, 2.085686694511878, 2.519628878580079, 2.786335366775347]",-0.72,78.0,-0.84,0.12
5048,0.0,1.0,201.332,0.5,-0.38,0.0,0.1,0.56,"[0, 1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'space', 'j']",0.0,7.0,137,2.0,3.40378308524,"[0.4674580694627366, 0.9845549358310564, 1.451745291649786, 1.885411649539492, 2.3361470808545164, 2.903231583118668, 3.403783085244868]",-0.134,79.0,-0.19,0.056
5049,0.0,1.0,201.332,1.0,-0.26,0.0,1.0,-0.9,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,1.21845283147,"[0.35079952033902373, 0.7845728435004276, 1.2184528314696763]",-1.16,80.0,-0.26,-0.9
5050,0.0,1.0,201.332,0.1,0.08,0.0,2.0,-0.96,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,1.21812051801,"[0.3173930039301922, 0.884623531818761, 1.218120518012256]",-1.912,81.0,0.008,-1.92
5051,1.0,1.0,202.61,0.1,0.38,0.0,2.0,0.62,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,137,2.0,1.91883078545,"[0.21698776780021944, 0.7003863669756356, 1.0846269571115954, 1.9188307854465165]",1.278,82.0,0.038,1.24
5052,0.0,1.0,202.61,0.1,0.96,0.0,3.0,-1.0,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,137,2.0,1.90210844776,"[0.2839185826019275, 0.9177449076569246, 1.468177681335419, 1.9021084477626573]",-2.904,83.0,0.096,-3.0
5053,1.0,1.0,204.47,3.0,0.8,0.0,3.0,-0.18,"[0, 1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'space', 'f']",1.0,8.0,137,2.0,5.08852307701,"[0.4006660691434263, 1.401913897162558, 2.1859188632356563, 2.919956624981296, 4.104383983693424, 4.454611420105266, 4.704758422238228, 5.088523077006357]",1.86,84.0,2.4,-0.54
5054,1.0,1.0,208.13,3.0,0.52,0.0,3.0,0.7,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,137,2.0,1.63504500804,"[0.28382033079287794, 0.9010937799994281, 1.1843459329006691, 1.6350450080417431]",3.66,85.0,1.56,2.1
5055,1.0,1.0,211.068,0.1,-0.62,1.0,3.0,1.0,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,137,2.0,1.90169470849,"[0.30072775445341904, 1.2013720399390877, 1.901694708494233]",2.938,86.0,-0.062,3.0
5056,1.0,1.0,211.808,0.5,-0.04,1.0,2.0,0.38,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,137,2.0,2.2023245116,"[0.5674769085712796, 1.268263794388531, 2.20232451160291]",0.74,87.0,-0.02,0.76
5057,1.0,1.0,214.108,1.0,0.66,1.0,2.0,0.82,"[1, 0]","['space', 'f']",0.0,2.0,137,2.0,1.10141239229,"[0.2505358028693081, 1.1014123922873296]",2.3,88.0,0.66,1.64
5058,1.0,1.0,223.62,10.0,0.96,0.0,0.1,-0.88,"[0, 1]","['space', 'f']",1.0,2.0,137,2.0,1.43504639018,"[0.4841602760425303, 1.4350463901773765]",9.512,89.0,9.6,-0.088
5059,1.0,1.0,223.708,0.1,0.22,1.0,0.1,0.66,"[1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'f']",0.0,6.0,137,2.0,2.61948396467,"[0.3838698172548902, 1.017975874523927, 1.518514757151479, 1.9021484095073902, 2.269146858811837, 2.619483964673691]",0.088,90.0,0.022,0.066
5060,0.0,1.0,223.708,10.0,-0.28,1.0,3.0,-0.8,"[1, 0]","['space', 'j']",0.0,2.0,137,2.0,1.91766378231,"[0.41614989319987217, 1.9176637823102283]",-5.2,91.0,-2.8,-2.4
5061,1.0,1.0,224.79,0.1,0.62,0.0,3.0,0.34,"[0, 1]","['space', 'f']",1.0,2.0,137,2.0,1.93550655117,"[0.5675817705937334, 1.9355065511722387]",1.082,92.0,0.062,1.02
5062,1.0,1.0,226.91,1.0,-0.28,1.0,10.0,0.24,"[1, 0, 1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'f']",1.0,9.0,137,2.0,6.82465146898,"[0.8344838610132683, 1.5187286876953294, 4.071677849445223, 4.672397821874256, 5.156336054837993, 5.606846738895911, 6.024035336999077, 6.5244960989221, 6.824651468984484]",2.12,93.0,-0.28,2.4
5063,0.0,1.0,226.91,0.1,0.74,0.0,2.0,-0.86,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,137,2.0,2.08556049953,"[0.5175673933795224, 1.2017593383534404, 1.6687793309442895, 2.0855604995276735]",-1.646,94.0,0.074,-1.72
5064,1.0,0.0,221.51,10.0,-0.84,0.0,3.0,1.0,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,137,2.0,2.01879103403,"[0.3507859994474529, 1.101172621818023, 1.6184557760193456, 2.0187910340264352]",-5.4,95.0,-8.4,3.0
5065,1.0,1.0,226.27,2.0,0.38,1.0,10.0,0.4,"[1, 0]","['space', 'f']",0.0,2.0,137,2.0,3.62034449428,"[2.1357918119283568, 3.620344494278015]",4.76,96.0,0.76,4.0
5066,0.0,1.0,226.27,3.0,-0.96,0.0,1.0,0.38,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,137,2.0,2.03576666307,"[0.3505717684397496, 1.0514884548115333, 2.035766663071172]",-2.5,97.0,-2.88,0.38
5067,1.0,1.0,228.35,1.0,0.84,0.0,2.0,0.62,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'f']",1.0,6.0,137,2.0,2.83612649905,"[0.4673303721579032, 1.1013165441927413, 1.6351829211316726, 2.1520646550989113, 2.4526139337890527, 2.8361264990539894]",2.08,98.0,0.84,1.24
5068,1.0,1.0,229.45,3.0,0.58,0.0,1.0,-0.64,"[0, 1, 0]","['space', 'space', 'f']",0.0,3.0,137,2.0,2.03533098991,"[0.3006959052431739, 1.0345747214023504, 2.0353309899128362]",1.1,99.0,1.74,-0.64
5069,1.0,1.0,238.41,10.0,0.94,0.0,1.0,-0.44,"[0, 1, 0]","['space', 'space', 'f']",0.0,3.0,137,2.0,2.0691419312,"[0.3843376400877787, 0.9849900080612315, 2.069141931197919]",8.96,100.0,9.4,-0.44
5070,0.0,1.0,238.41,1.0,-0.44,1.0,1.0,0.2,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,137,3.0,7.29063215574,"[4.504761607159253, 5.071860531707898, 6.156104396903629, 7.290632155743879]",-0.24,1.0,-0.44,0.2
5071,1.0,1.0,242.61,10.0,-0.2,0.0,10.0,0.62,"[0, 1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'space', 'f']",0.0,7.0,137,3.0,2.85303873014,"[0.36717241810356427, 0.9009219144500094, 1.3180597340951863, 1.7020566477267494, 2.052293999458925, 2.4026791796004545, 2.8530387301420888]",4.2,2.0,-2.0,6.2
5072,0.0,1.0,242.61,1.0,-0.18,0.0,2.0,-0.06,"[0, 1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'space', 'j']",1.0,8.0,137,3.0,6.15607194676,"[0.30030800589975115, 0.833981785256583, 1.3011228649384066, 1.8018282047592038, 2.2521766381237285, 3.2531101805398066, 4.454254468579165, 6.156071946764769]",-0.3,3.0,-0.18,-0.12
5073,0.0,1.0,242.61,0.1,0.38,1.0,2.0,-0.66,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,137,3.0,1.71831657093,"[0.2836595824210235, 1.0513835927895343, 1.7183165709338937]",-1.282,4.0,0.038,-1.32
5074,1.0,1.0,242.71,0.5,0.04,1.0,0.5,0.16,"[1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'f']",0.0,6.0,137,3.0,3.31917024995,"[0.3161352605911816, 0.532906093204474, 1.016772815677541, 1.784372734311546, 2.8186142408635533, 3.319170249953004]",0.1,5.0,0.02,0.08
5075,1.0,1.0,244.11,1.0,0.82,1.0,1.0,0.58,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']",0.0,4.0,137,3.0,1.58543535617,"[0.2339480731675394, 0.8012684398663623, 1.134834833300829, 1.5854353561685457]",1.4,6.0,0.82,0.58
5076,1.0,1.0,244.6,1.0,0.02,1.0,0.5,0.94,"[1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'f']",0.0,6.0,137,3.0,4.80592263106,"[0.31758920708398364, 1.752309894017344, 2.7201500037708684, 3.4379765175171997, 3.954906025299806, 4.805922631057456]",0.49,7.0,0.02,0.47
5077,0.0,1.0,244.6,2.0,-0.78,0.0,0.5,0.72,"[0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'j']",0.0,5.0,137,3.0,2.23581635986,"[0.3007268530609508, 0.8337047572204028, 1.3182613456051513, 1.6357000201010123, 2.2358163598578358]",-1.2,8.0,-1.56,0.36
