"","Trial","correct","faceVal","houseVal","mult1House","mult2Face","summedVal","earnings","flip","selection","rt","participant","subject","finalEarnings","accuracy"
"3828",75,1,-0.92,-0.5,1,1,-1.42,110.76,2,"['j']",1.40198710756886,9,9,113.74,0.843333333333333
"3838",76,1,0.7,-0.48,1,1,0.22,110.98,2,"['f']",2.20239087494156,9,9,113.74,0.843333333333333
"3848",77,1,-0.64,0.54,3,2,0.34,111.32,1,"['f']",1.2520003581576,9,9,113.74,0.843333333333333
"3858",78,1,0.54,-0.74,1,2,0.34,111.66,1,"['f']",2.35292898105035,9,9,113.74,0.843333333333333
"3868",79,1,-0.56,-0.26,1,1,-0.82,111.66,3,"['j']",0.534448826585503,9,9,113.74,0.843333333333333
"3878",80,1,0.42,0.5,1,1,0.92,112.58,2,"['f']",1.00120697539751,9,9,113.74,0.843333333333333
"3888",81,0,-0.38,0.28,3,2,0.08,112.5,1,"['j']",1.51833028159126,9,9,113.74,0.843333333333333
"3898",82,1,0.36,-0.76,1,3,0.32,112.82,1,"['f']",1.51863735872757,9,9,113.74,0.843333333333333
"3908",83,1,-0.46,-0.16,1,1,-0.62,112.82,2,"['j']",0.634792140028367,9,9,113.74,0.843333333333333
"3918",84,1,-0.52,-0.04,1,3,-1.6,112.82,2,"['j']",0.651041989043733,9,9,113.74,0.843333333333333
"3928",85,1,-0.6,-0.52,1,2,-1.72,112.82,2,"['j']",0.46725421960582,9,9,113.74,0.843333333333333
"3938",86,1,-0.42,0.58,2,1,0.74,113.56,3,"['f']",2.73678621842555,9,9,113.74,0.843333333333333
"3948",87,1,-0.92,-0.14,1,1,-1.06,113.56,3,"['j']",0.65126012798828,9,9,113.74,0.843333333333333
"3958",88,1,-0.48,-0.98,3,3,-4.38,113.56,2,"['j']",0.901426436395923,9,9,113.74,0.843333333333333
"3968",89,1,0.36,-0.76,1,3,0.32,113.88,1,"['f']",1.73586288374827,9,9,113.74,0.843333333333333
"3978",90,0,-0.1,0.24,1,1,0.14,113.74,2,"['j']",0.818052289647312,9,9,113.74,0.843333333333333
"3988",91,1,-0.38,0.84,1,3,-0.3,113.74,3,"['j']",1.36875757552116,9,9,113.74,0.843333333333333
"3998",92,1,-0.92,-0.4,3,1,-2.12,113.74,2,"['j']",0.867654261192001,9,9,113.74,0.843333333333333
"4008",93,1,0.3,1,1,1,1.3,115.04,2,"['f']",1.56875372954528,9,9,113.74,0.843333333333333
"4018",94,1,-0.92,-0.44,1,1,-1.36,115.04,3,"['j']",0.50073674475243,9,9,113.74,0.843333333333333
"4028",95,0,0.24,-0.02,3,1,0.18,114.86,3,"['j']",2.38623332934731,9,9,113.74,0.843333333333333
"4038",96,1,-0.98,0.78,2,1,0.58,115.44,1,"['f']",1.16840506779408,9,9,113.74,0.843333333333333
"4048",97,1,0.64,0.7,1,1,1.34,116.78,2,"['f']",0.650730404902788,9,9,113.74,0.843333333333333
"4058",98,0,-0.38,0.72,1,3,-0.42,116.36,1,"['f']",0.718051808900782,9,9,113.74,0.843333333333333
"4068",99,1,0.28,-0.6,1,3,0.24,116.6,1,"['f']",0.801384491222052,9,9,113.74,0.843333333333333
"4078",100,0,0.42,-0.2,3,1,-0.18,116.42,3,"['f']",2.66946120882676,9,9,113.74,0.843333333333333
"1069",1,1,-0.62,0.44,3,1,0.7,15.62,2,"['f']",5.85619480659443,10,10,92.26,0.823333333333333
"1079",2,1,0.36,-0.52,2,1,-0.68,15.62,2,"['j']",2.65274685917211,10,10,92.26,0.823333333333333
"1089",3,0,-0.28,0.68,1,1,0.4,15.22,2,"['j']",2.06937959841707,10,10,92.26,0.823333333333333
"1099",4,1,-0.32,0.22,3,2,0.02,15.24,1,"['f']",3.67087717232062,10,10,92.26,0.823333333333333
"1109",5,1,0.28,0.8,2,1,1.88,17.12,2,"['f']",4.87159149601939,10,10,92.26,0.823333333333333
"1119",6,1,-0.44,0.58,1,1,0.14,17.26,2,"['f']",5.88929364761498,10,10,92.26,0.823333333333333
"1129",7,1,-0.48,-0.54,3,1,-2.1,17.26,2,"['j']",2.25238906634695,10,10,92.26,0.823333333333333
"1139",8,1,-0.56,0.46,3,2,0.26,17.52,1,"['f']",1.51860579781714,10,10,92.26,0.823333333333333
"1149",9,1,0.42,0.14,1,1,0.56,18.08,3,"['f']",1.76863682075054,10,10,92.26,0.823333333333333
"1159",10,1,-0.38,0.48,2,3,-0.18,18.08,1,"['j']",1.80218215164314,10,10,92.26,0.823333333333333
"1169",11,0,0.56,-0.3,3,1,-0.34,17.74,1,"['f']",1.41855601089264,10,10,92.26,0.823333333333333
"1179",12,1,0.64,0.44,1,1,1.08,18.82,3,"['f']",2.00251398435648,10,10,92.26,0.823333333333333
"1189",13,1,-0.76,0.2,1,1,-0.56,18.82,2,"['j']",4.78863031269611,10,10,92.26,0.823333333333333
"1199",14,0,0.36,-0.8,1,3,0.28,18.54,3,"['j']",2.36930270961602,10,10,92.26,0.823333333333333
"1209",15,0,-0.26,0.76,1,2,0.24,18.3,2,"['j']",2.48651892038288,10,10,92.26,0.823333333333333
"1219",16,1,0.24,0.18,1,1,0.42,18.72,3,"['f']",1.26846660775482,10,10,92.26,0.823333333333333
"1229",17,1,-0.52,0.24,3,1,0.2,18.92,1,"['f']",1.93577035878116,10,10,92.26,0.823333333333333
"1239",18,1,0.52,-0.72,1,2,0.32,19.24,1,"['f']",3.42024582181875,10,10,92.26,0.823333333333333
"1249",19,1,-0.24,0.44,1,3,-0.28,19.24,1,"['j']",1.95261378355826,10,10,92.26,0.823333333333333
"1259",20,1,0,-0.54,1,1,-0.54,19.24,3,"['j']",4.7552889970284,10,10,92.26,0.823333333333333
"1269",21,1,0.36,-0.8,1,1,-0.44,19.24,2,"['j']",1.98511770536606,10,10,92.26,0.823333333333333
"1279",22,1,0.2,-0.44,1,3,0.16,19.4,1,"['f']",2.25274331369292,10,10,92.26,0.823333333333333
"1289",23,1,-0.38,-0.72,3,1,-2.54,19.4,2,"['j']",2.16895104626201,10,10,92.26,0.823333333333333
"1299",24,1,0.44,-0.76,3,1,-1.84,19.4,2,"['j']",1.98584512930938,10,10,92.26,0.823333333333333
"1309",25,1,-0.66,0.76,2,3,-0.46,19.4,1,"['j']",2.97016029466977,10,10,92.26,0.823333333333333
"1319",26,1,-0.66,0.56,3,2,0.36,19.76,1,"['f']",2.3028376143975,10,10,92.26,0.823333333333333
"1329",27,1,-0.28,-0.9,1,1,-1.18,19.76,3,"['j']",1.36814261715881,10,10,92.26,0.823333333333333
"1339",28,0,0.68,-0.36,3,1,-0.4,19.36,1,"['f']",2.18600629833054,10,10,92.26,0.823333333333333
"1349",29,0,-0.06,-0.4,1,1,-0.46,18.9,2,"['f']",3.7716147219071,10,10,92.26,0.823333333333333
"1359",30,1,-0.58,-0.18,1,1,-0.76,18.9,3,"['j']",1.93547229824799,10,10,92.26,0.823333333333333
"1369",31,1,0.78,0.36,3,1,1.86,20.76,3,"['f']",1.952436209187,10,10,92.26,0.823333333333333
"1379",32,1,-0.24,0.44,1,3,-0.28,20.76,1,"['j']",2.08543160036606,10,10,92.26,0.823333333333333
"1389",33,0,-0.18,0.86,2,3,1.18,19.58,2,"['j']",2.86969887172745,10,10,92.26,0.823333333333333
"1399",34,1,-0.14,-0.44,1,1,-0.58,19.58,3,"['j']",4.90513081762583,10,10,92.26,0.823333333333333
"1409",35,1,-0.4,0.76,1,3,-0.44,19.58,1,"['j']",2.40243760634621,10,10,92.26,0.823333333333333
"1419",36,1,0.3,0.72,3,1,2.46,22.04,2,"['f']",2.0194568627976,10,10,92.26,0.823333333333333
"1429",37,1,-0.92,0.72,2,1,0.52,22.56,1,"['f']",1.96917176729767,10,10,92.26,0.823333333333333
"1439",38,1,-0.94,0.46,1,1,-0.48,22.56,2,"['j']",2.11891683840804,10,10,92.26,0.823333333333333
"1449",39,1,0.62,0.86,1,2,2.1,24.66,3,"['f']",1.83558776665814,10,10,92.26,0.823333333333333
"1459",40,1,0.24,-0.88,3,1,-2.4,24.66,3,"['j']",1.86851924909206,10,10,92.26,0.823333333333333
"1469",41,1,0,0.76,3,1,2.28,26.94,3,"['f']",1.86899428306606,10,10,92.26,0.823333333333333
"1479",42,1,-0.96,0.76,2,1,0.56,27.5,1,"['f']",2.6531479789428,10,10,92.26,0.823333333333333
"1489",43,1,-0.36,0.46,2,3,-0.16,27.5,1,"['j']",1.91911712787442,10,10,92.26,0.823333333333333
"1499",44,1,0.02,0.48,3,1,1.46,28.96,2,"['f']",2.50307089483977,10,10,92.26,0.823333333333333
"1509",45,1,-0.72,0.34,3,1,0.3,29.26,1,"['f']",1.90289025573475,10,10,92.26,0.823333333333333
"1519",46,1,-0.04,-0.6,2,1,-1.24,29.26,3,"['j']",2.00249265139428,10,10,92.26,0.823333333333333
"1529",47,1,-0.92,0.5,1,1,-0.42,29.26,2,"['j']",1.36816605336753,10,10,92.26,0.823333333333333
"1539",48,0,-0.78,0.52,1,1,-0.26,29,2,"['f']",2.31935112943029,10,10,92.26,0.823333333333333
"1549",49,1,0.22,-0.78,1,1,-0.56,29,2,"['j']",3.3038721128014,10,10,92.26,0.823333333333333
"1559",50,1,-0.24,0.34,2,3,-0.04,29,1,"['j']",2.41928373530027,10,10,92.26,0.823333333333333
"1569",51,1,-0.72,0.34,3,1,0.3,29.3,1,"['f']",1.31859726463335,10,10,92.26,0.823333333333333
"1579",52,1,0.88,0.72,1,2,2.48,31.78,2,"['f']",4.4888796679752,10,10,92.26,0.823333333333333
"1589",53,1,-0.52,0.72,1,2,-0.32,31.78,1,"['j']",1.55202102768999,10,10,92.26,0.823333333333333
"1599",54,1,0.3,-0.7,2,3,-0.5,31.78,3,"['j']",3.0869597615274,10,10,92.26,0.823333333333333
"1609",55,0,-0.42,0.98,1,1,0.56,31.22,3,"['j']",2.76993302351548,10,10,92.26,0.823333333333333
"1619",56,1,-0.54,-0.88,1,1,-1.42,31.22,2,"['j']",1.48534981399825,10,10,92.26,0.823333333333333
"1629",57,0,-0.92,0.82,1,1,-0.1,31.12,3,"['f']",5.67257990320832,10,10,92.26,0.823333333333333
"1639",58,1,-0.6,0,1,1,-0.6,31.12,2,"['j']",6.4732978925731,10,10,92.26,0.823333333333333
"1649",59,1,0.18,-0.78,1,1,-0.6,31.12,3,"['j']",1.66859063939773,10,10,92.26,0.823333333333333
"1659",60,1,-0.4,0.76,1,3,-0.44,31.12,1,"['j']",1.93547980985568,10,10,92.26,0.823333333333333
"1669",61,0,0.62,-0.72,2,3,0.42,30.7,1,"['j']",2.40265183735391,10,10,92.26,0.823333333333333
"1679",62,0,0.78,-0.6,1,1,0.18,30.52,3,"['j']",1.718830064332,10,10,92.26,0.823333333333333
"1689",63,1,-0.7,0.8,2,3,-0.5,30.52,1,"['j']",2.35290096728386,10,10,92.26,0.823333333333333
"1699",64,1,0.5,-0.76,2,1,-1.02,30.52,3,"['j']",1.91907596427154,10,10,92.26,0.823333333333333
"1709",65,1,-0.26,0.48,1,3,-0.3,30.52,1,"['j']",1.75229246709205,10,10,92.26,0.823333333333333
"1719",66,1,0.04,0.08,2,1,0.2,30.72,3,"['f']",1.48538887434916,10,10,92.26,0.823333333333333
"1729",67,1,0,0.58,1,1,0.58,31.3,2,"['f']",2.57024538614678,10,10,92.26,0.823333333333333
"1739",68,0,-0.22,0,1,1,-0.22,31.08,3,"['f']",3.88768406064264,10,10,92.26,0.823333333333333
"1749",69,1,-0.22,0.28,1,2,-0.16,31.08,2,"['j']",3.22008675604775,10,10,92.26,0.823333333333333
"1759",70,1,-0.62,-0.44,2,1,-1.5,31.08,2,"['j']",7.32404768608103,10,10,92.26,0.823333333333333
"1769",71,1,-0.42,0.22,2,1,0.02,31.1,1,"['f']",2.11928160200478,10,10,92.26,0.823333333333333
"1779",72,1,0.86,-0.66,2,1,-0.46,31.1,1,"['j']",2.78656221728124,10,10,92.26,0.823333333333333
"1789",73,1,0.24,0.32,2,1,0.88,31.98,3,"['f']",5.20552445583598,10,10,92.26,0.823333333333333
"1799",74,1,-0.52,-0.44,1,3,-2,31.98,3,"['j']",3.33747603421943,10,10,92.26,0.823333333333333
"1809",75,0,0.24,-0.44,1,2,0.04,31.94,1,"['j']",2.91991185580991,10,10,92.26,0.823333333333333
"1819",76,0,0.36,-0.26,3,2,-0.06,31.88,1,"['f']",2.10252260768175,10,10,92.26,0.823333333333333
"1829",77,1,0.86,0.18,3,1,1.4,33.28,2,"['f']",1.26833981184245,10,10,92.26,0.823333333333333
"1839",78,1,0.82,-0.42,3,3,1.2,34.48,3,"['f']",2.80331760603258,10,10,92.26,0.823333333333333
"1849",79,1,0,-0.26,1,2,-0.26,34.48,2,"['j']",2.13583147320969,10,10,92.26,0.823333333333333
"1859",80,1,0.78,-0.68,3,2,-0.48,34.48,1,"['j']",0.884930906744557,10,10,92.26,0.823333333333333
"1869",81,1,0.28,-0.16,1,3,0.68,35.16,2,"['f']",0.818043358793147,10,10,92.26,0.823333333333333
"1879",82,1,-0.9,0.66,2,1,0.42,35.58,2,"['f']",1.93560660576622,10,10,92.26,0.823333333333333
"1889",83,0,0.52,-0.72,1,2,0.32,35.26,1,"['j']",0.817647647379999,10,10,92.26,0.823333333333333
"1899",84,1,-0.2,-0.04,1,2,-0.44,35.26,3,"['j']",2.11954150357633,10,10,92.26,0.823333333333333
"1909",85,1,0.88,-0.54,1,3,2.1,37.36,2,"['f']",1.88569378546708,10,10,92.26,0.823333333333333
"1919",86,1,-0.48,-0.7,3,2,-3.06,37.36,2,"['j']",2.68617621086378,10,10,92.26,0.823333333333333
"1929",87,1,0.8,0.2,1,1,1,38.36,2,"['f']",1.36834362774061,10,10,92.26,0.823333333333333
"1939",88,0,-0.38,0.62,1,1,0.24,38.12,3,"['j']",1.78561425258158,10,10,92.26,0.823333333333333
"1949",89,1,-0.36,0.46,2,3,-0.16,38.12,1,"['j']",2.03586130930853,10,10,92.26,0.823333333333333
"1959",90,0,0.34,-0.72,1,3,0.3,37.82,1,"['j']",3.55403654186011,10,10,92.26,0.823333333333333
"1969",91,1,0.16,-0.66,1,1,-0.5,37.82,2,"['j']",1.83556402998329,10,10,92.26,0.823333333333333
"1979",92,1,-0.82,-0.38,1,1,-1.2,37.82,2,"['j']",1.81895106128468,10,10,92.26,0.823333333333333
"1989",93,0,0.64,-0.54,3,2,-0.34,37.48,1,"['f']",2.48603998037288,10,10,92.26,0.823333333333333
"1999",94,0,0.44,-0.24,2,1,-0.04,37.44,1,"['f']",1.1012336160602,10,10,92.26,0.823333333333333
"2009",95,1,-0.76,0.96,1,2,-0.56,37.44,1,"['j']",2.26936920235494,10,10,92.26,0.823333333333333
"2019",96,1,-0.32,0.68,3,1,1.72,39.16,2,"['f']",1.38525525789919,10,10,92.26,0.823333333333333
"2029",97,1,-0.48,0.58,2,3,-0.28,39.16,1,"['j']",2.30250680326208,10,10,92.26,0.823333333333333
"2039",98,1,0.7,0.54,1,1,1.24,40.4,2,"['f']",1.35158944084469,10,10,92.26,0.823333333333333
"2049",99,1,-0.26,-0.3,1,1,-0.56,40.4,2,"['j']",2.72002771482221,10,10,92.26,0.823333333333333
"2059",100,0,-0.66,0.2,3,2,-0.72,39.68,3,"['f']",1.80233388608758,10,10,92.26,0.823333333333333
"2079",1,1,0.74,-0.84,2,3,0.54,40.22,1,"['f']",10.1276200857938,10,10,92.26,0.823333333333333
"2089",2,0,0.56,-0.3,3,1,-0.34,39.88,1,"['f']",1.9191979527568,10,10,92.26,0.823333333333333
"2099",3,1,0.06,0.34,2,3,0.86,40.74,3,"['f']",2.50259916597133,10,10,92.26,0.823333333333333
"2109",4,1,0.86,0.14,2,1,1.14,41.88,2,"['f']",1.18468305378701,10,10,92.26,0.823333333333333
"2119",5,1,0.82,0.5,3,1,2.32,44.2,2,"['f']",1.51870735473494,10,10,92.26,0.823333333333333
"2129",6,1,0.2,0.62,3,1,2.06,46.26,2,"['f']",1.26823134425103,10,10,92.26,0.823333333333333
"2139",7,1,-0.28,0.52,1,3,-0.32,46.26,1,"['j']",1.85289661055322,10,10,92.26,0.823333333333333
"2149",8,1,0.08,0.56,1,1,0.64,46.9,3,"['f']",1.90227099892036,10,10,92.26,0.823333333333333
"2159",9,1,-0.3,-0.16,1,3,-1.06,46.9,2,"['j']",1.68553441923177,10,10,92.26,0.823333333333333
"2169",10,1,1,0.82,1,1,1.82,48.72,3,"['f']",1.65238359789691,10,10,92.26,0.823333333333333
"2179",11,1,0.88,0.92,2,2,3.6,52.32,2,"['f']",1.85222086646172,10,10,92.26,0.823333333333333
"2189",12,0,-0.76,0.82,1,1,0.06,52.26,2,"['j']",1.88573134349826,10,10,92.26,0.823333333333333
"2199",13,1,-0.82,-0.9,1,1,-1.72,52.26,2,"['j']",1.31857803492312,10,10,92.26,0.823333333333333
"2209",14,0,-0.1,0.58,1,1,0.48,51.78,2,"['j']",2.5529747012115,10,10,92.26,0.823333333333333
"2219",15,1,-0.88,0.78,3,2,0.58,52.36,1,"['f']",1.68517806863383,10,10,92.26,0.823333333333333
"2229",16,1,0.74,-0.94,2,1,-1.14,52.36,3,"['j']",1.96914502597974,10,10,92.26,0.823333333333333
"2239",17,1,-0.02,0.06,1,1,0.04,52.4,2,"['f']",1.50200574908195,10,10,92.26,0.823333333333333
"2249",18,1,0.22,-0.42,1,2,0.02,52.42,1,"['f']",1.83572748253391,10,10,92.26,0.823333333333333
"2259",19,1,0.64,-0.46,3,1,-0.74,52.42,2,"['j']",2.13598621229539,10,10,92.26,0.823333333333333
"2269",20,1,-0.92,-0.3,2,3,-3.36,52.42,3,"['j']",2.4864212695029,10,10,92.26,0.823333333333333
"2279",21,1,0.26,0.34,1,1,0.6,53.02,2,"['f']",1.35192626126627,10,10,92.26,0.823333333333333
"2289",22,1,-0.54,0.64,2,3,-0.34,53.02,1,"['j']",1.90241071479431,10,10,92.26,0.823333333333333
"2299",23,0,-0.98,0.52,1,1,-0.46,52.56,3,"['f']",1.25141496125616,10,10,92.26,0.823333333333333
"2309",24,0,-0.64,-0.22,1,1,-0.86,51.7,3,"['f']",1.91898191896325,10,10,92.26,0.823333333333333
"2319",25,1,0.06,0.68,1,3,0.86,52.56,3,"['f']",1.66882590290334,10,10,92.26,0.823333333333333
"2329",26,1,0.86,-0.76,3,2,-0.56,52.56,1,"['j']",2.63646890810924,10,10,92.26,0.823333333333333
"2339",27,0,0.52,-0.28,3,1,-0.32,52.24,1,"['f']",2.33619665745391,10,10,92.26,0.823333333333333
"2349",28,1,0.16,0.34,1,1,0.5,52.74,3,"['f']",2.05219424532879,10,10,92.26,0.823333333333333
"2359",29,0,-0.94,0.08,1,1,-0.86,51.88,2,"['f']",1.58573311623877,10,10,92.26,0.823333333333333
"2369",30,1,-0.72,0.34,3,1,0.3,52.18,1,"['f']",1.48531856571572,10,10,92.26,0.823333333333333
"2379",31,1,-0.52,0.06,2,2,-0.92,52.18,2,"['j']",1.16831916994852,10,10,92.26,0.823333333333333
"2389",32,1,0.14,-0.56,1,2,-0.28,52.18,3,"['j']",3.4871348720917,10,10,92.26,0.823333333333333
"2399",33,1,0.1,-0.74,1,2,-0.54,52.18,3,"['j']",1.50188015502681,10,10,92.26,0.823333333333333
"2409",34,1,0.62,-0.8,1,1,-0.18,52.18,2,"['j']",1.21853065170944,10,10,92.26,0.823333333333333
"2419",35,1,0.72,0.6,2,1,1.92,54.1,2,"['f']",1.46865842413172,10,10,92.26,0.823333333333333
"2429",36,1,-0.82,0.56,1,2,-1.08,54.1,2,"['j']",1.21743035163672,10,10,92.26,0.823333333333333
"2439",37,1,0.7,-0.42,3,1,-0.56,54.1,3,"['j']",1.65210897357611,10,10,92.26,0.823333333333333
"2449",38,1,0.92,0,1,1,0.92,55.02,3,"['f']",0.95125508423007,10,10,92.26,0.823333333333333
"2459",39,1,0.88,-0.76,2,1,-0.64,55.02,3,"['j']",1.40206232650053,10,10,92.26,0.823333333333333
"2469",40,0,-0.26,0.04,3,3,-0.66,54.36,3,"['f']",2.63615432204278,10,10,92.26,0.823333333333333
"2479",41,1,0.78,-0.26,1,1,0.52,54.88,3,"['f']",1.06844755832208,10,10,92.26,0.823333333333333
"2489",42,1,0.44,-0.24,3,1,-0.28,54.88,1,"['j']",2.26940465713596,10,10,92.26,0.823333333333333
"2499",43,1,-0.7,-0.3,1,2,-1.7,54.88,2,"['j']",1.41879187532686,10,10,92.26,0.823333333333333
"2509",44,1,0.92,-0.72,2,1,-0.52,54.88,1,"['j']",0.951756859523812,10,10,92.26,0.823333333333333
"2519",45,1,0.56,0.1,1,1,0.66,55.54,3,"['f']",1.50200394629792,10,10,92.26,0.823333333333333
"2529",46,1,0.1,-0.32,3,1,-0.86,55.54,3,"['j']",1.40212001563668,10,10,92.26,0.823333333333333
"2539",47,1,0.56,0.84,1,1,1.4,56.94,3,"['f']",1.3354476000859,10,10,92.26,0.823333333333333
"2549",48,1,0.4,-0.42,2,1,-0.44,56.94,3,"['j']",0.951592205115958,10,10,92.26,0.823333333333333
"2559",49,1,-0.84,-1,3,1,-3.84,56.94,3,"['j']",1.23538699644814,10,10,92.26,0.823333333333333
"2569",50,1,-0.38,0.72,1,3,-0.42,56.94,1,"['j']",1.68499839101423,10,10,92.26,0.823333333333333
"2579",51,1,-0.08,0.72,3,1,2.08,59.02,2,"['f']",0.98440800881508,10,10,92.26,0.823333333333333
"2589",52,1,-0.92,-0.06,1,2,-1.9,59.02,2,"['j']",1.46835495524101,10,10,92.26,0.823333333333333
"2599",53,1,0.36,0.82,1,1,1.18,60.2,2,"['f']",1.93575413371218,10,10,92.26,0.823333333333333
"2609",54,1,-0.32,-0.24,2,1,-0.8,60.2,3,"['j']",0.968261360629185,10,10,92.26,0.823333333333333
"2619",55,1,0.28,-0.08,1,1,0.2,60.4,2,"['f']",1.05151219148684,10,10,92.26,0.823333333333333
"2629",56,1,0.76,-0.4,3,1,-0.44,60.4,1,"['j']",0.868043013259012,10,10,92.26,0.823333333333333
"2639",57,1,0.58,-0.38,2,1,-0.18,60.4,1,"['j']",1.48535732560413,10,10,92.26,0.823333333333333
"2649",58,1,0.88,-0.74,2,1,-0.6,60.4,2,"['j']",1.45164223241227,10,10,92.26,0.823333333333333
"2659",59,1,0.28,0.28,1,1,0.56,60.96,2,"['f']",1.03494699660405,10,10,92.26,0.823333333333333
"2669",60,1,-0.78,0.58,2,1,0.38,61.34,1,"['f']",1.4180665546337,10,10,92.26,0.823333333333333
"2679",61,1,0.86,-0.48,2,1,-0.1,61.34,2,"['j']",1.0681615163594,10,10,92.26,0.823333333333333
"2689",62,1,-0.88,-0.54,1,1,-1.42,61.34,2,"['j']",1.20127048302311,10,10,92.26,0.823333333333333
"2699",63,1,-0.48,0.68,1,2,-0.28,61.34,1,"['j']",1.95253896795839,10,10,92.26,0.823333333333333
"2709",64,0,0.26,-0.46,1,2,0.06,61.28,1,"['j']",2.251891798016,10,10,92.26,0.823333333333333
"2719",65,1,-0.54,0.12,1,1,-0.42,61.28,3,"['j']",2.90348457401524,10,10,92.26,0.823333333333333
"2729",66,1,0.84,-0.64,2,1,-0.44,61.28,1,"['j']",1.21804480102219,10,10,92.26,0.823333333333333
"2739",67,1,-0.7,0.8,2,3,-0.5,61.28,1,"['j']",1.73550432773845,10,10,92.26,0.823333333333333
"2749",68,1,0.48,-0.72,2,1,-0.96,61.28,2,"['j']",1.15137148407848,10,10,92.26,0.823333333333333
"2759",69,0,-0.08,-0.06,1,3,-0.3,60.98,2,"['f']",2.61947434981812,10,10,92.26,0.823333333333333
"2769",70,0,0.22,-0.48,1,3,0.18,60.8,1,"['j']",1.20171787428808,10,10,92.26,0.823333333333333
"2779",71,1,0.98,0.8,1,3,3.74,64.54,3,"['f']",3.53741095366422,10,10,92.26,0.823333333333333
"2789",72,1,-0.48,0.38,3,2,0.18,64.72,1,"['f']",2.11928670989619,10,10,92.26,0.823333333333333
"2799",73,0,0.3,-0.46,1,2,0.14,64.58,3,"['j']",1.8191403537603,10,10,92.26,0.823333333333333
"2809",74,1,-0.28,-0.66,1,1,-0.94,64.58,3,"['j']",1.51926651869871,10,10,92.26,0.823333333333333
"2819",75,1,0.68,-0.58,3,2,-0.38,64.58,1,"['j']",1.86899278074634,10,10,92.26,0.823333333333333
"2829",76,1,-0.54,0.5,3,1,0.96,65.54,3,"['f']",1.51844324665944,10,10,92.26,0.823333333333333
"2839",77,0,0.26,-0.38,1,2,0.14,65.4,3,"['j']",2.31945088356042,10,10,92.26,0.823333333333333
"2849",78,1,-0.46,0.66,1,2,-0.26,65.4,1,"['j']",1.718830064332,10,10,92.26,0.823333333333333
"2859",79,1,0.46,-0.84,1,1,-0.38,65.4,3,"['j']",1.55194380837747,10,10,92.26,0.823333333333333
"2869",80,1,-0.56,0.26,3,1,0.22,65.62,1,"['f']",1.16840329993829,10,10,92.26,0.823333333333333
"2879",81,1,0.72,-0.52,2,1,-0.32,65.62,1,"['j']",1.53546725044725,10,10,92.26,0.823333333333333
"2889",82,1,0.6,-0.32,3,1,-0.36,65.62,1,"['j']",1.4849450886577,10,10,92.26,0.823333333333333
"2899",83,1,0.24,-0.52,1,3,0.2,65.82,1,"['f']",1.58539449303134,10,10,92.26,0.823333333333333
"2909",84,1,-0.64,0.74,2,3,-0.44,65.82,1,"['j']",1.68519759881019,10,10,92.26,0.823333333333333
"2919",85,1,0.52,-0.42,3,2,-0.22,65.82,1,"['j']",1.33517297576509,10,10,92.26,0.823333333333333
"2929",86,1,-0.48,0.28,2,1,0.08,65.9,1,"['f']",1.70238385329139,10,10,92.26,0.823333333333333
"2939",87,1,0.78,0.94,1,1,1.72,67.62,2,"['f']",1.6354452264186,10,10,92.26,0.823333333333333
"2949",88,0,0.18,-0.64,1,2,-0.28,67.34,2,"['f']",2.06880180566986,10,10,92.26,0.823333333333333
"2959",89,1,-0.48,0.22,3,1,0.18,67.52,1,"['f']",1.28509369827407,10,10,92.26,0.823333333333333
"2969",90,1,0.18,0.4,1,3,0.94,68.46,2,"['f']",0.817882309956985,10,10,92.26,0.823333333333333
"2979",91,1,0.9,-0.26,1,1,0.64,69.1,3,"['f']",0.801323424824659,10,10,92.26,0.823333333333333
"2989",92,1,-0.56,-0.46,3,2,-2.5,69.1,3,"['j']",2.2695302511911,10,10,92.26,0.823333333333333
"2999",93,1,0.26,0,1,3,0.78,69.88,3,"['f']",1.36853111743039,10,10,92.26,0.823333333333333
"3009",94,1,0.76,0.1,1,1,0.86,70.74,3,"['f']",0.784584862070915,10,10,92.26,0.823333333333333
"3019",95,1,-0.44,0.34,1,3,-0.98,70.74,2,"['j']",0.985010740094367,10,10,92.26,0.823333333333333
"3029",96,1,-0.86,0.44,1,1,-0.42,70.74,3,"['j']",1.66888359203949,10,10,92.26,0.823333333333333
"3039",97,0,-0.38,0.78,1,1,0.4,70.34,3,"['j']",1.18518452861463,10,10,92.26,0.823333333333333
"3049",98,1,-0.16,-0.76,1,1,-0.92,70.34,3,"['j']",1.11840394593673,10,10,92.26,0.823333333333333
"3059",99,1,-0.38,0.48,2,3,-0.18,70.34,1,"['j']",1.88603270913882,10,10,92.26,0.823333333333333
"3069",100,0,-0.44,0.5,1,1,0.06,70.28,3,"['j']",1.60205253136519,10,10,92.26,0.823333333333333
"3089",1,1,0.66,-0.26,2,2,0.8,71.08,3,"['f']",7.64137218416181,10,10,92.26,0.823333333333333
"3099",2,0,0.4,-0.22,3,1,-0.26,70.82,1,"['f']",0.901414976278829,10,10,92.26,0.823333333333333
"3109",3,1,0.24,-0.52,1,3,0.2,71.02,1,"['f']",1.66889981710847,10,10,92.26,0.823333333333333
"3119",4,1,-0.38,0.48,2,3,-0.18,71.02,1,"['j']",2.15278456743545,10,10,92.26,0.823333333333333
