"","Trial","correct","faceVal","houseVal","mult1House","mult2Face","summedVal","earnings","flip","selection","rt","participant","subject","finalEarnings","accuracy"
"106",1,0,-0.78,0.88,2,3,-0.58,-21.94,1,"['f']",4.1214010279291,1,1,-38.14,0.553333333333333
"107",2,0,-0.68,0.78,3,1,1.66,-23.6,2,"['j']",4.17096623382531,1,1,-38.14,0.553333333333333
"108",3,1,-0.24,0.44,1,3,-0.28,-23.6,1,"['j']",2.70343712987233,1,1,-38.14,0.553333333333333
"109",4,1,0.36,-0.76,1,3,0.32,-23.28,1,"['f']",3.50456547330396,1,1,-38.14,0.553333333333333
"110",5,0,0.74,0,1,3,2.22,-25.5,2,"['j']",3.05353997695784,1,1,-38.14,0.553333333333333
"111",6,1,-0.68,0.48,2,1,0.28,-25.22,1,"['f']",2.18611086573947,1,1,-38.14,0.553333333333333
"112",7,1,0.86,-0.66,2,1,-0.46,-25.22,1,"['j']",9.9434629453026,1,1,-38.14,0.553333333333333
"113",8,0,-0.44,0.64,1,2,-0.24,-25.46,1,"['f']",3.70432588736003,1,1,-38.14,0.553333333333333
"114",9,0,0.36,-0.32,1,1,0.04,-25.5,2,"['j']",2.28623279196472,1,1,-38.14,0.553333333333333
"115",10,1,-0.46,0.36,3,2,0.16,-25.34,1,"['f']",4.67173631003971,1,1,-38.14,0.553333333333333
"116",11,1,-0.54,-0.46,1,1,-1,-25.34,3,"['j']",7.59093779839168,1,1,-38.14,0.553333333333333
"117",12,1,-0.56,0.36,2,1,0.16,-25.18,1,"['f']",3.70400710044487,1,1,-38.14,0.553333333333333
"118",13,0,0.24,0.56,1,1,0.8,-25.98,2,"['j']",3.90494651530753,1,1,-38.14,0.553333333333333
"119",14,1,0.94,0.82,1,1,1.76,-24.22,3,"['f']",2.53629303398338,1,1,-38.14,0.553333333333333
"120",15,0,0.28,-0.6,1,3,0.24,-24.46,1,"['j']",2.82026367072831,1,1,-38.14,0.553333333333333
"121",16,0,-0.82,0.72,3,2,0.52,-24.98,1,"['j']",3.05360307333467,1,1,-38.14,0.553333333333333
"122",17,1,-0.88,0.22,1,1,-0.66,-24.98,2,"['j']",4.73849587859877,1,1,-38.14,0.553333333333333
"123",18,1,0.92,0.62,1,2,2.46,-22.52,2,"['f']",1.88574298383173,1,1,-38.14,0.553333333333333
"124",19,0,0.44,0.04,1,1,0.48,-23,2,"['j']",1.81897500241757,1,1,-38.14,0.553333333333333
"125",20,1,-0.44,0.34,3,2,0.14,-22.86,1,"['f']",2.13665232275525,1,1,-38.14,0.553333333333333
"126",21,0,0.2,-0.54,1,1,-0.34,-23.2,2,"['f']",4.10463572059962,1,1,-38.14,0.553333333333333
"127",22,1,0.72,-0.62,3,2,-0.42,-23.2,1,"['j']",4.93859130435885,1,1,-38.14,0.553333333333333
"128",23,0,0.44,-0.24,3,1,-0.28,-23.48,1,"['f']",3.12034761895484,1,1,-38.14,0.553333333333333
"129",24,1,-0.34,0.86,1,1,0.52,-22.96,2,"['f']",3.85392859052808,1,1,-38.14,0.553333333333333
"130",25,1,0.24,0.98,1,2,1.46,-21.5,2,"['f']",4.92177461855317,1,1,-38.14,0.553333333333333
"131",26,1,-0.24,-0.88,1,2,-1.36,-21.5,3,"['j']",4.58901065487589,1,1,-38.14,0.553333333333333
"132",27,1,-1,0.04,1,1,-0.96,-21.5,3,"['j']",2.06902623066708,1,1,-38.14,0.553333333333333
"133",28,1,-0.18,-0.66,1,1,-0.84,-21.5,2,"['j']",2.35288389486232,1,1,-38.14,0.553333333333333
"134",29,0,0.24,-0.2,1,2,0.28,-21.78,3,"['j']",7.19083227722149,1,1,-38.14,0.553333333333333
"135",30,0,-0.36,-0.82,3,1,-2.82,-24.6,2,"['f']",1.78576197283837,1,1,-38.14,0.553333333333333
"136",31,0,0.1,0.5,1,1,0.6,-25.2,3,"['j']",1.68549582632113,1,1,-38.14,0.553333333333333
"137",32,1,0.76,-0.64,1,1,0.12,-25.08,3,"['f']",5.53923783186474,1,1,-38.14,0.553333333333333
"138",33,1,0.34,-0.44,2,3,0.14,-24.94,1,"['f']",2.68621061809972,1,1,-38.14,0.553333333333333
"139",34,1,0.32,-0.22,3,2,-0.02,-24.94,1,"['j']",1.51867772836704,1,1,-38.14,0.553333333333333
"140",35,1,-0.6,0.28,3,1,0.24,-24.7,1,"['f']",3.65386501341709,1,1,-38.14,0.553333333333333
"141",36,1,-0.26,-0.02,1,2,-0.54,-24.7,3,"['j']",3.11982752455515,1,1,-38.14,0.553333333333333
"142",37,1,0.4,-0.42,1,1,-0.02,-24.7,2,"['j']",3.28699595762737,1,1,-38.14,0.553333333333333
"143",38,0,-0.12,-0.16,2,1,-0.44,-25.14,3,"['f']",2.90336009220482,1,1,-38.14,0.553333333333333
"144",39,1,0.98,0.66,1,2,2.62,-22.52,2,"['f']",3.8543690633087,1,1,-38.14,0.553333333333333
"145",40,1,-0.72,0.82,2,3,-0.52,-22.52,1,"['j']",1.93574415562762,1,1,-38.14,0.553333333333333
"146",41,1,0.28,-0.6,1,3,0.24,-22.28,1,"['f']",1.56875792085339,1,1,-38.14,0.553333333333333
"147",42,1,-1,0.28,1,1,-0.72,-22.28,2,"['j']",1.20147423174058,1,1,-38.14,0.553333333333333
"148",43,1,0.66,-0.34,1,1,0.32,-21.96,2,"['f']",2.4362660527695,1,1,-38.14,0.553333333333333
"149",44,1,0.6,-0.44,1,1,0.16,-21.8,2,"['f']",1.23517009880743,1,1,-38.14,0.553333333333333
"150",45,0,0.44,0.72,1,2,1.6,-23.4,3,"['j']",2.68649905866187,1,1,-38.14,0.553333333333333
"151",46,0,0.38,-0.7,3,1,-1.72,-25.12,3,"['f']",4.30506856171996,1,1,-38.14,0.553333333333333
"152",47,0,0.04,-0.36,2,1,-0.68,-25.8,3,"['f']",2.7863920351956,1,1,-38.14,0.553333333333333
"153",48,1,-0.94,0.8,2,1,0.66,-25.14,3,"['f']",1.3188926766743,1,1,-38.14,0.553333333333333
"154",49,0,-0.64,0,1,1,-0.64,-25.78,2,"['f']",1.95242022664752,1,1,-38.14,0.553333333333333
"155",50,1,0.46,0.24,3,1,1.18,-24.6,2,"['f']",1.58554185663525,1,1,-38.14,0.553333333333333
"156",51,0,0.52,-0.12,1,1,0.4,-25,2,"['j']",1.41852605669555,1,1,-38.14,0.553333333333333
"157",52,1,0.26,-0.56,1,3,0.22,-24.78,1,"['f']",4.10436110114824,1,1,-38.14,0.553333333333333
"158",53,1,-0.56,0.26,3,1,0.22,-24.56,1,"['f']",4.02125867049472,1,1,-38.14,0.553333333333333
"159",54,0,0.34,-0.44,2,3,0.14,-24.7,1,"['j']",2.90337000734871,1,1,-38.14,0.553333333333333
"160",55,1,-0.68,0.48,2,1,0.28,-24.42,1,"['f']",2.65290534762607,1,1,-38.14,0.553333333333333
"161",56,0,0.94,0.38,1,1,1.32,-25.74,2,"['j']",1.51841242313822,1,1,-38.14,0.553333333333333
"162",57,1,0.84,0.68,3,1,2.88,-22.86,2,"['f']",1.58545772813522,1,1,-38.14,0.553333333333333
"163",58,0,-0.7,0.6,3,2,0.4,-23.26,1,"['j']",2.78643019348237,1,1,-38.14,0.553333333333333
"164",59,0,0.74,-0.84,2,3,0.54,-23.8,1,"['j']",3.13697681839403,1,1,-38.14,0.553333333333333
"165",60,0,0.76,-0.56,2,1,-0.36,-24.16,1,"['f']",1.46901998112298,1,1,-38.14,0.553333333333333
"166",61,0,-0.38,0.48,2,3,-0.18,-24.34,1,"['f']",2.38574628887727,1,1,-38.14,0.553333333333333
"167",62,0,0.84,-0.22,1,1,0.62,-24.96,2,"['j']",4.60520178520528,1,1,-38.14,0.553333333333333
"168",63,0,0.64,-0.34,3,1,-0.38,-25.34,1,"['f']",4.52176975111797,1,1,-38.14,0.553333333333333
"169",64,1,-0.42,0.22,2,1,0.02,-25.32,1,"['f']",2.18582272563071,1,1,-38.14,0.553333333333333
"170",65,0,0.58,0.48,1,2,1.64,-26.96,2,"['j']",2.33616996600176,1,1,-38.14,0.553333333333333
"171",66,1,-0.18,1,1,3,0.46,-26.5,3,"['f']",4.83869772691105,1,1,-38.14,0.553333333333333
"172",67,1,-0.6,0.3,1,1,-0.3,-26.5,2,"['j']",3.05357993799407,1,1,-38.14,0.553333333333333
"173",68,1,0.48,-0.26,3,1,-0.3,-26.5,1,"['j']",2.38591124083177,1,1,-38.14,0.553333333333333
"174",69,1,-0.5,-0.6,2,1,-1.7,-26.5,3,"['j']",2.15268961812399,1,1,-38.14,0.553333333333333
"175",70,0,-0.94,-0.7,1,1,-1.64,-28.14,3,"['f']",1.93572883222078,1,1,-38.14,0.553333333333333
"176",71,1,0.88,1,1,1,1.88,-26.26,2,"['f']",1.23528036723292,1,1,-38.14,0.553333333333333
"177",72,0,-0.08,-0.84,1,3,-1.08,-27.34,3,"['f']",2.31940556005429,1,1,-38.14,0.553333333333333
"178",73,1,0.24,-0.34,2,3,0.04,-27.3,1,"['f']",5.4229569244053,1,1,-38.14,0.553333333333333
"179",74,1,-0.4,0.76,1,3,-0.44,-27.3,1,"['j']",4.4549579027007,1,1,-38.14,0.553333333333333
"180",75,0,-0.08,-0.4,1,3,-0.64,-27.94,2,"['f']",6.65722234140412,1,1,-38.14,0.553333333333333
"181",76,0,0.42,-0.32,3,2,-0.12,-28.06,1,"['f']",1.41871234123391,1,1,-38.14,0.553333333333333
"182",77,1,-0.76,0.36,3,1,0.32,-27.74,1,"['f']",1.35144169203704,1,1,-38.14,0.553333333333333
"183",78,0,0.16,-0.14,1,1,0.02,-27.76,3,"['j']",3.23690014127351,1,1,-38.14,0.553333333333333
"184",79,0,-0.1,0.32,1,1,0.22,-27.98,2,"['j']",1.73566285143897,1,1,-38.14,0.553333333333333
"185",80,1,0.46,0.7,1,1,1.16,-26.82,3,"['f']",0.567812677079928,1,1,-38.14,0.553333333333333
"186",81,0,0.56,-0.3,3,1,-0.34,-27.16,1,"['f']",2.16888856038713,1,1,-38.14,0.553333333333333
"187",82,1,0.12,0.22,2,1,0.56,-26.6,2,"['f']",1.68562983100128,1,1,-38.14,0.553333333333333
"188",83,1,0.62,0.32,1,1,0.94,-25.66,2,"['f']",1.5515449297236,1,1,-38.14,0.553333333333333
"189",84,1,-0.64,-0.04,1,1,-0.68,-25.66,3,"['j']",1.7357481817744,1,1,-38.14,0.553333333333333
"190",85,1,0.56,-0.66,2,3,0.36,-25.3,1,"['f']",2.45290456643852,1,1,-38.14,0.553333333333333
"191",86,0,0.92,-0.92,1,1,0,-25.3,3,"['j']",3.25328777174582,1,1,-38.14,0.553333333333333
"192",87,0,-0.24,0.44,1,2,-0.04,-25.34,1,"['f']",1.23499943814386,1,1,-38.14,0.553333333333333
"193",88,1,-0.98,0.78,2,1,0.58,-24.76,1,"['f']",1.25179659411515,1,1,-38.14,0.553333333333333
"194",89,0,-0.82,0.92,3,1,1.94,-26.7,2,"['j']",3.28734509088827,1,1,-38.14,0.553333333333333
"195",90,0,-0.66,0.86,1,2,-0.46,-27.16,1,"['f']",1.63542735174269,1,1,-38.14,0.553333333333333
"196",91,1,0.84,0.52,1,3,3.04,-24.12,2,"['f']",1.15130089699232,1,1,-38.14,0.553333333333333
"197",92,0,0.68,-0.36,3,1,-0.4,-24.52,1,"['f']",1.55212331315124,1,1,-38.14,0.553333333333333
"198",93,0,0.82,0.06,2,1,0.94,-25.46,2,"['j']",1.05151999164082,1,1,-38.14,0.553333333333333
"199",94,0,-0.3,-0.8,1,2,-1.4,-26.86,2,"['f']",1.75180680971971,1,1,-38.14,0.553333333333333
"200",95,1,-0.7,0.4,3,1,0.5,-26.36,3,"['f']",1.05302078394016,1,1,-38.14,0.553333333333333
"201",96,1,-0.7,0.1,2,1,-0.5,-26.36,2,"['j']",2.0186651090844,1,1,-38.14,0.553333333333333
"202",97,1,0.22,-0.48,1,3,0.18,-26.18,1,"['f']",2.23635000098875,1,1,-38.14,0.553333333333333
"203",98,0,-0.04,0.64,3,1,1.88,-28.06,3,"['j']",1.88615371118067,1,1,-38.14,0.553333333333333
"204",99,0,0.38,-0.88,1,1,-0.5,-28.56,2,"['f']",2.53628612342436,1,1,-38.14,0.553333333333333
"205",100,1,0.3,-0.64,1,3,0.26,-28.3,1,"['f']",2.10251718475047,1,1,-38.14,0.553333333333333
"207",1,0,0.68,-0.58,3,2,-0.38,-28.68,1,"['f']",4.92163790974155,1,1,-38.14,0.553333333333333
"208",2,1,-0.74,0.8,1,1,0.06,-28.62,3,"['f']",0.88477370335022,1,1,-38.14,0.553333333333333
"209",3,1,-0.54,0.14,2,2,-0.8,-28.62,2,"['j']",0.918316035917087,1,1,-38.14,0.553333333333333
"210",4,0,-0.48,-0.24,3,1,-1.2,-29.82,2,"['f']",3.06984798581834,1,1,-38.14,0.553333333333333
"211",5,1,0.48,-0.6,1,1,-0.12,-29.82,3,"['j']",4.50508076035476,1,1,-38.14,0.553333333333333
"212",6,0,0.26,0.54,1,1,0.8,-30.62,3,"['j']",2.7538706620544,1,1,-38.14,0.553333333333333
"213",7,1,-0.66,0.38,2,1,0.1,-30.52,3,"['f']",3.05356401367317,1,1,-38.14,0.553333333333333
"214",8,1,-0.28,1,1,1,0.72,-29.8,3,"['f']",2.13592611354397,1,1,-38.14,0.553333333333333
"215",9,0,0.68,0.3,1,1,0.98,-30.78,3,"['j']",1.18507308062544,1,1,-38.14,0.553333333333333
"216",10,1,-0.34,0.64,1,3,-0.38,-30.78,1,"['j']",1.20187203935347,1,1,-38.14,0.553333333333333
"217",11,1,0.78,-0.44,1,1,0.34,-30.44,3,"['f']",2.16930169140687,1,1,-38.14,0.553333333333333
"218",12,1,-0.98,-0.68,3,1,-3.02,-30.44,2,"['j']",2.73652276486973,1,1,-38.14,0.553333333333333
"219",13,0,0.76,0.26,1,1,1.02,-31.46,2,"['j']",1.73552704400208,1,1,-38.14,0.553333333333333
"220",14,1,-0.1,-0.9,3,1,-2.8,-31.46,3,"['j']",3.52057182140561,1,1,-38.14,0.553333333333333
"221",15,1,-0.46,0.36,3,2,0.16,-31.3,1,"['f']",6.85712126702128,1,1,-38.14,0.553333333333333
"222",16,0,0.64,-0.26,2,1,0.12,-31.42,3,"['j']",2.6030201529793,1,1,-38.14,0.553333333333333
"223",17,1,-0.42,0.32,3,2,0.12,-31.3,1,"['f']",2.16925842531782,1,1,-38.14,0.553333333333333
"224",18,1,0.48,-0.38,3,2,-0.18,-31.3,1,"['j']",2.13612832240324,1,1,-38.14,0.553333333333333
"225",19,0,-0.66,0.56,3,2,0.36,-31.66,1,"['j']",17.6177017776936,1,1,-38.14,0.553333333333333
"226",20,1,-0.52,0.62,2,3,-0.32,-31.66,1,"['j']",1.90239201356599,1,1,-38.14,0.553333333333333
"227",21,1,0.14,0.26,2,1,0.66,-31,3,"['f']",1.56896613887511,1,1,-38.14,0.553333333333333
"228",22,0,-0.86,-0.24,1,1,-1.1,-32.1,3,"['f']",2.67015168969374,1,1,-38.14,0.553333333333333
"229",23,0,-0.98,-0.88,1,2,-2.84,-34.94,3,"['f']",4.18787696326763,1,1,-38.14,0.553333333333333
"230",24,0,-0.76,0.36,3,1,0.32,-35.26,1,"['j']",6.17352914842195,1,1,-38.14,0.553333333333333
"231",25,0,0.04,0.1,1,2,0.18,-35.44,3,"['j']",2.76986018444586,1,1,-38.14,0.553333333333333
"232",26,1,-0.76,0.86,2,3,-0.56,-35.44,1,"['j']",2.0360295315113,1,1,-38.14,0.553333333333333
"233",27,0,0.28,0.22,1,1,0.5,-35.94,3,"['j']",1.55202386124438,1,1,-38.14,0.553333333333333
"234",28,0,-0.26,0.56,1,3,-0.22,-36.16,2,"['f']",3.77097849254642,1,1,-38.14,0.553333333333333
"235",29,1,0.4,-0.22,3,1,-0.26,-36.16,1,"['j']",2.4362390114693,1,1,-38.14,0.553333333333333
"236",30,0,0.42,-0.22,2,1,-0.02,-36.18,1,"['f']",6.0560241713174,1,1,-38.14,0.553333333333333
"237",31,1,0.6,-0.4,2,1,-0.2,-36.18,1,"['j']",5.08874204460153,1,1,-38.14,0.553333333333333
"238",32,1,0.48,-0.38,3,2,-0.18,-36.18,1,"['j']",2.68655344173021,1,1,-38.14,0.553333333333333
"239",33,0,-0.6,-0.66,1,1,-1.26,-37.44,3,"['f']",4.65519033771852,1,1,-38.14,0.553333333333333
"240",34,1,-0.24,0.44,1,3,-0.28,-37.44,1,"['j']",5.10562062494137,1,1,-38.14,0.553333333333333
"241",35,0,0.78,-0.86,1,3,1.48,-38.92,2,"['j']",2.83690368668613,1,1,-38.14,0.553333333333333
"242",36,0,0.4,-0.06,1,1,0.34,-39.26,3,"['j']",6.43964801838592,1,1,-38.14,0.553333333333333
"243",37,0,-0.42,-0.64,1,3,-1.9,-41.16,2,"['f']",6.35679466817965,1,1,-38.14,0.553333333333333
"244",38,0,0.4,-0.22,3,1,-0.26,-41.42,1,"['f']",2.25322677857912,1,1,-38.14,0.553333333333333
"245",39,1,-0.44,-0.18,1,1,-0.62,-41.42,3,"['j']",1.83563605050585,1,1,-38.14,0.553333333333333
"246",40,1,-0.3,0.56,1,3,-0.34,-41.42,1,"['j']",1.91906447907968,1,1,-38.14,0.553333333333333
"247",41,0,0.84,-1,1,1,-0.16,-41.58,2,"['f']",3.05362440591853,1,1,-38.14,0.553333333333333
"248",42,1,0,0.76,2,1,1.52,-40.06,3,"['f']",2.25254593866703,1,1,-38.14,0.553333333333333
"249",43,0,0.7,-0.06,2,1,0.58,-40.64,3,"['j']",2.58627107043139,1,1,-38.14,0.553333333333333
"250",44,1,-0.92,0.72,2,1,0.52,-40.12,1,"['f']",1.65229151005042,1,1,-38.14,0.553333333333333
"251",45,0,-0.76,-0.66,1,1,-1.42,-41.54,2,"['f']",2.23609581273922,1,1,-38.14,0.553333333333333
"252",46,0,-0.22,0.4,1,3,-0.26,-41.8,1,"['f']",17.9342043036522,1,1,-38.14,0.553333333333333
"253",47,1,0.48,-0.26,1,1,0.22,-41.58,3,"['f']",1.31854774983367,1,1,-38.14,0.553333333333333
"254",48,1,0.2,-0.34,3,1,-0.82,-41.58,2,"['j']",4.13781569969433,1,1,-38.14,0.553333333333333
"255",49,1,-0.24,0.44,1,2,-0.04,-41.58,1,"['j']",2.08573475125741,1,1,-38.14,0.553333333333333
"256",50,0,0.1,0.18,2,1,0.46,-42.04,2,"['j']",2.40246292186202,1,1,-38.14,0.553333333333333
"257",51,1,0.52,-0.28,3,1,-0.32,-42.04,1,"['j']",2.08560735667561,1,1,-38.14,0.553333333333333
"258",52,1,0.32,-0.68,1,3,0.28,-41.76,1,"['f']",2.16916438167391,1,1,-38.14,0.553333333333333
"259",53,1,-0.86,0.68,1,3,-1.9,-41.76,3,"['j']",2.75292421644554,1,1,-38.14,0.553333333333333
"260",54,0,0.1,0.46,2,1,1.02,-42.78,3,"['j']",2.46971374077111,1,1,-38.14,0.553333333333333
"261",55,1,-0.84,0.4,3,1,0.36,-42.42,1,"['f']",4.73824379357393,1,1,-38.14,0.553333333333333
"262",56,0,0.66,-0.86,1,2,0.46,-42.88,1,"['j']",3.58767090854235,1,1,-38.14,0.553333333333333
"263",57,0,-0.56,-0.66,1,3,-2.34,-45.22,2,"['f']",2.48591538716573,1,1,-38.14,0.553333333333333
"264",58,0,0.18,0.02,1,1,0.2,-45.42,3,"['j']",2.48655326144944,1,1,-38.14,0.553333333333333
"265",59,0,-0.58,0.78,1,2,-0.38,-45.8,1,"['f']",5.70676771700528,1,1,-38.14,0.553333333333333
"266",60,1,0.36,-0.76,1,3,0.32,-45.48,1,"['f']",1.26803279328306,1,1,-38.14,0.553333333333333
"267",61,1,0.84,-0.76,1,1,0.08,-45.4,3,"['f']",0.968141739693237,1,1,-38.14,0.553333333333333
"268",62,1,-0.76,0.46,1,1,-0.3,-45.4,3,"['j']",1.9690665522503,1,1,-38.14,0.553333333333333
"269",63,1,-0.22,0.78,1,3,0.12,-45.28,2,"['f']",1.85262489927118,1,1,-38.14,0.553333333333333
"270",64,0,0.56,-0.46,3,2,-0.26,-45.54,1,"['f']",2.01890006796748,1,1,-38.14,0.553333333333333
"271",65,1,-0.76,0.96,1,2,-0.56,-45.54,1,"['j']",0.467658301284246,1,1,-38.14,0.553333333333333
"272",66,1,-0.4,0.3,3,2,0.1,-45.44,1,"['f']",0.567684381123399,1,1,-38.14,0.553333333333333
"273",67,1,0.42,0.36,2,1,1.14,-44.3,3,"['f']",1.70228456945188,1,1,-38.14,0.553333333333333
"274",68,1,0.44,-0.78,3,1,-1.9,-44.3,3,"['j']",0.317556836307631,1,1,-38.14,0.553333333333333
"275",69,1,-0.72,0.7,1,1,-0.02,-44.3,3,"['j']",0.784330586538999,1,1,-38.14,0.553333333333333
"276",70,0,-0.28,-0.62,1,1,-0.9,-45.2,2,"['f']",0.367762620626308,1,1,-38.14,0.553333333333333
"277",71,1,-0.7,0.42,2,1,0.14,-45.06,3,"['f']",1.23540205309837,1,1,-38.14,0.553333333333333
"278",72,1,-0.2,-0.5,1,1,-0.7,-45.06,2,"['j']",0.551066599124169,1,1,-38.14,0.553333333333333
"279",73,1,0.52,-0.02,1,1,0.5,-44.56,3,"['f']",1.58494814980077,1,1,-38.14,0.553333333333333
"280",74,0,-0.68,0.24,1,1,-0.44,-45,3,"['f']",1.83584697266633,1,1,-38.14,0.553333333333333
"281",75,1,0.82,0.8,1,1,1.62,-43.38,3,"['f']",1.83570936247997,1,1,-38.14,0.553333333333333
"282",76,0,0.76,-0.86,2,3,0.56,-43.94,1,"['j']",1.55202836812532,1,1,-38.14,0.553333333333333
"283",77,0,0.16,-0.3,3,1,-0.74,-44.68,2,"['f']",0.450589229993057,1,1,-38.14,0.553333333333333
"284",78,1,-0.8,0.38,3,1,0.34,-44.34,1,"['f']",0.100602059588709,1,1,-38.14,0.553333333333333
"285",79,0,0.8,-0.38,1,1,0.42,-44.76,2,"['j']",0.617945750338549,1,1,-38.14,0.553333333333333
"286",80,0,-0.54,-0.82,1,1,-1.36,-46.12,2,"['f']",0.467336509791494,1,1,-38.14,0.553333333333333
"287",81,1,-0.84,-0.42,1,1,-1.26,-46.12,2,"['j']",5.82248075710959,1,1,-38.14,0.553333333333333
"288",82,1,-0.36,-0.18,1,1,-0.54,-46.12,3,"['j']",1.55214584756322,1,1,-38.14,0.553333333333333
"289",83,1,0.24,-0.24,3,3,0,-46.12,2,"['f']",3.25409270119417,1,1,-38.14,0.553333333333333
"290",84,1,-0.72,0.94,1,1,0.22,-45.9,2,"['f']",0.684687291366572,1,1,-38.14,0.553333333333333
"291",85,0,0.22,-0.32,2,3,0.02,-45.92,1,"['j']",0.60110983515915,1,1,-38.14,0.553333333333333
"292",86,0,0.58,-0.02,1,1,0.56,-46.48,2,"['j']",1.51865369165171,1,1,-38.14,0.553333333333333
"293",87,1,0.66,-0.04,1,1,0.62,-45.86,2,"['f']",0.417822381903534,1,1,-38.14,0.553333333333333
"294",88,1,0.58,0.32,1,1,0.9,-44.96,2,"['f']",0.734532224516443,1,1,-38.14,0.553333333333333
"295",89,0,0.06,0.56,1,1,0.62,-45.58,3,"['j']",0.818155050023051,1,1,-38.14,0.553333333333333
"296",90,1,-0.54,0.54,3,1,1.08,-44.5,3,"['f']",0.501040188784827,1,1,-38.14,0.553333333333333
"297",91,0,0.42,-0.52,2,3,0.22,-44.72,1,"['j']",1.55230659309018,1,1,-38.14,0.553333333333333
"298",92,0,-0.3,0.26,2,1,0.22,-44.94,3,"['j']",0.067495993382181,1,1,-38.14,0.553333333333333
"299",93,1,-0.42,0.32,3,2,0.12,-44.82,1,"['f']",0.384198925436067,1,1,-38.14,0.553333333333333
"300",94,1,-0.58,0.8,1,1,0.22,-44.6,2,"['f']",0.534126725164242,1,1,-38.14,0.553333333333333
"301",95,1,0.84,0.8,3,1,3.24,-41.36,2,"['f']",0.284127776765672,1,1,-38.14,0.553333333333333
"302",96,1,0.82,0.92,1,1,1.74,-39.62,3,"['f']",0.650863428796583,1,1,-38.14,0.553333333333333
"303",97,1,-0.84,0.64,2,1,0.44,-39.18,1,"['f']",2.00239555897861,1,1,-38.14,0.553333333333333
"304",98,1,-0.12,0.8,2,1,1.48,-37.7,2,"['f']",0.484587058272155,1,1,-38.14,0.553333333333333
"305",99,1,0.72,0.3,1,1,1.02,-36.68,3,"['f']",0.500605124267167,1,1,-38.14,0.553333333333333
"306",100,1,0.22,-0.48,1,3,0.18,-36.5,1,"['f']",0.250943591236137,1,1,-38.14,0.553333333333333
"308",1,1,0.86,0.02,1,2,1.74,-34.76,2,"['f']",1.18498865166475,1,1,-38.14,0.553333333333333
"309",2,1,0.76,0.86,1,1,1.62,-33.14,2,"['f']",0.117350240754604,1,1,-38.14,0.553333333333333
"310",3,1,-0.5,0.4,3,2,0.2,-32.94,1,"['f']",0.450938663714624,1,1,-38.14,0.553333333333333
"311",4,1,-0.16,0.56,3,1,1.52,-31.42,3,"['f']",0.100751988582488,1,1,-38.14,0.553333333333333
"312",5,1,-0.3,0.46,1,1,0.16,-31.26,3,"['f']",0.701218240734306,1,1,-38.14,0.553333333333333
"313",6,1,-0.06,0.96,1,1,0.9,-30.36,3,"['f']",0.7846133183848,1,1,-38.14,0.553333333333333
"314",7,1,0.32,-0.52,1,2,0.12,-30.24,1,"['f']",0.684065641864436,1,1,-38.14,0.553333333333333
"315",8,1,0.84,0.82,1,1,1.66,-28.58,3,"['f']",0.734772591655201,1,1,-38.14,0.553333333333333
"316",9,0,-0.08,0.04,1,1,-0.04,-28.62,2,"['f']",0.534422677192197,1,1,-38.14,0.553333333333333
"317",10,1,0.5,-0.92,1,2,0.08,-28.54,3,"['f']",0.0840152248565573,1,1,-38.14,0.553333333333333
"318",11,1,-0.12,0.88,1,2,0.64,-27.9,2,"['f']",0.533957566789468,1,1,-38.14,0.553333333333333
"319",12,0,-0.86,-0.64,1,2,-2.36,-30.26,2,"['f']",0.384241590603779,1,1,-38.14,0.553333333333333
"320",13,0,-0.84,0.18,1,1,-0.66,-30.92,2,"['f']",0.48435810857336,1,1,-38.14,0.553333333333333
"321",14,1,-0.44,0.2,3,1,0.16,-30.76,1,"['f']",0.28390062982362,1,1,-38.14,0.553333333333333
"322",15,1,-0.18,0.34,3,1,0.84,-29.92,3,"['f']",0.300742253719363,1,1,-38.14,0.553333333333333
"323",16,1,0.94,0.7,1,2,2.58,-27.34,2,"['f']",0.417516514724412,1,1,-38.14,0.553333333333333
"324",17,1,0.54,-0.74,1,2,0.34,-27,1,"['f']",0.0505284772007144,1,1,-38.14,0.553333333333333
"325",18,0,-0.48,-0.52,1,3,-1.96,-28.96,3,"['f']",0.483631899362081,1,1,-38.14,0.553333333333333
"326",19,0,-0.76,0,1,1,-0.76,-29.72,3,"['f']",0.350441464288451,1,1,-38.14,0.553333333333333
"327",20,0,-0.54,0.4,3,3,-0.42,-30.14,2,"['f']",0.934600608969049,1,1,-38.14,0.553333333333333
"328",21,0,0.82,0.4,3,1,2.02,-32.16,3,"['j']",0.0840326514735352,1,1,-38.14,0.553333333333333
"329",22,0,-0.54,0.04,1,1,-0.5,-32.66,2,"['f']",0.400919764848368,1,1,-38.14,0.553333333333333
"330",23,1,0.46,-0.34,1,1,0.12,-32.54,3,"['f']",0.100317224525497,1,1,-38.14,0.553333333333333
"331",24,1,0.26,0.2,1,1,0.46,-32.08,2,"['f']",0.750889809096407,1,1,-38.14,0.553333333333333
"332",25,1,0.08,-0.78,1,1,-0.7,-32.08,2,"['j']",0.951854462502524,1,1,-38.14,0.553333333333333
"333",26,1,0.64,0.3,1,1,0.94,-31.14,2,"['f']",0.100635410526593,1,1,-38.14,0.553333333333333
"334",27,1,0.78,0.26,1,1,1.04,-30.1,2,"['f']",0.134170832527161,1,1,-38.14,0.553333333333333
