"","Trial","correct","faceVal","houseVal","mult1House","mult2Face","summedVal","earnings","selection","rt","subject","finalEarnings","accuracy"
"762",73,1,0.98,-0.46,1,1,0.52,29.3,"['f']",0.918120788430315,3,34.8,0.86
"772",74,1,-0.92,-0.66,1,1,-1.58,29.3,"['j']",0.651098512311364,3,34.8,0.86
"782",75,1,-0.96,0.6,1,1,-0.36,29.3,"['j']",2.33581777203835,3,34.8,0.86
"792",76,1,-0.96,0.26,1,1,-0.7,29.3,"['j']",0.617908931089914,3,34.8,0.86
"802",77,0,0.2,-0.3,1,1,-0.1,29.2,"['f']",2.46971275317446,3,34.8,0.86
"813",78,1,0.78,-0.1,1,1,0.68,29.88,"['f']",1.03451312623292,3,34.8,0.86
"822",79,1,-0.42,-0.12,1,1,-0.54,29.88,"['j']",0.751273592828511,3,34.8,0.86
"832",80,1,0.06,0.28,1,1,0.34,30.22,"['f']",2.11882760052504,3,34.8,0.86
"842",81,1,-0.24,-0.1,1,1,-0.34,30.22,"['j']",1.16830084162939,3,34.8,0.86
"852",82,1,-0.16,-0.96,1,1,-1.12,30.22,"['j']",1.50204390804356,3,34.8,0.86
"862",83,1,-0.38,0.18,1,1,-0.2,30.22,"['j']",0.767961978053791,3,34.8,0.86
"872",84,0,0.48,-0.52,1,1,-0.04,30.18,"['f']",0.63443927211847,3,34.8,0.86
"882",85,1,-0.14,-0.98,1,1,-1.12,30.18,"['j']",1.30167121218983,3,34.8,0.86
"892",86,1,0.18,0.14,1,1,0.32,30.5,"['f']",4.70544528350729,3,34.8,0.86
"902",87,1,0.1,0.72,1,1,0.82,31.32,"['f']",3.10360247618701,3,34.8,0.86
"913",88,1,0.76,-0.76,1,1,0,31.32,"['f']",0.868109716322579,3,34.8,0.86
"922",89,1,-0.96,0.14,1,1,-0.82,31.32,"['j']",0.534444470151357,3,34.8,0.86
"932",90,0,-0.7,0.9,1,1,0.2,31.12,"['j']",0.517782525781513,3,34.8,0.86
"942",91,1,0.14,0.26,1,1,0.4,31.52,"['f']",2.11934830506652,3,34.8,0.86
"952",92,1,-0.24,0.26,1,1,0.02,31.54,"['f']",4.27103798078315,3,34.8,0.86
"962",93,1,-0.66,0.48,1,1,-0.18,31.54,"['j']",2.61986555426847,3,34.8,0.86
"972",94,1,0.72,0.86,1,1,1.58,33.12,"['f']",0.567675815902476,3,34.8,0.86
"982",95,1,0.34,0.26,1,1,0.6,33.72,"['f']",1.00122769691552,3,34.8,0.86
"992",96,1,-0.82,-0.14,1,1,-0.96,33.72,"['j']",0.567780076997224,3,34.8,0.86
"1002",97,1,-0.16,0.28,1,1,0.12,33.84,"['f']",1.83596064278754,3,34.8,0.86
"1012",98,1,-0.52,0.02,1,1,-0.5,33.84,"['j']",0.834717021269171,3,34.8,0.86
"1022",99,1,0.94,0.02,1,1,0.96,34.8,"['f']",1.25152703442109,3,34.8,0.86
"1032",100,1,-0.48,-0.06,1,1,-0.54,34.8,"['j']",0.617846434526655,3,34.8,0.86
"414",1,1,-0.18,0.34,1,1,0.16,0.16,"['f']",29.7993621899514,4,32.72,0.93
"514",2,1,-0.8,0.16,1,1,-0.64,0.16,"['j']",25.7495114704361,4,32.72,0.93
"614",3,1,0.62,-0.04,1,1,0.58,0.74,"['f']",3.90030625881627,4,32.72,0.93
"714",4,1,-0.3,0.96,1,1,0.66,1.4,"['f']",5.66687401593663,4,32.72,0.93
"814",5,1,-0.38,-0.26,1,1,-0.64,1.4,"['j']",3.86694329534657,4,32.72,0.93
"914",6,1,-0.96,0.64,1,1,-0.32,1.4,"['j']",3.367019356112,4,32.72,0.93
"106",7,1,-0.14,0.78,1,1,0.64,2.04,"['f']",3.20015322102699,4,32.72,0.93
"113",8,1,0.54,0.72,1,1,1.26,3.3,"['f']",4.3665846188087,4,32.72,0.93
"123",9,1,0.7,-0.2,1,1,0.5,3.8,"['f']",7.26670979824848,4,32.72,0.93
"133",10,1,-0.46,0.4,1,1,-0.06,3.8,"['j']",3.66680620296393,4,32.72,0.93
"143",11,1,0.34,0.14,1,1,0.48,4.28,"['f']",1.56700945901684,4,32.72,0.93
"153",12,1,0.84,0.64,1,1,1.48,5.76,"['f']",2.7501657755347,4,32.72,0.93
"163",13,1,0.04,-0.08,1,1,-0.04,5.76,"['j']",4.03349089203402,4,32.72,0.93
"173",14,1,0.02,0.38,1,1,0.4,6.16,"['f']",6.45003509777598,4,32.72,0.93
"183",15,1,0.52,0.52,1,1,1.04,7.2,"['f']",1.20019170967862,4,32.72,0.93
"193",16,1,-0.64,-0.08,1,1,-0.72,7.2,"['j']",1.11680391186383,4,32.72,0.93
"203",17,1,0.14,-0.56,1,1,-0.42,7.2,"['j']",1.41685724607669,4,32.72,0.93
"213",18,1,0.48,0.52,1,1,1,8.2,"['f']",1.05016559234355,4,32.72,0.93
"223",19,1,-0.66,0.16,1,1,-0.5,8.2,"['j']",1.10041769221425,4,32.72,0.93
"233",20,1,-0.98,-0.14,1,1,-1.12,8.2,"['j']",1.28353405406233,4,32.72,0.93
"243",21,1,-0.7,-0.36,1,1,-1.06,8.2,"['j']",1.2501589943422,4,32.72,0.93
"253",22,0,0.52,-0.04,1,1,0.48,7.72,"['j']",3.39995051466394,4,32.72,0.93
"263",23,1,-0.48,0.8,1,1,0.32,8.04,"['f']",5.03339925268665,4,32.72,0.93
"273",24,1,-0.18,-0.56,1,1,-0.74,8.04,"['j']",4.9833799166372,4,32.72,0.93
"283",25,1,0.28,0.6,1,1,0.88,8.92,"['f']",2.25033824099228,4,32.72,0.93
"293",26,1,0.5,0.46,1,1,0.96,9.88,"['f']",3.75009026471525,4,32.72,0.93
"303",27,1,-0.5,0.86,1,1,0.36,10.24,"['f']",5.85002226836514,4,32.72,0.93
"313",28,1,-0.82,-0.08,1,1,-0.9,10.24,"['j']",1.41690343234222,4,32.72,0.93
"323",29,1,0.94,0.68,1,1,1.62,11.86,"['f']",2.13345735205803,4,32.72,0.93
"333",30,1,0.14,0.02,1,1,0.16,12.02,"['f']",5.05025173339527,4,32.72,0.93
"343",31,1,0.76,0.18,1,1,0.94,12.96,"['f']",2.25014799763449,4,32.72,0.93
"353",32,1,-1,-0.4,1,1,-1.4,12.96,"['j']",1.58348658494651,4,32.72,0.93
"363",33,1,-0.16,0,1,1,-0.16,12.96,"['j']",5.20025732333306,4,32.72,0.93
"373",34,1,0.94,-0.16,1,1,0.78,13.74,"['f']",9.31682480568998,4,32.72,0.93
"383",35,1,-0.6,-0.82,1,1,-1.42,13.74,"['j']",1.20035629381891,4,32.72,0.93
"393",36,1,0.56,0.6,1,1,1.16,14.9,"['f']",0.866864118957892,4,32.72,0.93
"403",37,0,-0.34,0.08,1,1,-0.26,14.64,"['f']",4.28342811891343,4,32.72,0.93
"415",38,1,0.34,-0.9,1,1,-0.56,14.64,"['j']",3.41695731610525,4,32.72,0.93
"423",39,1,-0.72,0.94,1,1,0.22,14.86,"['f']",5.11691314610653,4,32.72,0.93
"433",40,1,-0.84,0.08,1,1,-0.76,14.86,"['j']",1.85034960415214,4,32.72,0.93
"443",41,1,-0.8,-0.14,1,1,-0.94,14.86,"['j']",1.01704822247848,4,32.72,0.93
"453",42,1,0.92,-0.6,1,1,0.32,15.18,"['f']",4.16675396834034,4,32.72,0.93
"463",43,1,-0.9,0.5,1,1,-0.4,15.18,"['j']",1.33351600111928,4,32.72,0.93
"473",44,1,0,0.3,1,1,0.3,15.48,"['f']",7.29995729599614,4,32.72,0.93
"483",45,0,0.02,0.46,1,1,0.48,15,"['j']",7.6001759476494,4,32.72,0.93
"493",46,0,0.12,-0.16,1,1,-0.04,14.96,"['f']",8.3164886723971,4,32.72,0.93
"503",47,1,-0.72,-0.62,1,1,-1.34,14.96,"['j']",1.53349400765728,4,32.72,0.93
"515",48,1,-0.36,-0.06,1,1,-0.42,14.96,"['j']",1.50035830994602,4,32.72,0.93
"523",49,1,-0.28,-0.02,1,1,-0.3,14.96,"['j']",6.18337148590945,4,32.72,0.93
"533",50,1,-0.14,0.4,1,1,0.26,15.22,"['f']",3.53362890088465,4,32.72,0.93
"543",51,0,-0.2,0.16,1,1,-0.04,15.18,"['f']",8.81647455994971,4,32.72,0.93
"553",52,1,0.56,-0.14,1,1,0.42,15.6,"['f']",2.30035281158052,4,32.72,0.93
"563",53,1,-0.98,0.36,1,1,-0.62,15.6,"['j']",1.35016211005859,4,32.72,0.93
"573",54,1,0.3,0.96,1,1,1.26,16.86,"['f']",2.03348759294022,4,32.72,0.93
"583",55,1,0.68,0.1,1,1,0.78,17.64,"['f']",0.866837360197678,4,32.72,0.93
"593",56,1,0.28,0.82,1,1,1.1,18.74,"['f']",1.20000403211452,4,32.72,0.93
"603",57,1,-0.72,0.14,1,1,-0.58,18.74,"['j']",1.2167751371162,4,32.72,0.93
"615",58,1,-0.88,0.04,1,1,-0.84,18.74,"['j']",1.76683681050781,4,32.72,0.93
"623",59,1,0.1,0.9,1,1,1,19.74,"['f']",3.26676844747271,4,32.72,0.93
"633",60,1,-0.84,-0.8,1,1,-1.64,19.74,"['j']",1.11686109495349,4,32.72,0.93
"643",61,1,-0.9,-0.8,1,1,-1.7,19.74,"['j']",0.500213153078221,4,32.72,0.93
"653",62,1,-0.18,0.68,1,1,0.5,20.24,"['f']",1.36684707400855,4,32.72,0.93
"663",63,1,0.5,-0.38,1,1,0.12,20.36,"['f']",1.13369011599571,4,32.72,0.93
"673",64,1,-0.42,-0.72,1,1,-1.14,20.36,"['j']",0.966851106262766,4,32.72,0.93
"683",65,1,-0.64,-0.08,1,1,-0.72,20.36,"['j']",0.833443606039509,4,32.72,0.93
"693",66,0,-0.7,0.74,1,1,0.04,20.32,"['j']",2.1167962141335,4,32.72,0.93
"703",67,1,-0.62,0.48,1,1,-0.14,20.32,"['j']",1.41680702765007,4,32.72,0.93
"715",68,1,-0.3,0.7,1,1,0.4,20.72,"['f']",3.70008009276353,4,32.72,0.93
"723",69,1,-0.44,-0.88,1,1,-1.32,20.72,"['j']",1.40019757451955,4,32.72,0.93
"733",70,1,-0.32,-0.04,1,1,-0.36,20.72,"['j']",3.26678860804532,4,32.72,0.93
"743",71,1,0.22,-0.56,1,1,-0.34,20.72,"['j']",3.21662631479558,4,32.72,0.93
"753",72,1,-0.56,-0.04,1,1,-0.6,20.72,"['j']",2.71681930730119,4,32.72,0.93
"763",73,1,0.96,-0.34,1,1,0.62,21.34,"['f']",6.0335616376251,4,32.72,0.93
"773",74,1,0.84,-0.2,1,1,0.64,21.98,"['f']",1.63349162507802,4,32.72,0.93
"783",75,1,-0.6,0.44,1,1,-0.16,21.98,"['j']",3.03357886569574,4,32.72,0.93
"793",76,1,0.96,-0.46,1,1,0.5,22.48,"['f']",7.01669339474756,4,32.72,0.93
"803",77,1,0.44,0.3,1,1,0.74,23.22,"['f']",2.01689170242753,4,32.72,0.93
"815",78,1,0.02,-0.26,1,1,-0.24,23.22,"['j']",2.13368718349375,4,32.72,0.93
"823",79,1,0.58,-0.94,1,1,-0.36,23.22,"['j']",2.60008980659768,4,32.72,0.93
"833",80,1,-0.1,1,1,1,0.9,24.12,"['f']",2.56678915803786,4,32.72,0.93
"843",81,1,0.28,-0.52,1,1,-0.24,24.12,"['j']",6.88338449865114,4,32.72,0.93
"853",82,1,-0.12,-0.66,1,1,-0.78,24.12,"['j']",2.58348878426477,4,32.72,0.93
"863",83,1,-0.78,0.6,1,1,-0.18,24.12,"['j']",4.10007056233007,4,32.72,0.93
"873",84,1,0.52,-0.1,1,1,0.42,24.54,"['f']",2.31682407250628,4,32.72,0.93
"883",85,1,0.46,0.66,1,1,1.12,25.66,"['f']",1.93349364120513,4,32.72,0.93
"893",86,1,0.36,0.54,1,1,0.9,26.56,"['f']",1.11683983448893,4,32.72,0.93
"903",87,1,0.94,-0.26,1,1,0.68,27.24,"['f']",2.96679868840147,4,32.72,0.93
"915",88,1,-0.04,-0.46,1,1,-0.5,27.24,"['j']",1.28353698656429,4,32.72,0.93
"923",89,1,-0.04,-0.12,1,1,-0.16,27.24,"['j']",4.8667739458615,4,32.72,0.93
"933",90,1,0.7,0.66,1,1,1.36,28.6,"['f']",4.58350014756434,4,32.72,0.93
"943",91,1,-0.04,-0.88,1,1,-0.92,28.6,"['j']",0.683363238349557,4,32.72,0.93
"953",92,1,-0.48,0.08,1,1,-0.4,28.6,"['j']",8.39996114489622,4,32.72,0.93
"963",93,0,-0.26,0.18,1,1,-0.08,28.52,"['f']",2.01681435876526,4,32.72,0.93
"973",94,1,0.8,0.16,1,1,0.96,29.48,"['f']",5.04990496998653,4,32.72,0.93
"983",95,1,-0.08,-0.16,1,1,-0.24,29.48,"['j']",6.86669220356271,4,32.72,0.93
"993",96,1,0.66,0,1,1,0.66,30.14,"['f']",1.15036151732784,4,32.72,0.93
"1003",97,1,0.98,0.22,1,1,1.2,31.34,"['f']",0.916868792613968,4,32.72,0.93
"1013",98,1,0.02,-0.06,1,1,-0.04,31.34,"['j']",1.66665848030243,4,32.72,0.93
"1023",99,1,0.7,0.68,1,1,1.38,32.72,"['f']",3.30013837548904,4,32.72,0.93
"1033",100,1,-0.38,-0.34,1,1,-0.72,32.72,"['j']",1.30014350719284,4,32.72,0.93
"416",1,0,-0.18,0.72,1,1,0.54,-0.54,"['j']",17.7848765866102,5,20.6,0.73
"516",2,1,0.48,0.88,1,1,1.36,0.82,"['f']",10.5274160167587,5,20.6,0.73
"616",3,1,-0.06,-0.14,1,1,-0.2,0.82,"['j']",3.6205208036622,5,20.6,0.73
"716",4,1,0.52,0.98,1,1,1.5,2.32,"['f']",4.23786748489556,5,20.6,0.73
"816",5,1,-0.88,0.02,1,1,-0.86,2.32,"['j']",2.51941340631083,5,20.6,0.73
"916",6,0,-0.36,0.52,1,1,0.16,2.16,"['j']",3.52049448284379,5,20.6,0.73
"107",7,1,-0.02,0.88,1,1,0.86,3.02,"['f']",3.27030849441326,5,20.6,0.73
"114",8,1,-0.78,-0.14,1,1,-0.92,3.02,"['j']",2.48611126134438,5,20.6,0.73
"124",9,1,-0.88,0.12,1,1,-0.76,3.02,"['j']",4.15435807850827,5,20.6,0.73
"134",10,0,0.34,-0.8,1,1,-0.46,2.56,"['f']",4.00420682394224,5,20.6,0.73
"144",11,1,0.8,-0.52,1,1,0.28,2.84,"['f']",5.22200889138912,5,20.6,0.73
"154",12,1,-0.14,0.88,1,1,0.74,3.58,"['f']",6.640198920486,5,20.6,0.73
"164",13,0,-0.32,0.68,1,1,0.36,3.22,"['j']",8.90920369308742,5,20.6,0.73
"174",14,1,0.16,0.9,1,1,1.06,4.28,"['f']",3.30370528615776,5,20.6,0.73
"184",15,1,-0.48,0.06,1,1,-0.42,4.28,"['j']",3.20338180450244,5,20.6,0.73
"194",16,1,0.42,-0.24,1,1,0.18,4.46,"['f']",4.27134209732458,5,20.6,0.73
"204",17,0,-0.3,0.84,1,1,0.54,3.92,"['j']",4.03738517693273,5,20.6,0.73
"214",18,1,0.9,0,1,1,0.9,4.82,"['f']",5.15535502457215,5,20.6,0.73
"224",19,0,0.16,-0.98,1,1,-0.82,4,"['f']",7.15734621250658,5,20.6,0.73
"234",20,1,0.62,-0.16,1,1,0.46,4.46,"['f']",2.98655775376437,5,20.6,0.73
"244",21,0,-0.1,0.78,1,1,0.68,3.78,"['j']",3.87083749478688,5,20.6,0.73
"254",22,1,-0.54,-0.18,1,1,-0.72,3.78,"['j']",1.93551489650145,5,20.6,0.73
"264",23,1,0.02,-0.82,1,1,-0.8,3.78,"['j']",11.962106735125,5,20.6,0.73
"274",24,1,-0.98,-0.84,1,1,-1.82,3.78,"['j']",1.48515097212749,5,20.6,0.73
"284",25,1,-0.74,-0.6,1,1,-1.34,3.78,"['j']",1.71853069740564,5,20.6,0.73
"294",26,1,0.82,0.98,1,1,1.8,5.58,"['f']",1.80193283744393,5,20.6,0.73
"304",27,1,0.52,0.8,1,1,1.32,6.9,"['f']",2.18567474439351,5,20.6,0.73
"314",28,1,0.6,0.6,1,1,1.2,8.1,"['f']",2.65277943034062,5,20.6,0.73
"324",29,1,1,-0.4,1,1,0.6,8.7,"['f']",3.97081093359566,5,20.6,0.73
"334",30,1,0.1,-1,1,1,-0.9,8.7,"['j']",25.425393700551,5,20.6,0.73
"344",31,0,-0.4,0.52,1,1,0.12,8.58,"['j']",1.55178260446291,5,20.6,0.73
"354",32,1,-0.96,-0.66,1,1,-1.62,8.58,"['j']",1.55189708199441,5,20.6,0.73
"364",33,1,-0.06,-0.6,1,1,-0.66,8.58,"['j']",5.62222594800005,5,20.6,0.73
"374",34,1,-0.36,-0.84,1,1,-1.2,8.58,"['j']",2.66973502507653,5,20.6,0.73
"384",35,1,-1,-0.2,1,1,-1.2,8.58,"['j']",1.73539645281926,5,20.6,0.73
"394",36,1,0.96,0.84,1,1,1.8,10.38,"['f']",1.71853941091831,5,20.6,0.73
"404",37,1,-0.52,-0.96,1,1,-1.48,10.38,"['j']",2.10244026436203,5,20.6,0.73
"417",38,1,-0.5,-0.26,1,1,-0.76,10.38,"['j']",2.18570539192206,5,20.6,0.73
"424",39,0,0.18,-0.26,1,1,-0.08,10.3,"['f']",9.3762882478145,5,20.6,0.73
"434",40,0,0.24,0.12,1,1,0.36,9.94,"['j']",2.63608494052551,5,20.6,0.73
"444",41,1,-0.26,-0.44,1,1,-0.7,9.94,"['j']",1.45177401113642,5,20.6,0.73
"454",42,1,0.88,0.72,1,1,1.6,11.54,"['f']",2.03538287175752,5,20.6,0.73
"464",43,1,0.3,0.94,1,1,1.24,12.78,"['f']",2.41927380982406,5,20.6,0.73
"474",44,0,0.38,-0.42,1,1,-0.04,12.74,"['f']",3.57062692824047,5,20.6,0.73
"484",45,1,-0.1,-0.26,1,1,-0.36,12.74,"['j']",2.53598710880851,5,20.6,0.73
"494",46,1,-0.52,-0.58,1,1,-1.1,12.74,"['j']",1.91896643314476,5,20.6,0.73
"504",47,0,-0.3,0.8,1,1,0.5,12.24,"['j']",4.65456960654592,5,20.6,0.73
"517",48,1,0.44,0.54,1,1,0.98,13.22,"['f']",3.77078413203208,5,20.6,0.73
"524",49,1,-0.38,0.04,1,1,-0.34,13.22,"['j']",1.83559884669148,5,20.6,0.73
"534",50,1,-0.92,0.1,1,1,-0.82,13.22,"['j']",1.71858297848303,5,20.6,0.73
"544",51,1,0.56,0.92,1,1,1.48,14.7,"['f']",1.65190056739993,5,20.6,0.73
"554",52,1,0.98,0.54,1,1,1.52,16.22,"['f']",2.43594306049818,5,20.6,0.73
"564",53,1,-0.8,-0.32,1,1,-1.12,16.22,"['j']",2.30249470879471,5,20.6,0.73
"574",54,0,-0.62,0.74,1,1,0.12,16.1,"['j']",2.76963244599756,5,20.6,0.73
"584",55,1,-0.5,-0.76,1,1,-1.26,16.1,"['j']",3.01991818912802,5,20.6,0.73
"594",56,1,-0.48,-0.34,1,1,-0.82,16.1,"['j']",2.61951364175547,5,20.6,0.73
"604",57,1,0.72,0.76,1,1,1.48,17.58,"['f']",1.93546291588973,5,20.6,0.73
"617",58,0,-0.22,0.8,1,1,0.58,17,"['j']",3.18677625261262,5,20.6,0.73
"624",59,0,-0.06,-0.82,1,1,-0.88,16.12,"['f']",3.40336143291006,5,20.6,0.73
"634",60,0,-0.2,0.62,1,1,0.42,15.7,"['j']",4.18780144247694,5,20.6,0.73
"644",61,1,-0.98,-0.52,1,1,-1.5,15.7,"['j']",1.91874799438983,5,20.6,0.73
"654",62,1,0.52,0.96,1,1,1.48,17.18,"['f']",1.45091227475541,5,20.6,0.73
"664",63,1,-0.76,-0.06,1,1,-0.82,17.18,"['j']",1.33505229910588,5,20.6,0.73
"674",64,1,0.04,0.76,1,1,0.8,17.98,"['f']",1.93472587288352,5,20.6,0.73
"684",65,1,0.72,0.48,1,1,1.2,19.18,"['f']",1.43509274182361,5,20.6,0.73
"694",66,1,-0.7,-0.32,1,1,-1.02,19.18,"['j']",1.88545726712982,5,20.6,0.73
"704",67,1,0.06,-0.02,1,1,0.04,19.22,"['f']",4.9550508929251,5,20.6,0.73
"717",68,0,-0.44,0.84,1,1,0.4,18.82,"['j']",2.46924280173698,5,20.6,0.73
"724",69,1,0.46,-0.28,1,1,0.18,19,"['f']",2.2691757377338,5,20.6,0.73
"734",70,1,-0.96,0.58,1,1,-0.38,19,"['j']",6.03983397452748,5,20.6,0.73
"744",71,1,-0.78,-0.42,1,1,-1.2,19,"['j']",1.33473530751462,5,20.6,0.73
"754",72,1,0.2,0.74,1,1,0.94,19.94,"['f']",2.48606288632391,5,20.6,0.73
"764",73,0,-0.4,0.84,1,1,0.44,19.5,"['j']",3.30344868822567,5,20.6,0.73
"774",74,1,-0.32,-0.02,1,1,-0.34,19.5,"['j']",2.50282828610625,5,20.6,0.73
"784",75,1,-0.22,0.64,1,1,0.42,19.92,"['f']",4.92194945922165,5,20.6,0.73
"794",76,1,-0.52,0.22,1,1,-0.3,19.92,"['j']",1.31826977276387,5,20.6,0.73
"804",77,1,-0.9,-0.5,1,1,-1.4,19.92,"['j']",1.56861410675674,5,20.6,0.73
"817",78,0,-0.2,0.1,1,1,-0.1,19.82,"['f']",3.92086027010691,5,20.6,0.73
"824",79,1,0.46,0.1,1,1,0.56,20.38,"['f']",1.63532115604858,5,20.6,0.73
"834",80,1,-0.54,0.52,1,1,-0.02,20.38,"['j']",1.71836664299008,5,20.6,0.73
"844",81,1,-0.78,-0.1,1,1,-0.88,20.38,"['j']",1.50186559316217,5,20.6,0.73
"854",82,0,-0.26,-0.84,1,1,-1.1,19.28,"['f']",4.22119282583435,5,20.6,0.73
"864",83,0,-0.14,-0.98,1,1,-1.12,18.16,"['f']",3.40334490728219,5,20.6,0.73
"874",84,0,-0.12,0.4,1,1,0.28,17.88,"['j']",2.31908343459008,5,20.6,0.73
"884",85,1,-0.1,-0.32,1,1,-0.42,17.88,"['j']",3.42031492438491,5,20.6,0.73
"894",86,0,0.2,-0.7,1,1,-0.5,17.38,"['f']",1.70204743516251,5,20.6,0.73
"904",87,1,0.02,0.82,1,1,0.84,18.22,"['f']",2.33591042989474,5,20.6,0.73
"917",88,0,0.7,-0.76,1,1,-0.06,18.16,"['f']",1.38496810854258,5,20.6,0.73
"924",89,0,0.02,-0.3,1,1,-0.28,17.88,"['f']",6.9737999689919,5,20.6,0.73
"934",90,1,0.14,1,1,1,1.14,19.02,"['f']",1.81862372166779,5,20.6,0.73
"944",91,1,-0.96,0.76,1,1,-0.2,19.02,"['j']",1.48503078574231,5,20.6,0.73
"954",92,1,0.94,-0.16,1,1,0.78,19.8,"['f']",2.16888590826647,5,20.6,0.73
"964",93,1,0.68,0.14,1,1,0.82,20.62,"['f']",2.65274487675515,5,20.6,0.73
"974",94,1,-0.66,-0.36,1,1,-1.02,20.62,"['j']",1.40155232734924,5,20.6,0.73
"984",95,1,-0.5,-0.82,1,1,-1.32,20.62,"['j']",2.9198050336463,5,20.6,0.73
"994",96,0,-0.5,0.56,1,1,0.06,20.56,"['j']",2.40254266316197,5,20.6,0.73
"1004",97,1,-0.44,0.28,1,1,-0.16,20.56,"['j']",3.5039412120318,5,20.6,0.73
"1014",98,1,0.5,-0.28,1,1,0.22,20.78,"['f']",1.7187278030774,5,20.6,0.73
"1024",99,1,-0.6,-0.62,1,1,-1.22,20.78,"['j']",2.31930277474294,5,20.6,0.73
"1034",100,0,0.34,-0.52,1,1,-0.18,20.6,"['f']",3.7705584820942,5,20.6,0.73
"418",1,1,0.52,-0.44,1,1,0.08,0.08,"['f']",24.6916299374161,6,27.6,0.87
"518",2,1,-0.74,-0.4,1,1,-1.14,0.08,"['j']",5.42254707748953,6,27.6,0.87
"618",3,1,-0.42,-0.54,1,1,-0.96,0.08,"['j']",2.41940752656956,6,27.6,0.87
"718",4,1,0.94,0.14,1,1,1.08,1.16,"['f']",3.68752739858382,6,27.6,0.87
"818",5,1,0.82,0.42,1,1,1.24,2.4,"['f']",4.48844699945903,6,27.6,0.87
"918",6,1,0.64,-0.96,1,1,-0.32,2.4,"['j']",10.2604370012104,6,27.6,0.87
"108",7,0,-0.16,0.42,1,1,0.26,2.14,"['j']",1.75229997869701,6,27.6,0.87
"115",8,0,-0.42,0.6,1,1,0.18,1.96,"['j']",6.92404323920891,6,27.6,0.87
"125",9,1,0.2,0.4,1,1,0.6,2.56,"['f']",2.40295019835185,6,27.6,0.87
"135",10,1,0.18,0.58,1,1,0.76,3.32,"['f']",2.23629650172461,6,27.6,0.87
"145",11,0,-0.18,0.08,1,1,-0.1,3.22,"['f']",5.10542118627518,6,27.6,0.87
"155",12,1,0.94,0.88,1,1,1.82,5.04,"['f']",1.65238510021845,6,27.6,0.87
"165",13,1,0.8,-0.94,1,1,-0.14,5.04,"['j']",9.69331674370051,6,27.6,0.87
"175",14,1,0.08,-0.36,1,1,-0.28,5.04,"['j']",5.32254566530764,6,27.6,0.87
"185",15,1,0.88,0.7,1,1,1.58,6.62,"['f']",1.68549235423643,6,27.6,0.87
"195",16,1,-0.94,-0.02,1,1,-0.96,6.62,"['j']",1.98561136812486,6,27.6,0.87
"205",17,1,-0.96,0.04,1,1,-0.92,6.62,"['j']",1.45221792191114,6,27.6,0.87
"215",18,1,0.14,-0.54,1,1,-0.4,6.62,"['j']",5.92304659930051,6,27.6,0.87
"225",19,1,-0.08,-0.14,1,1,-0.22,6.62,"['j']",7.62472195789724,6,27.6,0.87
"235",20,1,0.56,-0.68,1,1,-0.12,6.62,"['j']",5.2555451428002,6,27.6,0.87
"245",21,1,0.16,0.82,1,1,0.98,7.6,"['f']",2.01926276289532,6,27.6,0.87
"255",22,1,-0.62,0.92,1,1,0.3,7.9,"['f']",7.14071431769207,6,27.6,0.87
"265",23,1,-0.6,-0.66,1,1,-1.26,7.9,"['j']",1.95256120231352,6,27.6,0.87
"275",24,1,-0.16,-0.8,1,1,-0.96,7.9,"['j']",3.40369925571986,6,27.6,0.87
"285",25,1,0.76,0.82,1,1,1.58,9.48,"['f']",1.76906438137576,6,27.6,0.87
"295",26,1,-0.62,-0.66,1,1,-1.28,9.48,"['j']",2.28616425238624,6,27.6,0.87
"305",27,0,0.34,-0.38,1,1,-0.04,9.44,"['f']",10.9280715633722,6,27.6,0.87
