,correct,earnings,face_mult,face_val,first_image,house_mult,house_val,image_list,key_entry_list,last_image,num_fixations,participant,round_num,rt,rt_list,summed_val,trial
0,1.0,0.0,1.0,-0.75,1.0,1.0,-0.75,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,5.23894867846,"[2.2191881745857245, 5.238948678456836]",-1.5,1.0
1,1.0,0.0,3.0,0.0,0.0,1.0,-0.25,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,2.36971185828,"[1.084677872478096, 2.3697118582849725]",-0.25,2.0
2,1.0,0.0,1.0,0.5,1.0,2.0,-1.0,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,2.93691788301,"[1.919017569499374, 2.936917883006572]",-1.5,3.0
3,1.0,1.25,1.0,0.75,0.0,1.0,0.5,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,3.72053937408,"[2.519347662398104, 3.7205393740796353]",1.25,4.0
4,1.0,1.25,2.0,-0.75,0.0,2.0,0.0,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,4.12157850869,"[2.3693458896432276, 4.12157850868698]",-1.5,5.0
5,1.0,2.0,1.0,0.75,0.0,1.0,0.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,2.56982879999,"[1.1351250573134166, 2.569828799989409]",0.75,6.0
6,1.0,3.25,1.0,0.75,0.0,1.0,0.5,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.83604214228,"[0.7517245295739485, 1.8360421422812578]",1.25,7.0
7,1.0,4.25,1.0,0.25,0.0,1.0,0.75,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,5.35532550477,"[3.6704199985933883, 5.355325504769098]",1.0,8.0
8,1.0,7.25,3.0,1.0,1.0,1.0,0.0,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,2.0858139377,"[1.1345866206911523, 2.0858139376960025]",3.0,9.0
9,1.0,8.0,2.0,0.0,1.0,1.0,0.75,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,2.78626740229,"[1.7186494374955146, 2.7862674022899228]",0.75,10.0
10,1.0,8.0,3.0,0.5,0.0,2.0,-1.0,"[0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'j']",0.0,5.0,116,0.0,5.87319967766,"[0.8847811729865498, 2.5699003111030834, 2.9869546301042647, 4.605145074417123, 5.873199677659613]",-0.5,11.0
11,1.0,8.0,1.0,0.0,0.0,1.0,0.0,"[0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'f']",0.0,5.0,116,0.0,11.8288339422,"[0.7176302538882737, 1.835254318159059, 5.639040140569705, 6.556544558935457, 11.82883394217879]",0.0,12.0
12,1.0,9.0,1.0,0.75,1.0,1.0,0.25,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,116,0.0,5.42234073303,"[1.2682348833614014, 1.969081358614858, 2.4194538473884677, 4.621493176096919, 5.422340733030978]",1.0,13.0
13,1.0,12.5,3.0,0.5,1.0,2.0,1.0,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,1.85210870651,"[0.884668197445535, 1.852108706508261]",3.5,14.0
14,1.0,13.25,1.0,0.25,0.0,1.0,0.5,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,2.50252602494,"[1.4015315997994549, 2.5025260249376515]",0.75,15.0
15,1.0,17.75,3.0,1.0,1.0,2.0,0.75,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,2.13635126259,"[1.2018127766923499, 2.1363512625912335]",4.5,16.0
16,1.0,20.75,3.0,0.5,1.0,2.0,0.75,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,2.90353361052,"[2.0861612773924207, 2.903533610523482]",3.0,17.0
17,1.0,20.75,1.0,-1.0,1.0,3.0,-0.75,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,2.53614135644,"[0.6173737753715614, 2.536141356439657]",-3.25,18.0
18,1.0,20.75,1.0,0.0,0.0,3.0,-0.25,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,2.86992218509,"[0.5175610864162081, 2.869922185091127]",-0.75,19.0
19,1.0,20.75,2.0,0.5,0.0,1.0,-1.0,"[0, 1, 0]","['space', 'space', 'f']",0.0,3.0,116,0.0,3.77050851613,"[0.7342067103863883, 2.3024150925702997, 3.770508516132395]",0.0,20.0
20,1.0,20.75,1.0,-0.75,1.0,1.0,-0.25,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,116,0.0,3.73627121822,"[1.2837368703494576, 2.4682121079731587, 3.7362712182184623]",-1.0,21.0
21,1.0,20.75,2.0,-1.0,0.0,3.0,-1.0,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,2.15292681769,"[0.9511966693853537, 2.1529268176900587]",-5.0,22.0
22,1.0,20.75,2.0,-1.0,0.0,3.0,-0.5,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.58529172628,"[0.6007886053348557, 1.585291726284595]",-3.5,23.0
23,1.0,20.75,1.0,-0.5,0.0,1.0,-1.0,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,2.45297783696,"[0.9514463573505054, 2.4529778369633277]",-1.5,24.0
24,1.0,22.25,2.0,0.5,1.0,1.0,0.5,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,2.31935060697,"[0.8676611719283756, 2.3193506069728755]",1.5,25.0
25,1.0,22.25,1.0,-0.5,0.0,3.0,-1.0,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,116,0.0,2.06942166739,"[0.9013735542284849, 1.5188669154131276, 2.0694216673864503]",-3.5,26.0
26,1.0,27.25,3.0,1.0,0.0,2.0,1.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,2.13618510441,"[0.45067385703896434, 2.1361851044148352]",5.0,27.0
27,1.0,29.25,2.0,1.0,0.0,1.0,0.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.48494150211,"[0.5676050447182206, 1.4849415021062669]",2.0,28.0
28,1.0,29.25,1.0,-0.75,0.0,1.0,0.0,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,116,0.0,2.7534245711,"[0.4840010408170201, 1.3186385005019474, 2.7534245710985488]",-0.75,29.0
29,1.0,30.25,1.0,0.0,0.0,1.0,1.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.80256111947,"[0.5344350051109359, 1.8025611194680096]",1.0,30.0
30,1.0,33.0,1.0,0.75,0.0,2.0,1.0,"[0, 1, 0]","['space', 'space', 'f']",0.0,3.0,116,0.0,2.16913490181,"[0.5007226228108266, 1.16818182091356, 2.169134901810139]",2.75,31.0
31,1.0,33.25,1.0,0.5,1.0,1.0,-0.25,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,116,0.0,3.50381653012,"[0.9178920206213661, 1.7688072727405597, 2.3360863109101047, 2.686277137416255, 3.5038165301248227]",0.25,32.0
32,1.0,33.75,1.0,0.5,0.0,1.0,0.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.33508665765,"[0.4676075686402328, 1.3350866576483895]",0.5,33.0
33,1.0,34.25,3.0,-0.5,1.0,2.0,1.0,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,116,0.0,2.65274473477,"[0.6174083290616181, 1.918508278162335, 2.6527447347689304]",0.5,34.0
34,1.0,34.25,3.0,0.0,0.0,2.0,-1.0,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.93591732834,"[0.4506843733788628, 1.935917328344658]",-2.0,35.0
35,1.0,34.25,1.0,0.25,0.0,2.0,-0.25,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,2.18592108418,"[0.9014005962462761, 2.1859210841812455]",-0.25,36.0
36,1.0,34.25,1.0,-0.75,0.0,1.0,0.25,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,116,0.0,3.63715831659,"[0.8678363441113106, 2.035552741849642, 3.637158316591922]",-0.5,37.0
37,1.0,34.25,1.0,-1.0,0.0,2.0,-0.75,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,116,0.0,3.75308354121,"[1.8509843594974882, 2.3015239078476952, 3.1021346968918806, 3.7530835412062515]",-2.5,38.0
38,1.0,34.25,2.0,-0.75,0.0,2.0,0.0,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,116,0.0,2.40301800938,"[0.4507588891619889, 1.3851997233305156, 1.8356037611238207, 2.4030180093832314]",-1.5,39.0
39,1.0,34.25,2.0,-0.75,0.0,1.0,0.5,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,116,0.0,4.55491031966,"[0.5507146003465095, 1.3847913888603216, 2.7027451253761683, 4.5549103196553915]",-1.0,40.0
40,1.0,37.0,2.0,0.25,0.0,3.0,0.75,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,0.0,3.57089155129,"[0.6510555100512647, 1.9527684115582815, 2.7370440189970395, 3.570891551292334]",2.75,41.0
41,1.0,37.0,2.0,0.0,1.0,1.0,-0.75,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,1.53503503744,"[0.6007137890856029, 1.5350350374410482]",-0.75,42.0
42,1.0,37.0,1.0,-0.5,0.0,3.0,-1.0,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.85252725685,"[0.5679439713430838, 1.8525272568522269]",-3.5,43.0
43,1.0,37.0,3.0,-0.25,0.0,2.0,-0.25,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,4.38864998435,"[3.0872636903222883, 4.388649984345648]",-1.25,44.0
44,1.0,37.0,1.0,-0.5,1.0,1.0,0.25,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,116,0.0,4.95494108746,"[1.1013090139458654, 3.7540125847544914, 4.521445221585054, 4.9549410874615205]",-0.25,45.0
45,1.0,37.0,2.0,-1.0,1.0,3.0,0.0,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,116,0.0,2.23587670522,"[0.6341028690376334, 1.0513768293176327, 1.9187351306463825, 2.235876705224655]",-2.0,46.0
46,1.0,37.0,1.0,-0.5,0.0,3.0,0.0,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,116,0.0,5.30448260507,"[2.234534820204317, 2.8187421615712083, 4.186807160966964, 5.304482605071826]",-0.5,47.0
47,1.0,37.0,1.0,-0.5,0.0,1.0,-0.5,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'j']",1.0,6.0,116,0.0,4.77293989401,"[0.5343869304124382, 1.5188981639666963, 2.035920513293604, 3.2041465028360108, 3.6549117018021207, 4.772939894007322]",-1.0,48.0
48,1.0,37.75,1.0,-0.75,0.0,2.0,0.75,"[0, 1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'space', 'f']",1.0,8.0,116,0.0,8.40844894798,"[1.4184016124254413, 2.2523753408049743, 2.9199484158489213, 4.187752730192187, 5.489123399938762, 6.339829527119036, 7.4241774869797155, 8.408448947975558]",0.75,49.0
49,1.0,39.75,2.0,0.5,1.0,2.0,0.5,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,2.0856144277,"[1.1514803701993515, 2.085614427697692]",2.0,50.0
50,1.0,39.75,1.0,0.5,0.0,1.0,-0.5,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,0.0,4.75545752991,"[0.6176162521333026, 1.952702609314656, 3.4374548172954746, 4.755457529910018]",0.0,51.0
51,1.0,39.75,2.0,-1.0,0.0,2.0,-0.75,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,2.26967141545,"[0.584055906066169, 2.269671415445373]",-3.5,52.0
52,1.0,41.25,1.0,0.75,0.0,1.0,0.75,"[0, 1, 0]","['space', 'space', 'f']",0.0,3.0,116,0.0,2.20244045197,"[0.7011349234444424, 1.8020458187938857, 2.2024404519743257]",1.5,53.0
53,1.0,43.25,2.0,1.0,1.0,2.0,0.0,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,1.50079804,"[0.6498761776047104, 1.5007980399950611]",2.0,54.0
54,1.0,46.0,1.0,0.5,1.0,3.0,0.75,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,1.668920068,"[0.7846623082950828, 1.6689200680020804]",2.75,55.0
55,1.0,46.25,1.0,-0.25,0.0,1.0,0.5,"[0, 1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'space', 'f']",0.0,7.0,116,0.0,4.67287301008,"[1.0185045523739973, 1.6024790319197564, 2.536742290170878, 3.588250723974852, 4.138816893689182, 4.4890485836895095, 4.672873010083094]",0.25,56.0
56,1.0,46.25,1.0,0.0,0.0,1.0,0.0,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,0.0,3.53753402036,"[0.617979817039668, 1.3853661819730405, 2.6534511323689003, 3.5375340203609085]",0.0,57.0
57,1.0,46.25,1.0,-1.0,1.0,1.0,0.0,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,7.34099083155,"[6.306570549319076, 7.340990831553427]",-1.0,58.0
58,1.0,46.25,3.0,-1.0,1.0,2.0,0.25,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,116,0.0,2.36913886797,"[1.0679553890840907, 1.568308137184431, 2.369138867973561]",-2.5,59.0
59,1.0,46.25,2.0,0.75,1.0,2.0,-0.75,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']",0.0,4.0,116,0.0,4.05334969476,"[0.8168654455294018, 1.8013075717044558, 2.835787947312383, 4.053349694755525]",0.0,60.0
60,1.0,46.25,3.0,0.0,0.0,2.0,-1.0,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.83548297344,"[0.667690858055721, 1.8354829734444138]",-2.0,61.0
61,1.0,49.25,1.0,0.0,0.0,3.0,1.0,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,0.0,2.60324882803,"[0.5513185387453632, 1.952505503049906, 2.3364072095218944, 2.6032488280288817]",3.0,62.0
62,1.0,49.25,1.0,-1.0,1.0,1.0,0.25,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,2.46995060926,"[1.7019494891155773, 2.469950609256557]",-0.75,63.0
63,1.0,49.25,3.0,0.0,1.0,3.0,-1.0,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,2.01894714007,"[1.10136850638537, 2.0189471400663024]",-3.0,64.0
64,1.0,49.25,1.0,0.5,1.0,3.0,-0.25,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,116,0.0,3.15348328232,"[1.268261624913066, 2.3025866591515296, 2.7028280542308494, 3.153483282324487]",-0.25,65.0
65,1.0,49.25,1.0,0.75,0.0,3.0,-1.0,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,3.67072707573,"[1.768572307651084, 3.670727075729701]",-2.25,66.0
66,1.0,50.0,1.0,1.0,0.0,1.0,-0.25,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.86858420614,"[0.6840476732750176, 1.8685842061395306]",0.75,67.0
67,1.0,50.5,1.0,0.25,1.0,1.0,0.25,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,2.00259513232,"[0.7512185433724881, 2.002595132315946]",0.5,68.0
68,1.0,50.5,1.0,-1.0,1.0,1.0,0.25,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,1.70196421199,"[0.5845994506271381, 1.7019642119930722]",-0.75,69.0
69,1.0,50.5,1.0,-0.75,1.0,1.0,0.5,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'j']",1.0,5.0,116,0.0,5.38923919987,"[1.6021055516057459, 2.3696466569754193, 3.1870745764772437, 4.705234192888383, 5.389239199868825]",-0.25,70.0
70,1.0,50.5,2.0,-0.5,0.0,2.0,0.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,116,0.0,4.53771520188,"[0.5669515292856886, 1.4512234109361088, 2.835865768230178, 4.537715201880928]",-0.5,71.0
71,1.0,51.0,1.0,0.25,0.0,1.0,0.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,0.0,2.41980298989,"[0.5508843641246131, 1.11837553190162, 1.6522672929195323, 2.4198029898861932]",0.5,72.0
72,1.0,51.0,2.0,-1.0,0.0,2.0,-0.75,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.75250153689,"[0.567769400094221, 1.7525015368883032]",-3.5,73.0
73,1.0,51.0,3.0,-1.0,0.0,2.0,-0.25,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.8019024961,"[0.6507736721323454, 1.8019024960985917]",-3.5,74.0
74,1.0,53.0,1.0,1.0,1.0,2.0,0.5,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,1.48558420073,"[0.7175347054253507, 1.4855842007309548]",2.0,75.0
75,1.0,53.75,2.0,0.75,0.0,3.0,-0.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,0.0,4.37176224417,"[0.9178950252899085, 2.0695163144491744, 3.604466319767198, 4.371762244174533]",0.75,76.0
76,1.0,53.75,1.0,-0.5,1.0,1.0,-0.25,"[1, 0]","['space', 'j']",0.0,2.0,116,0.0,2.08586201239,"[1.3016936716267082, 2.0858620123945]",-0.75,77.0
77,1.0,54.75,1.0,1.0,0.0,3.0,0.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.53511676443,"[0.6007002680762525, 1.5351167644284942]",1.0,78.0
78,1.0,55.75,2.0,-0.25,0.0,2.0,0.75,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,3.46939324322,"[1.9179512125938345, 3.4693932432210204]",1.0,79.0
79,1.0,56.75,1.0,1.0,1.0,1.0,0.0,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,1.53517535547,"[0.6007663707869142, 1.5351753554668903]",1.0,80.0
80,1.0,58.0,1.0,0.5,1.0,1.0,0.75,"[1, 0]","['space', 'f']",0.0,2.0,116,0.0,1.48569958001,"[0.7014260758360251, 1.4856995800073491]",1.25,81.0
81,1.0,58.0,1.0,0.0,0.0,1.0,-0.75,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.36830477196,"[0.5503985092036601, 1.3683047719550814]",-0.75,82.0
82,1.0,60.5,1.0,-0.5,0.0,3.0,1.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,2.41980960016,"[0.7846707213666377, 2.419809600156441]",2.5,83.0
83,1.0,60.5,2.0,-0.75,1.0,1.0,0.75,"[1, 0, 1, 0, 1, 0]","['space', 'space', 'space', 'space', 'space', 'j']",0.0,6.0,116,0.0,5.30568867907,"[0.6172929497852238, 2.152379967993511, 2.920023833031337, 3.5205486284585277, 4.338021317523271, 5.305688679069135]",-0.75,84.0
84,1.0,62.0,1.0,1.0,1.0,1.0,0.5,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,116,0.0,2.08572800417,"[0.901253968416313, 1.8189404697022837, 2.085728004172779]",1.5,85.0
85,1.0,62.0,3.0,0.5,0.0,2.0,-0.75,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'f']",1.0,6.0,116,0.0,10.577650253,"[0.6172764241082405, 1.7181731975142611, 2.853087627556306, 4.621312295043936, 8.174955545927332, 10.577650252963394]",0.0,86.0
86,1.0,62.0,3.0,-0.75,1.0,3.0,0.75,"[1, 0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'space', 'f']",1.0,7.0,116,0.0,7.00728902569,"[0.7008008042894289, 1.8854124538711403, 2.7698258554146378, 3.553967454630765, 6.389773429955312, 6.690202136079279, 7.007289025687896]",0.0,87.0
87,1.0,63.75,2.0,-0.25,0.0,3.0,0.75,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,0.0,2.96971654557,"[0.7343641550241955, 1.3182022226128538, 2.5360382963044685, 2.9697165455681898]",1.75,88.0
88,1.0,63.75,1.0,-0.25,0.0,2.0,-0.75,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,2.0683769441,"[1.2841521155569353, 2.0683769440956894]",-1.75,89.0
89,1.0,63.75,3.0,0.25,0.0,3.0,-1.0,"[0, 1, 0]","['space', 'space', 'j']",0.0,3.0,116,0.0,2.26871743315,"[0.8175802562018362, 2.068766349152611, 2.2687174331476854]",-2.25,90.0
90,1.0,63.75,1.0,-0.25,1.0,3.0,-0.25,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,116,0.0,4.03791711561,"[1.6688548666916176, 2.51955949153853, 3.2704505260271617, 4.0379171156146185]",-1.0,91.0
91,1.0,64.5,1.0,-0.75,0.0,3.0,0.5,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'f']",1.0,6.0,116,0.0,3.88784533408,"[0.6009821059960814, 1.351944050666134, 1.8191324680292382, 2.6700795696351634, 3.337311614786813, 3.887845334080339]",0.75,92.0
92,1.0,66.0,1.0,0.5,0.0,1.0,1.0,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.90225752775,"[0.6675820890504838, 1.9022575277467695]",1.5,93.0
93,1.0,66.0,3.0,-0.75,0.0,2.0,-0.75,"[0, 1, 0, 1]","['space', 'space', 'space', 'j']",1.0,4.0,116,0.0,2.08613453584,"[0.46744501606644917, 0.8846715025811136, 1.3017657836744547, 2.0861345358416656]",-3.75,94.0
94,1.0,66.0,1.0,0.75,1.0,1.0,-0.75,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,116,0.0,3.78733045406,"[0.750795185559582, 1.6517592034506379, 2.41926214952764, 2.952930363197993, 3.7873304540598838]",0.0,95.0
95,1.0,66.0,1.0,-0.75,0.0,1.0,0.5,"[0, 1]","['space', 'j']",1.0,2.0,116,0.0,1.75227137927,"[0.817778263866785, 1.7522713792695868]",-0.25,96.0
96,1.0,67.5,1.0,1.0,0.0,1.0,0.5,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.38537219131,"[0.45063479634700343, 1.3853721913110348]",1.5,97.0
97,1.0,68.25,1.0,1.0,1.0,1.0,-0.25,"[1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'f']",1.0,5.0,116,0.0,2.71965089356,"[0.6841846861661907, 1.5183567226758896, 1.9854961639402973, 2.4692847746837288, 2.719650893558537]",0.75,98.0
98,1.0,68.25,3.0,-0.75,1.0,2.0,1.0,"[1, 0, 1, 0]","['space', 'space', 'space', 'j']",0.0,4.0,116,0.0,5.78842505485,"[0.7836004583923568, 2.385078935650199, 2.8355400621485387, 5.78842505485045]",-0.25,99.0
99,1.0,69.0,1.0,0.25,0.0,1.0,0.5,"[0, 1]","['space', 'f']",1.0,2.0,116,0.0,1.40198109823,"[0.7177303093549199, 1.4019810982299532]",0.75,100.0
100,1.0,70.25,3.0,0.5,0.0,1.0,-0.25,"[0, 1]","['space', 'f']",1.0,2.0,116,1.0,3.70493192322,"[2.720028580408325, 3.70493192322283]",1.25,1.0
101,1.0,71.0,1.0,1.0,0.0,1.0,-0.25,"[0, 1]","['space', 'f']",1.0,2.0,116,1.0,1.55170223493,"[0.5672820428371779, 1.551702234932236]",0.75,2.0
102,1.0,71.5,1.0,0.0,0.0,1.0,0.5,"[0, 1]","['space', 'f']",1.0,2.0,116,1.0,1.4354933696,"[0.5178179855847702, 1.4354933695976797]",0.5,3.0
103,1.0,72.25,3.0,0.25,0.0,2.0,0.0,"[0, 1]","['space', 'f']",1.0,2.0,116,1.0,1.36828944814,"[0.4171871253547579, 1.3682894481444237]",0.75,4.0
104,1.0,72.25,1.0,-0.75,1.0,1.0,-0.75,"[1, 0]","['space', 'j']",0.0,2.0,116,1.0,1.58507959668,"[0.6508656149926537, 1.5850795966780424]",-1.5,5.0
105,1.0,72.25,1.0,-0.75,0.0,1.0,0.75,"[0, 1, 0, 1, 0, 1]","['space', 'space', 'space', 'space', 'space', 'f']",1.0,6.0,116,1.0,3.65443095482,"[0.5174988897761068, 1.568944526004998, 2.102697771797466, 2.8035211111018725, 3.320581619720542, 3.654430954817144]",0.0,6.0
106,1.0,74.5,3.0,0.25,1.0,2.0,0.75,"[1, 0]","['space', 'f']",0.0,2.0,116,1.0,2.33598895964,"[0.9676703662153159, 2.335988959644965]",2.25,7.0
107,1.0,74.5,1.0,-0.75,1.0,3.0,-0.5,"[1, 0, 1]","['space', 'space', 'j']",1.0,3.0,116,1.0,1.66839995986,"[0.6507412217106321, 1.1513914320075855, 1.6683999598590162]",-2.25,8.0
108,1.0,74.5,3.0,-0.5,1.0,3.0,0.0,"[1, 0]","['space', 'j']",0.0,2.0,116,1.0,1.38603742495,"[0.6518096818836057, 1.3860374249507004]",-1.5,9.0
109,1.0,74.75,1.0,-0.5,1.0,1.0,0.75,"[1, 0]","['space', 'f']",0.0,2.0,116,1.0,1.96867122134,"[0.7510115217028215, 1.968671221344266]",0.25,10.0
110,1.0,75.0,1.0,0.75,0.0,2.0,-0.25,"[0, 1, 0, 1]","['space', 'space', 'space', 'f']",1.0,4.0,116,1.0,3.80404091878,"[0.617480140643238, 1.6686301174777327, 3.28691971585431, 3.8040409187797195]",0.25,11.0
111,1.0,75.0,1.0,-1.0,1.0,1.0,0.75,"[1, 0]","['space', 'j']",0.0,2.0,116,1.0,1.65204044044,"[0.5674331776717736, 1.6520404404363944]",-0.25,12.0
112,1.0,76.25,1.0,-0.75,1.0,2.0,1.0,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,116,1.0,2.16900389826,"[0.5840778401488933, 1.8519933272327762, 2.16900389825787]",1.25,13.0
113,1.0,79.25,3.0,0.75,1.0,3.0,0.25,"[1, 0]","['space', 'f']",0.0,2.0,116,1.0,1.30141213417,"[0.5506956709323276, 1.301412134173006]",3.0,14.0
114,1.0,80.25,1.0,-1.0,1.0,2.0,1.0,"[1, 0, 1]","['space', 'space', 'f']",1.0,3.0,116,1.0,1.85209488503,"[0.5675768008331943, 1.5852121025654924, 1.852094885032784]",1.0,15.0
115,1.0,83.0,2.0,1.0,1.0,3.0,0.25,"[1, 0, 1, 0]","['space', 'space', 'space', 'f']",0.0,4.0,116,1.0,2.82000832894,"[0.8012360605916911, 1.4184376684497693, 2.519501501434206, 2.820008328943004]",2.75,16.0
116,1.0,83.5,1.0,0.75,0.0,1.0,-0.25,"[0, 1, 0]","['space', 'space', 'f']",0.0,3.0,116,1.0,2.11894191194,"[0.5007667914414924, 1.5183654362153902, 2.1189419119436934]",0.5,17.0
117,1.0,83.5,1.0,-1.0,1.0,1.0,0.25,"[1, 0]","['space', 'j']",0.0,2.0,116,1.0,1.21848267839,"[0.5177305497272755, 1.218482678385044]",-0.75,18.0
118,1.0,83.5,1.0,-0.75,0.0,1.0,-0.75,"[0, 1]","['space', 'j']",1.0,2.0,116,1.0,1.21822818295,"[0.4509659108316555, 1.2182281829500425]",-1.5,19.0
119,1.0,83.5,1.0,1.0,1.0,3.0,-1.0,"[1, 0]","['space', 'j']",0.0,2.0,116,1.0,1.88535806937,"[0.9845358718375792, 1.8853580693685217]",-2.0,20.0
120,1.0,83.5,1.0,0.0,0.0,2.0,-0.75,"[0, 1]","['space', 'j']",1.0,2.0,116,1.0,1.35206964581,"[0.6345499637336616, 1.3520696458144812]",-1.5,21.0
121,1.0,86.5,3.0,0.25,0.0,3.0,0.75,"[0, 1]","['space', 'f']",1.0,2.0,116,1.0,1.81860574961,"[0.7009937040165823, 1.818605749613198]",3.0,22.0
122,1.0,87.5,2.0,0.25,1.0,2.0,0.25,"[1, 0]","['space', 'f']",0.0,2.0,116,1.0,1.56865157081,"[0.7179391338249843, 1.5686515708093793]",1.0,23.0
