date, psychopy_version, exp_version, face_version, house_version, subject, block, trial, image, actual_val, input_val, rt, error, total_error, accuracy, min_accuracy
2019_Feb_06_0145,3.0.2,3.0.1,1,0,998,1,0,faceMorph056.jpg,-0.12,1.00,4.469,1.12,1.12,-12.00,1.00
2019_Feb_06_0145,3.0.2,3.0.1,1,0,998,1,1,houseMorph006.jpg,-0.88,0.00,2.902,0.88,2.00,0.00,1.00
2019_Feb_06_0145,3.0.2,3.0.1,1,0,998,1,2,faceMorph036.jpg,0.28,1.00,3.380,0.72,2.72,9.33,1.00
